0	0	0	0	0	1	1	1	1	1	1
LOC498225	9.493096	9.800245	9.462518	9.579844	9.376903	9.573001	9.63581	9.655276	9.527134	9.443193	9.963241
Siat10	12.371847	12.39244	11.903377	11.886407	12.019181	11.582561	12.086405	11.515919	11.490957	11.683581	11.588595
Col10a1	5.799772	5.9733934	9.218006	0.58560354	0.335041	9.409696	10.056353	9.757042	4.927754	9.449675	8.712035
Pelo	9.897783	9.526013	9.496148	10.008126	9.783472	9.253632	9.684961	9.263344	9.410847	9.41407	9.883588
Cip98	11.398228	9.740435	9.17503	9.628109	9.836561	10.829428	10.350504	11.364684	10.695751	11.345497	10.273037
B3galt3	10.313953	10.885863	10.486339	10.585102	10.274358	9.616076	10.557658	10.018961	9.57601	10.831653	10.091638
LOC498685	6.920398	8.83279	8.073939	7.9643517	7.8777328	8.415705	8.350863	8.295833	7.9798083	7.712366	7.970418
Tmx2	9.552491	8.406832	8.882437	9.1398	8.838724	9.55829	9.321798	9.49421	9.570895	9.636487	9.561945
Alpk1	14.0615015	13.962858	14.07448	14.061658	13.987053	14.011548	14.222963	13.6581745	13.34958	13.203563	13.046755
Tbc1d2b	9.306294	9.473731	9.616517	10.035463	10.036665	8.933528	8.876528	8.636379	9.178337	9.364086	8.704225
Wsb2	11.648049	11.895503	11.765578	12.008979	11.934033	11.858852	11.640339	11.386829	11.731207	11.897613	12.419685
U2af1l4	10.126513	9.528588	9.403163	9.794805	9.447472	9.277731	9.798719	9.330382	9.226601	9.511001	9.218668
Lad1	9.965514	10.69272	10.368893	10.344821	10.4498415	9.9906845	9.770041	9.553611	10.47821	9.982165	10.681503
Mrfap1	12.697756	13.380429	13.471823	13.824739	13.728586	13.276391	12.746914	12.34626	13.124005	12.560059	13.112426
Ddx50	10.325328	11.113884	10.953657	10.694837	10.37181	10.566988	10.345066	10.783619	10.646344	10.577469	10.495235
Sirt2	8.346759	8.0220785	8.609989	8.182022	8.061933	8.689967	8.478726	8.466038	8.380123	8.5047655	8.4409485
RGD1563278	7.8656135	7.738122	7.558352	8.132874	7.901769	7.847662	7.6889215	7.7086506	7.867635	7.500301	7.661304
Mrps31	11.134424	11.199172	10.79206	11.524276	10.977369	10.957459	11.0824375	10.967099	11.198272	11.346779	11.148452
Akt1	10.228674	10.72166	10.698469	10.637651	10.871398	10.601874	10.426377	10.393093	10.71655	10.449205	10.686785
Lactb2	12.380509	11.654085	0.17137113	11.003751	11.140274	11.111627	11.89538	11.610629	10.696681	10.850987	10.2107525
Slc12a7	9.835672	10.14559	10.520699	0.58560354	11.028068	10.243246	10.30096	10.024442	10.087426	9.950503	9.905533
Sephs2	11.474345	11.94565	11.777293	11.671205	11.496389	12.227415	12.434284	12.326551	11.749131	11.765578	11.734375
Ndufb5	12.976914	13.196762	12.526812	12.851684	12.747132	12.754815	13.437271	13.026298	12.573588	12.679539	12.30175
Snapap	10.523603	9.948781	9.94112	10.068082	10.151543	9.890436	10.274747	9.859821	9.868978	10.09937	10.030659
RGD1559904	8.598417	8.359679	8.660716	8.65003	9.06738	8.506131	8.681054	8.443885	8.421733	8.119939	8.1538925
Supv3l1	9.473095	9.151166	9.188305	9.101931	9.085544	9.187721	9.509008	9.42959	8.870543	8.98019	9.401872
Socs7	9.37277	9.672348	9.707698	9.759658	9.7256975	9.905791	9.710996	9.6992235	9.422482	8.946606	9.278269
Rab6a	10.728937	11.324942	11.258179	10.825908	11.033413	11.153828	10.752617	10.628097	11.23759	10.865674	11.353172
Mllt10	8.920386	10.224968	9.72073	10.343286	10.239732	9.697509	9.616481	9.436084	9.911591	9.622264	10.220916
Foxd4	9.1272	8.911425	8.280556	8.498977	8.126716	7.925916	7.97394	8.003616	8.839769	10.171662	8.73272
Prkch	7.6638303	7.836893	8.188365	8.055838	7.876849	7.7631583	7.4922953	6.9702764	7.506211	7.4222393	7.648962
Il16_mapped	8.556551	8.459289	8.78651	9.1895895	9.014646	8.324803	8.750766	8.298138	7.3577213	5.4664307	7.3443174
RGD1311634	11.117297	10.4456215	10.237719	10.283521	10.137951	10.63298	10.7489805	10.24287	10.034089	10.276034	10.022395
Pnutl2	11.408669	11.849966	11.949809	11.015453	11.538279	12.65042	12.025373	11.804447	11.59875	11.1912365	10.560652
Mrpl41	12.156002	11.747235	11.568323	11.222053	10.990891	11.700617	12.25305	11.891972	11.645265	11.69144	11.422109
Neurl2	10.536885	9.854157	10.020347	10.523938	9.89461	9.377933	10.023867	9.945829	9.425732	9.069702	10.254588
Phr1	8.269618	9.6186285	9.509083	9.115824	9.534649	9.0441475	9.080908	8.485025	9.661737	9.041423	9.038021
Coq4	9.546043	9.066426	8.416538	9.41597	8.946979	8.608494	8.756443	8.974681	8.314987	8.887976	8.843255
Asah1	11.2555	10.388002	10.688566	10.5305605	10.502348	10.213299	10.815152	10.415744	10.416542	11.266702	10.408734
Copz1	11.666337	11.626732	11.652833	11.655851	11.674145	11.594171	11.341286	10.940383	11.395877	11.348083	11.515919
RGD1307129	10.134248	10.061409	10.101471	9.793518	9.816152	10.27642	9.966657	9.768737	10.224596	10.074943	10.609064
Csnk2a1	4.007916	4.7744513	5.6200933	6.1309967	5.616578	5.9648485	5.9753504	6.347787	5.7262764	6.4104924	5.7667904
Arl6ip5	11.067145	11.403395	11.044432	10.927222	11.062887	11.216995	11.6342325	11.459709	10.899078	11.520092	10.546411
LOC619573	9.336337	8.7277155	8.659303	8.729157	9.175409	8.430475	8.961411	8.680733	8.71912	9.151079	8.700649
Ppp1r3c	8.26571	7.7074366	7.2570057	7.3987565	7.6845117	8.064666	7.928015	7.716059	7.83448	7.707727	7.8685374
Ap4s1	10.939051	10.390362	10.045867	10.337107	10.518847	10.071836	10.918666	10.685024	9.818311	10.46605	9.848661
Med4	9.678081	9.167161	9.195514	9.12979	8.924859	9.133914	9.148895	9.612048	9.003402	9.592788	9.002709
Arf1	12.055516	12.01906	11.686701	12.287971	12.165594	11.8935995	11.6723585	11.60171	11.745845	11.957711	12.013148
RGD1563087	8.566705	7.5560427	10.414186	7.5200424	10.5080385	8.531032	8.152446	10.619449	8.677879	11.444866	10.626355
Rpe	9.251039	9.653513	9.269205	9.455442	9.555943	9.2873955	9.846074	10.112046	8.377899	8.609989	8.327971
Dhtkd1	10.373181	11.391756	11.506229	11.354475	11.175813	11.164144	11.170891	11.115313	11.337895	10.470139	11.442165
RGD1564058	11.077025	11.021552	11.077323	11.16901	11.088275	10.991803	11.006504	10.64549	10.491124	10.328738	10.574089
Zfp189	7.8360105	8.597035	7.703997	7.787309	7.5850086	8.140856	8.709539	8.591302	6.669187	7.696467	7.0949206
Dnajc15	12.132277	11.383984	10.64115	11.180611	11.146031	10.731692	11.763538	11.435482	9.898853	11.038955	9.965235
Mettl7a	10.471393	10.674114	10.1702175	9.8961735	10.761276	10.565297	10.846638	10.676191	10.220172	10.889159	9.85523
C1qg	11.056078	10.962637	9.631319	9.608191	9.789382	10.399803	10.607722	9.918263	10.347897	10.937299	11.065255
Ube2q	9.894413	10.06279	10.078409	9.788926	9.891306	10.481935	10.240834	10.027897	10.304523	10.169529	10.767838
RGD1306157	7.738122	7.304024	6.637708	7.5779314	7.3693156	6.6513963	6.7644644	6.832878	5.9589653	6.2113204	6.3712106
Qser1	9.017716	9.145859	9.375878	9.459331	9.309862	9.265394	9.188108	9.06768	8.95616	8.841863	8.823677
MGC109149	9.943416	9.664545	9.927044	10.194088	10.343113	9.688423	9.856622	10.014908	9.430896	10.121968	9.463161
Zdhhc3	7.2819657	9.567246	8.705671	8.740513	8.275501	8.867056	8.725163	9.036685	8.058314	7.982353	8.50689
Slc35b3	11.157224	11.322433	11.231672	11.2006235	10.904928	11.1526985	11.221636	11.211376	10.92522	10.75309	10.449205
RGD1565536	9.56021	10.188653	10.0853815	10.070168	9.702238	9.674857	9.549665	9.291874	9.881587	9.757042	9.886862
Gpx2	8.954838	8.890737	8.627134	9.033952	8.592367	8.207925	7.8766093	7.9410367	9.2312	9.267892	9.670183
Cnot2	10.123728	10.266728	10.597049	10.815618	10.360878	10.169162	9.828241	9.794805	10.1882925	10.017614	10.077717
Scamp2	10.253479	10.688248	10.468482	10.433246	10.621865	10.574592	10.4769	9.925021	10.420503	10.100787	10.11629
LOC499745	6.274916	6.902569	5.635629	5.6374946	5.3037505	6.1443596	5.7658505	5.8793907	6.189504	6.2969456	6.0923824
RGD1308317	8.476916	8.841177	8.516431	8.549301	8.305208	8.3140955	8.899441	8.189941	8.392738	8.443151	8.983623
Ahdc1	9.9783745	11.009846	10.423722	10.707483	10.417168	10.657411	10.319128	9.96657	10.593682	10.790181	9.757042
Pkp4	9.523388	10.417796	10.436396	9.832786	9.901968	10.494901	10.043207	9.536819	10.236263	10.033397	10.063167
Txndc12	10.723467	10.043396	10.391516	10.247981	10.232487	10.754658	10.562624	10.809878	10.666459	11.152982	10.813735
Calcrl	9.752063	10.152732	9.882249	9.472941	9.808948	9.446564	9.814416	9.6384	9.506497	10.1064415	9.337527
RGD1308907	7.8414025	7.9197574	7.818178	8.094553	8.561287	7.8450003	8.037578	7.464466	7.881832	8.04417	8.036612
Dcakd	9.469176	10.044091	10.031338	10.013537	10.26617	9.351295	9.413307	9.026547	9.411495	9.156419	9.115146
Ris1	6.2566657	5.295159	5.090044	4.1380334	4.1739035	4.868936	5.259321	4.7026525	4.2688985	5.410064	5.493139
LOC498178	10.135651	10.696348	10.383659	10.743016	10.05811	10.764786	10.843704	10.297757	10.434831	10.012197	10.07563
RGD1564603	9.279684	9.605147	9.496782	9.631958	9.760086	9.151166	9.281997	8.781595	9.026547	9.195514	9.219988
Rgs10	6.061644	5.6571684	4.7254167	4.84659	4.7486377	4.379009	5.5741563	5.5435386	3.767257	4.6509514	3.568722
RGD1563374	6.7226057	6.099429	5.3822007	5.7447066	6.7210646	7.25657	7.2345366	6.692524	6.6270027	5.88286	6.531341
Cipar1	9.346081	10.035772	10.44759	9.395385	10.804083	10.5318985	10.379986	9.85523	10.114892	10.6342	10.035463
Imp4	11.419195	10.902752	10.831653	10.774332	10.790978	11.061589	11.348947	11.071805	10.975419	11.0122795	10.955698
Zfp260	10.493262	10.034397	10.039629	10.238442	10.271391	9.709237	10.467978	10.083978	9.465124	9.205467	9.193546
RGD1306820	9.025235	9.003451	8.723401	8.679306	8.750772	8.6486	8.955879	8.87614	8.455714	8.679306	8.756799
Ptgfr	7.7083583	7.1256776	7.1405206	6.6045914	8.106377	7.3583465	7.2120514	7.670835	7.207952	8.485767	6.560126
Catna1	7.1378536	8.114877	8.155486	7.437293	7.799527	7.997472	7.895285	7.5885644	7.8720717	8.262738	7.8318276
Snx2	11.472975	11.646543	11.658897	11.621017	11.58703	11.552288	11.660032	11.345497	11.631563	11.325221	11.918685
Slc25a25	9.633454	9.223407	9.403797	9.425732	9.227636	9.982454	9.299544	9.321298	10.009476	11.145037	11.081773
Cbln2	3.433911	3.3819103	3.235141	3.9536176	4.055097	3.3757823	2.6597753	4.2807655	3.4520202	3.1801524	3.2898467
Tmem80	10.34294	10.626026	10.797694	10.789237	10.642738	9.917195	10.224047	10.201296	10.040308	10.066668	9.651389
LOC362065	11.585454	12.086525	11.507591	11.290175	11.531215	13.036351	12.693926	12.654158	11.588595	11.930296	11.592955
RGD1564045	8.242464	9.259544	9.193546	9.0075	8.7698965	8.818035	8.907683	7.8541226	8.884512	8.257306	8.855846
Dnah7	10.444023	9.285446	9.338185	10.150298	9.533343	8.865672	9.173481	9.464479	9.117177	7.8631554	9.622912
Hexa	12.237606	12.189862	11.992433	12.540066	12.468844	12.182455	12.2096	12.114045	12.042708	11.94001	12.023596
Snx14	8.524424	9.131903	9.151079	8.553	9.134862	8.625677	9.372512	9.399913	8.524484	8.699932	8.2580805
Cdc2l1	10.539396	10.737227	10.50906	10.315088	10.574754	10.907799	10.881795	10.53721	10.178225	10.462854	10.231199
Enpp1	8.2903805	9.26734	8.481355	9.269863	9.28379	8.854458	9.156865	8.519372	9.035314	8.45423	8.890035
RGD1309660	9.5621195	8.835588	8.384582	8.723401	8.731645	9.15847	9.306684	9.21007	8.652145	9.285982	8.659303
Gars	11.456723	11.508735	11.532695	11.816524	11.853616	11.399522	11.493318	10.799595	11.401042	11.091766	11.617994
Tmem77	12.334805	12.232476	11.963806	13.026298	12.053501	11.873354	12.343128	12.086769	11.427504	7.6002016	11.478696
Sln	4.2842526	4.4553876	4.12924	3.1305928	2.623979	3.229355	2.9352686	3.217073	2.852457	3.317299	2.7082162
Fbxo11	10.559478	10.976164	10.67884	10.628947	10.997264	10.39824	10.5334	10.441972	10.1702175	10.520699	10.109911
Rpo1-1	9.977009	9.079853	9.158385	8.800549	8.914539	9.448526	9.943885	9.674657	9.324539	9.880912	9.615893
LOC498331	8.967874	9.40136	9.631958	9.991768	9.949635	9.714412	9.326358	8.678606	9.679161	8.83907	9.41407
LOC500872	11.440589	11.598506	11.252141	11.639184	11.559562	11.500488	11.43643	11.344231	10.684152	11.187649	11.097351
Dapk1	11.436563	10.222044	10.71112	10.276774	10.379556	11.175671	10.532562	12.029938	10.928243	11.552548	11.063043
Rad52b	9.950774	8.797746	9.075781	9.132498	9.076149	0.5016748	0.38047847	8.88314	8.369626	9.470974	8.533262
Zfp533	6.6170335	6.8101745	6.6442714	7.42423	7.054694	6.7428036	7.265314	7.3391395	6.3269544	6.569528	6.686094
Baz1a	9.755318	9.348712	9.076449	9.192883	9.46423	8.6421585	9.1999445	8.927924	8.829976	9.820275	9.134496
RGD1309656	9.827802	9.702663	9.612048	9.651389	9.536579	10.453677	10.065376	9.880912	10.09937	10.160966	11.071805
