0	0	0	0	0	1	1	1	1	1	1
LOC498225	9.493096	9.800245	9.462518	9.579844	9.376903	9.703513	9.742168	9.5843725	9.762247	9.675293	9.464479
Siat10	12.371847	12.39244	11.903377	11.886407	12.019181	12.132042	11.660397	11.9419985	11.478696	12.307141	11.708783
Col10a1	5.799772	5.9733934	9.218006	0.58560354	0.335041	8.876891	5.829861	8.87614	6.2469363	6.203471	5.1936536
Pelo	9.897783	9.526013	9.496148	10.008126	9.783472	9.312347	9.419876	9.252876	9.326499	9.151079	9.023819
Cip98	11.398228	9.740435	9.17503	9.628109	9.836561	10.4840355	9.654629	9.052884	9.991768	9.953184	10.404843
B3galt3	10.313953	10.885863	10.486339	10.585102	10.274358	10.858179	10.838339	10.413414	10.239914	11.175954	10.128313
LOC498685	6.920398	8.83279	8.073939	7.9643517	7.8777328	8.598376	8.746172	8.500414	8.490835	8.597756	7.9243875
Tmx2	9.552491	8.406832	8.882437	9.1398	8.838724	8.83418	8.888656	7.9652343	9.536164	8.911394	8.567498
Alpk1	14.0615015	13.962858	14.07448	14.061658	13.987053	13.986803	14.024304	14.049304	13.803137	13.760415	13.9035
Tbc1d2b	9.306294	9.473731	9.616517	10.035463	10.036665	9.181163	9.444471	9.588272	9.137759	9.513563	9.8480215
Wsb2	11.648049	11.895503	11.765578	12.008979	11.934033	11.5997305	11.860929	12.019299	12.149054	12.047051	11.821748
U2af1l4	10.126513	9.528588	9.403163	9.794805	9.447472	8.95285	9.402518	9.193546	9.28728	9.048148	8.575484
Lad1	9.965514	10.69272	10.368893	10.344821	10.4498415	10.420608	10.300008	10.572405	10.734774	10.582601	10.590235
Mrfap1	12.697756	13.380429	13.471823	13.824739	13.728586	12.986211	13.276605	13.471823	13.216376	12.986616	13.388627
Ddx50	10.325328	11.113884	10.953657	10.694837	10.37181	10.964428	10.873493	10.926216	10.790181	10.693041	10.903053
Sirt2	8.346759	8.0220785	8.609989	8.182022	8.061933	8.68923	8.568961	7.561286	8.687136	8.305638	8.520111
RGD1563278	7.8656135	7.738122	7.558352	8.132874	7.901769	7.6644645	7.7909985	7.686085	7.817271	7.1982975	7.5318403
Mrps31	11.134424	11.199172	10.79206	11.524276	10.977369	11.400527	10.917112	11.036777	10.913102	10.92522	10.791138
Akt1	10.228674	10.72166	10.698469	10.637651	10.871398	10.299294	10.946471	10.589411	10.731093	10.715638	10.710208
Lactb2	12.380509	11.654085	0.17137113	11.003751	11.140274	11.018066	11.179415	10.692149	11.669666	9.961893	9.513563
Slc12a7	9.835672	10.14559	10.520699	0.58560354	11.028068	9.695747	10.144542	10.282033	10.206424	9.668221	10.158817
Sephs2	11.474345	11.94565	11.777293	11.671205	11.496389	11.967328	11.821748	11.639184	11.534132	11.283889	11.4772835
Ndufb5	12.976914	13.196762	12.526812	12.851684	12.747132	12.925761	12.739471	12.705479	12.727844	12.778473	12.735583
Snapap	10.523603	9.948781	9.94112	10.068082	10.151543	9.684091	9.511001	9.862406	9.831493	10.04099	9.41407
RGD1559904	8.598417	8.359679	8.660716	8.65003	9.06738	8.014292	8.224642	8.482076	8.262738	8.207279	8.325683
Supv3l1	9.473095	9.151166	9.188305	9.101931	9.085544	9.339736	9.34985	9.163119	9.219988	8.880328	8.780194
Socs7	9.37277	9.672348	9.707698	9.759658	9.7256975	8.573941	9.125146	9.343345	9.06502	8.542687	9.188961
Rab6a	10.728937	11.324942	11.258179	10.825908	11.033413	11.040534	11.107382	10.953657	11.059648	11.230454	11.443527
Mllt10	8.920386	10.224968	9.72073	10.343286	10.239732	9.864863	10.020347	9.9102545	9.803919	9.731789	9.835426
Foxd4	9.1272	8.911425	8.280556	8.498977	8.126716	9.631056	8.205715	8.3703785	8.1538925	8.608535	9.593442
Prkch	7.6638303	7.836893	8.188365	8.055838	7.876849	7.616891	7.5885644	8.023112	7.4664807	7.5544066	8.136961
Il16_mapped	8.556551	8.459289	8.78651	9.1895895	9.014646	8.313205	7.9729743	8.422456	8.083862	7.4565086	7.355646
RGD1311634	11.117297	10.4456215	10.237719	10.283521	10.137951	10.239184	10.148124	10.215842	10.320433	10.093758	9.833458
Pnutl2	11.408669	11.849966	11.949809	11.015453	11.538279	11.165005	11.353172	11.837674	11.59875	10.846132	11.340412
Mrpl41	12.156002	11.747235	11.568323	11.222053	10.990891	12.050944	11.481426	11.077323	11.569799	11.734375	11.017601
Neurl2	10.536885	9.854157	10.020347	10.523938	9.89461	10.425407	9.509718	9.3745775	9.544553	9.381743	9.588912
Phr1	8.269618	9.6186285	9.509083	9.115824	9.534649	9.5061865	9.360224	9.111159	9.04343	9.523219	9.894156
Coq4	9.546043	9.066426	8.416538	9.41597	8.946979	8.639189	8.723401	8.869158	8.806841	9.60561	8.402514
Asah1	11.2555	10.388002	10.688566	10.5305605	10.502348	10.176742	10.609943	9.867665	10.344821	9.995881	9.765496
Copz1	11.666337	11.626732	11.652833	11.655851	11.674145	11.192992	11.473235	11.594425	11.486831	11.901456	11.418125
RGD1307129	10.134248	10.061409	10.101471	9.793518	9.816152	10.46781	10.203493	9.935691	10.264896	10.836436	10.474134
Csnk2a1	4.007916	4.7744513	5.6200933	6.1309967	5.616578	5.7256045	5.5791564	5.2100315	5.4704843	6.862276	6.0775557
Arl6ip5	11.067145	11.403395	11.044432	10.927222	11.062887	11.268616	11.158645	10.712936	10.826866	10.96916	10.472537
LOC619573	9.336337	8.7277155	8.659303	8.729157	9.175409	8.910775	8.511302	8.4835615	8.363548	8.021433	8.167536
Ppp1r3c	8.26571	7.7074366	7.2570057	7.3987565	7.6845117	8.166447	7.891679	7.5720267	7.0498815	6.436404	8.768122
Ap4s1	10.939051	10.390362	10.045867	10.337107	10.518847	10.59043	10.127604	10.121968	10.07563	10.013537	9.847353
Med4	9.678081	9.167161	9.195514	9.12979	8.924859	8.815955	9.066363	8.927924	9.044737	9.008198	8.838363
Arf1	12.055516	12.01906	11.686701	12.287971	12.165594	11.780155	12.047051	12.182697	12.073247	12.093602	11.909058
RGD1563087	8.566705	7.5560427	10.414186	7.5200424	10.5080385	11.146738	7.913808	10.173106	10.163831	10.110625	9.766145
Rpe	9.251039	9.653513	9.269205	9.455442	9.555943	9.204333	9.502005	9.6843195	9.024494	9.405085	9.027216
Dhtkd1	10.373181	11.391756	11.506229	11.354475	11.175813	10.710473	11.139297	11.495108	11.306406	10.414186	11.174811
RGD1564058	11.077025	11.021552	11.077323	11.16901	11.088275	10.869951	11.087331	10.959827	10.976469	11.090614	11.034641
Zfp189	7.8360105	8.597035	7.703997	7.787309	7.5850086	7.0871243	6.966745	6.974936	7.0746574	6.8829436	6.510795
Dnajc15	12.132277	11.383984	10.64115	11.180611	11.146031	11.313363	10.806132	10.921135	10.964	11.297595	10.050026
