0	0	0	1	1	1
RGD1306820	8.459365	8.637109	8.764892	8.757138	8.728444	8.558432
Ptgfr	7.3286743	7.142725	6.9254937	6.56639	6.162753	6.558768
Catna1	8.236362	7.961776	8.457536	7.928882	8.230076	8.057494
Snx2	11.029306	11.3214655	11.237306	11.355348	11.373771	11.315202
Slc25a25	8.909361	9.717432	9.192783	11.354057	11.378986	10.739368
Cbln2	3.0532541	3.6334062	3.5384653	3.2355964	3.8730218	3.4890673
Tmem80	10.001953	10.36737	10.319339	9.906252	10.162394	9.844035
LOC362065	11.978018	11.99655	11.759901	12.61484	12.332261	12.755034
RGD1564045	9.041423	9.402518	9.146231	8.968889	8.599177	8.866354
Dnah7	9.4819765	9.990389	9.543922	9.501925	9.734375	9.567069
Hexa	11.844817	12.173007	12.073164	12.064142	12.0689335	12.109474
Snx14	8.741947	8.482822	8.344736	8.484553	9.099205	8.979502
Cdc2l1	10.882244	10.856863	10.519132	10.898608	10.64203	11.076215
Enpp1	9.470316	9.529714	8.903803	9.646803	9.866998	9.568361
RGD1309660	9.167073	8.644309	8.609246	8.795993	8.625713	8.837672
Gars	11.777293	11.783976	11.805539	11.7602	11.699305	11.932242
Tmem77	11.752411	12.137209	11.838914	12.0488405	12.195012	11.893844
Sln	2.9022005	2.7229316	3.2168798	2.922179	2.8048017	2.7044113
Fbxo11	10.17238	10.383659	10.127602	10.486633	10.208569	10.907118
Rpo1-1	9.1444235	9.124486	9.186188	9.192049	8.976057	8.961006
LOC498331	10.283521	9.8480215	10.479865	10.052876	9.831493	10.026502
LOC500872	11.328996	11.363412	10.961051	11.585331	11.348083	11.65433
Dapk1	11.17364	11.263029	11.431652	10.818007	11.036777	10.774332
Rad52b	8.747591	8.820847	9.076758	8.1645355	8.533262	8.201765
Zfp533	6.925689	6.92453	6.8091106	6.896966	6.0362554	6.8913107
Baz1a	8.839769	8.96169	8.887174	9.268388	9.3147335	9.5843725
RGD1309656	9.896834	9.885541	9.400275	10.157535	9.85324	10.309043
Slc30a5	8.939771	8.712035	8.869706	9.280707	8.9733095	9.102597
Mrps24	11.860929	11.447559	11.630703	10.96871	11.37769	11.101797
Lrrc41	9.799357	9.839437	10.176151	9.705035	9.701817	9.803919
Rit1	8.095374	7.538754	7.8043575	6.927755	7.4272585	7.1061416
Bre	11.603175	11.485456	11.527459	11.385136	11.261799	11.440856
Dst	11.408942	11.023944	11.10456	11.242041	11.278938	11.758925
MGC94010	8.763141	8.9493685	8.757098	9.243523	8.636379	9.293814
Arfgap1	8.275181	8.421733	8.530896	8.524759	8.612134	8.860041
LOC311254	7.4202557	7.8479104	7.4220824	7.5012155	7.1050158	7.509166
RGD1561394	9.608191	10.55648	9.612226	9.193356	10.086746	9.195514
LOC294513	8.73201	8.690699	8.905198	8.755734	8.945939	8.58479
Pde4dip	7.4172015	7.711435	7.3293314	7.0857143	7.162475	7.0464177
Mbnl2	8.560213	8.579042	8.081774	8.565604	8.53109	8.183586
Pfkl	6.355151	6.295463	6.162107	7.9679217	8.168332	7.908504
Pik3r1	9.290566	9.237067	11.298683	11.918316	11.703948	10.78177
Mical2	5.6239552	5.73919	5.6064167	6.11283	6.181553	5.948762
Tcfl1	10.032702	10.061099	9.865784	9.767456	9.758348	9.758348
Lgi3	3.3204048	3.4398217	2.3097935	3.5570166	2.69705	3.602536
