0	0	0	1	1	1
Mbnl2	8.560213	8.579042	8.081774	8.383805	8.704225	8.156322
Pfkl	6.355151	6.295463	6.162107	6.3667784	7.029201	7.2792263
Pik3r1	9.290566	9.237067	11.298683	9.619742	11.3985	10.736614
Mical2	5.6239552	5.73919	5.6064167	5.4332213	5.5435386	5.495224
Tcfl1	10.032702	10.061099	9.865784	9.992447	10.025129	10.006056
Lgi3	3.3204048	3.4398217	2.3097935	2.9739451	2.3073354	3.2596023
Bnip1	9.63584	9.462518	9.625066	9.837441	9.914266	10.036161
RGD1307103	10.785482	10.626355	10.76395	10.434044	10.736614	9.949171
Pdcd6	10.667364	10.829739	10.750105	11.04873	10.759584	10.934294
Parp9	7.658442	7.107259	6.944271	7.3875365	7.4222393	8.121566
Pip5k1a	13.079245	13.33457	13.7691965	12.962558	13.12988	12.563378
Synj1	9.377151	9.461236	9.275125	10.2656145	10.258241	10.54057
Nubp1	11.444866	11.027152	11.174394	11.807833	11.081773	11.050872
Map4k3	11.350613	11.336613	11.561588	11.9800625	12.28262	12.416622
Per1	9.278269	9.751193	9.38725	9.3479395	10.224596	10.771548
Cdc16	8.705671	8.650729	9.019895	8.424652	9.014288	8.599177
Rap1b	7.895198	7.7818403	8.154394	8.029003	7.320245	7.9540067
Ccdc59	10.23917	10.204225	9.933265	9.845362	9.766145	9.948507
C1galt1c1	10.357211	10.523111	10.1226635	11.061895	10.901082	11.042246
Taf11	9.267892	10.309788	10.126183	10.393862	10.351028	10.914104
Perp	11.115313	11.201791	10.994526	11.386829	10.808939	10.972252
Harpb64	13.19698	13.052011	13.355206	13.021265	12.65064	12.309871
Ung	10.034785	9.994499	10.320108	9.859179	9.77133	9.846031
RGD1311045	7.668935	6.554694	6.952475	7.4734707	6.974936	6.611209
Fbxo28	6.629682	6.7934117	6.85829	7.231474	7.1853633	7.2855544
Rrbp1	9.929028	9.716776	9.813031	10.125497	9.963889	9.982165
Arv1	9.823585	9.6973	9.953477	9.614612	9.774598	9.925711
Ubxd8	8.189941	7.718875	7.774164	7.437293	7.8164053	7.7216625
Wdr12	9.908954	10.010176	10.121954	10.706575	10.223856	10.64115
Mrps5	12.468964	12.540066	12.760809	12.032075	12.091244	11.835881
Tcf7	6.525828	6.197345	5.396423	6.897251	6.936299	6.9138465
Tspan14	11.325221	11.195889	11.134221	11.179415	11.402352	10.364975
Cyb5b	11.639184	11.616497	11.54303	11.147318	11.619501	11.595866
Btf3	13.041587	12.916948	12.979923	13.471823	12.9964285	13.263004
Hpgd	10.64203	10.874447	10.41407	10.727423	10.561472	10.79865
Hist1h4a	12.7904215	12.215033	12.230438	12.30175	12.293348	12.118625
LOC500488	10.479024	10.151024	10.438751	9.258144	10.44596	10.07221
Dhdds	9.521289	9.48587	9.458517	9.958553	9.418578	9.639712
Pfkfb4	9.95517	9.9223175	9.848719	9.645547	9.628109	9.407656
Psma3l	7.625131	7.2739496	6.9372993	9.216675	9.2397175	9.489064
Ptpn7	5.569326	5.392868	5.3024607	5.269828	5.181762	5.065279
Rnpc2	12.419685	12.07771	12.175533	12.0689335	12.053621	12.107226
Hddc3	10.824973	10.408734	10.724366	10.426095	10.145963	9.882249
RGD1307433	10.207849	10.2348385	10.378758	9.822927	10.081887	10.025129
Ppp2r4	10.933288	10.835494	10.943576	9.993139	10.75867	10.578296
MGC109145	10.924176	10.736614	11.049154	10.590235	10.439618	10.512378
RGD1308147	9.222662	9.3837185	9.441057	9.462518	9.193546	9.298396
RGD1304696	11.5369835	11.332839	11.727288	11.773988	11.412893	11.639184
Ube2v2	10.349467	10.491124	10.366333	10.602209	10.660358	10.690371
Mpv17l	12.530077	12.580338	11.9839115	11.517302	11.342976	11.247314
RGD1305235	8.240261	8.117486	7.5751266	8.856556	8.227754	0.03165748
Usp7	10.16525	10.245065	10.611128	10.174575	10.2071295	10.275287
RGD1307927	9.2639885	9.536164	9.40288	9.680447	9.696639	9.5824175
Gnptag	10.997415	10.865674	10.761208	10.941399	10.210035	10.629832
Ehd4	9.048148	8.788602	8.588326	8.801232	9.004066	9.117854
Usp28	8.553	8.602113	8.554281	8.720537	8.23713	8.9733095
Chp	11.420796	11.420796	11.320089	10.895077	11.111926	10.71655
RGD1306495	10.1310835	10.15521	9.894974	11.009072	11.275233	11.337895
Mterfd3	7.3181267	7.4943185	7.294546	7.404941	7.749533	7.839851
Cbll1	8.862132	8.874026	8.657268	8.797048	8.415791	8.503321
Trip13	0.38047847	0.08420816	5.5291624	7.206882	6.966745	7.5904927
Dlgap1	8.254984	8.126398	8.500154	7.2336316	7.1172376	7.0475664
LOC304138	7.995156	8.295833	7.5926614	8.112572	8.908681	8.686413
Inpp5a	9.455442	9.822927	9.517377	9.461236	9.48587	9.41727
RGD1564042	8.051688	8.252722	8.002112	8.9733095	8.142642	8.582612
Ncor1	9.026547	9.027216	8.72005	9.012259	9.370664	9.36215
Anp32e	11.9800625	12.109474	11.910569	11.492329	11.634608	11.637664
Isrip	10.012197	10.026502	10.194234	11.462394	10.8921	11.531342
Treh	11.571276	11.312653	11.072296	10.619449	10.8666115	10.631556
Commd7	8.446852	8.354436	8.513261	8.805424	8.620001	8.496758
RGD1306781	7.174405	7.110592	7.0419526	7.4151587	7.294997	7.750456
Pvrl2	8.790701	8.5090885	8.423485	8.539778	9.102597	9.13045
Tspan6	9.946512	9.345315	9.127541	9.91759	9.695975	9.925021
RGD1564982	6.2484508	6.0362554	6.4104247	6.863524	6.620385	6.4760666
Extl2	7.9366426	7.6165752	7.7146897	7.4674664	7.292883	7.3391395
Brms1	9.968621	9.699863	10.185544	9.401872	9.342076	9.388854
Ss18	9.714195	9.734375	9.628326	10.012197	10.822144	10.219449
Bysl	8.460131	8.905941	8.863378	8.884512	8.523763	8.542687
Ptdss1	10.713833	10.931292	10.459602	10.10501	10.136014	10.028593
Hmgn3	11.096276	11.4556265	11.236112	11.563984	11.875424	11.546832
RGD1307493	6.394497	7.1875415	6.2601957	7.6973925	8.248029	8.203376
Cdc26	10.491954	10.682391	10.375642	10.0382395	9.726553	9.759658
Bcas2	11.1678505	10.96916	11.139942	0.22409299	10.433246	10.586829
Agpat6	11.102887	10.836436	10.97147	10.779929	11.016541	10.834534
Nras	8.320347	8.418788	8.298913	8.5157	9.182965	8.921039
Ddx5	10.160273	9.866338	10.117666	10.909086	11.33537	10.8597555
LOC297530	10.757757	10.628097	10.539896	10.685024	10.970202	10.8422165
LOC503164	0.38047847	0.08420816	5.9339404	7.9660707	8.28208	8.004483
RGD1308279	8.414332	8.414332	8.220542	8.366555	8.670029	8.431296
Rnf7	11.18175	11.211376	11.213409	10.957767	11.079542	10.886167
Pcp2	9.342718	9.581124	9.952119	10.056231	9.653964	9.454161
Lztr1	9.156419	9.489717	9.408018	8.787884	8.714895	8.831378
Vps36	10.049337	10.016937	10.309453	10.093045	10.100787	10.186832
Mrps33	11.49371	11.775632	11.647454	12.416622	12.075445	12.453371
Stat5b	7.0735364	7.082534	7.444366	7.551459	7.647046	7.282406
RGD1305679	9.572826	9.927686	9.519334	11.029306	10.308299	9.965235
Pcgf6	8.281321	8.48941	8.244846	8.340132	8.092117	8.551515
Zhx1	9.383065	9.664991	9.873065	9.275676	9.089189	8.963732
LOC500300	8.785798	8.756799	8.413871	10.5305605	11.682025	11.427504
RGD1306682	9.219988	8.75399	8.940463	9.459331	9.802624	9.498726
Psmd13	11.219686	11.244904	11.578959	11.3101635	10.732015	11.059648
