st_gene_id,gene_id,gene_symbol,fpkm_ato1,fpkm_ato2,fpkm_ato3,fpkm_db1,fpkm_db2,fpkm_db3,tpm_ato1,tpm_ato2,tpm_ato3,tpm_db1,tpm_db2,tpm_db3,read_count_ato1,read_count_ato2,read_count_ato3,read_count_db1,read_count_db2,read_count_db3,average_fpkm_ato10,average_fpkm_db,average_tpm_ato10,average_tpm_db,average_read_count_ato10,average_read_count_db
G10090_7753,104318,Csnk1d,36.76,39.25,31.84,30.74,27.25,26.66,52.95,64.66,51.8,53.5,45.1,44.66,1912,2042,1489,1438,1103,1178,35.95,28.21666667,56.47,47.75333333,1814.333333,1239.666667
G10090_5335,434233,Ppp1ccb,29.39,0.07,0,5.18,8.76,2.84,42.34,0.12,0,9.01,14.49,4.76,573.71,1.43,0,90.18,133.01,46.93,9.82,5.593333333,14.15333333,9.42,191.7133333,90.04
G10090_20161,234836,Il17c,0,0,0.31,0.15,0,0.16,0,0,0.5,0.27,0,0.27,0,0,2,1,0,1,0.103333333,0.103333333,0.166666667,0.18,0.666666667,0.666666667
G10090_27166,233038,Nccrp1,55.8,6.64,18.73,92.72,38.69,145.52,80.38,10.94,30.47,161.37,64.03,243.76,1125,134,338,1668,607,2482,27.05666667,92.31,40.59666667,156.3866667,532.3333333,1585.666667
G10090_31379,21925,Tnnc2,0.25,0,0,0,0,0,0.36,0,0,0,0,0,2,0,0,0,0,0,0.083333333,0,0.12,0,0.666666667,0
G10090_6880,107951,Cdk9,48.4,31.87,25.32,23.94,27.25,24.48,69.72,52.49,41.19,41.66,45.09,41,1367,914,663,630,614,620,35.19666667,25.22333333,54.46666667,42.58333333,981.3333333,621.3333333
G10090_15939,170643,Kirrel,4.95,2.13,1.77,1.72,2.16,1.35,7.13,3.51,2.88,2.99,3.57,2.26,506,223,164,161,175,119,2.95,1.743333333,4.506666667,2.94,297.6666667,151.6666667
G10090_20807,107227,Macrod1,24.96,24.82,29.83,25.2,28.73,28.35,35.96,40.88,48.52,43.86,47.54,47.49,420,423,458,394,388,423,26.53666667,27.42666667,41.78666667,46.29666667,433.6666667,401.6666667
G10090_24862,17931,Ppp1r12a,11.73,8.98,6.8,8.16,7.73,6.37,16.89,14.78,11.06,14.19,12.79,10.66,1014,778,530,638,519,467,9.17,7.42,14.24333333,12.54666667,774,541.3333333
G10090_9165,20400,Sh2d1a,0.19,0.19,0,0.11,0,0,0.27,0.31,0,0.18,0,0,2,2,0,1,0,0,0.126666667,0.036666667,0.193333333,0.06,1.333333333,0.333333333
G10090_6168,67933,Hcfc2,3.67,3.33,3.82,5.04,3.66,4.46,5.29,5.49,6.22,8.77,6.05,7.48,221,231.2,207.05,283,176,220.08,3.606666667,4.386666667,5.666666667,7.433333333,219.75,226.36
G10090_17642,103841,Cuedc1,10.68,7.52,6.98,6.59,10.82,7.22,15.38,12.38,11.35,11.48,17.91,12.09,469,331,275,260,370,270,8.393333333,8.21,13.03666667,13.82666667,358.3333333,300
G10090_8088,19267,Ptpre,4.61,1.46,0.86,0.72,0.8,0.78,6.64,2.41,1.39,1.26,1.32,1.31,330,104,52,47,46,48,2.31,0.766666667,3.48,1.296666667,162,47
G10090_10895,105203,Fam208b,1.79,2.52,2.09,2.75,2.53,2.13,2.58,4.16,3.4,4.79,4.19,3.57,194.56,275.13,202.03,266.01,213.93,199.03,2.133333333,2.47,3.38,4.183333333,223.9066667,226.3233333
G10090_6464,99031,Osbpl6,5.19,14.47,16.52,13.52,14.04,16.42,7.47,23.84,26.87,23.54,23.23,27.5,508,1405,1459,1318,1130,1456,12.06,14.66,19.39333333,24.75666667,1124,1301.333333
G10090_728,64095,Gpr35,5.32,1.07,0.34,0.15,0.27,0.22,7.66,1.77,0.55,0.26,0.44,0.36,300,60,17,8,11,11,2.243333333,0.213333333,3.326666667,0.353333333,125.6666667,10
G10090_13862,27366,Txnl4a,87.98,75.32,64.05,72.52,63.99,65.9,126.73,124.07,104.19,126.2,105.89,110.38,1706,1537.02,1151.01,1149,1035,1126,75.78333333,67.47,118.33,114.1566667,1464.676667,1103.333333
G10090_11364,73205,C9orf72,11.25,4.62,3.3,2.89,3.64,3.49,16.2,7.6,5.38,5.03,6.03,5.85,501,206,132,116,127,132,6.39,3.34,9.726666667,5.636666667,279.6666667,125
G10090_29368,68514,Micu2,38.51,36.08,33.74,35.69,38.84,38.5,55.46,59.43,54.89,62.11,64.28,64.5,1214,1141,955,1008,955,1030,36.11,37.67666667,56.59333333,63.63,1103.333333,997.6666667
G10090_2226,227746,Rabepk,7.46,8.66,8.27,8.03,6.79,10.06,10.74,14.27,13.45,13.98,11.24,16.85,217,251,198,213,150,233,8.13,8.293333333,12.82,14.02333333,222,198.6666667
G10090_21908,13434,Trdmt1,4.33,4.91,5.23,4.45,6.02,6.65,6.24,8.09,8.51,7.74,9.97,11.14,166,190,176,159,182,218,4.823333333,5.706666667,7.613333333,9.616666667,177.3333333,186.3333333
G10090_25458,18399,Slc22a6,49.02,189.98,234.4,167.04,145.74,244.1,70.6,312.93,381.31,290.7,241.18,408.87,2771,10785,11911,8479,6425,11731,157.8,185.6266667,254.9466667,313.5833333,8489,8878.333333
G10090_22831,75556,Cfap161,0.06,0.06,0.07,0,0,0,0.09,0.1,0.11,0,0,0,1,1,1,0,0,0,0.063333333,0,0.1,0,1,0
G10090_16413,12567,Cdk4,96.52,94.46,65.17,46.66,72.45,62.64,139.03,155.6,106.02,81.2,119.9,104.92,1673,1645,1014,722,975,918,85.38333333,60.58333333,133.55,102.0066667,1444,871.6666667
G10090_19995,99586,Dpyd,4.97,13.05,23.56,27.54,23.48,24.77,7.15,21.5,38.32,47.92,38.86,41.49,310,819,1323,1544,1144,1316,13.86,25.26333333,22.32333333,42.75666667,817.3333333,1334.666667
G10090_20938,217864,Rcor1,5.99,5.65,6.24,7.75,6.61,6.82,8.63,9.31,10.15,13.48,10.94,11.42,541,513,507,629,466,519,5.96,7.06,9.363333333,11.94666667,520.3333333,538
G10090_23189,229007,Zgpat,9.36,10.39,9.81,13.12,11.01,11.12,13.48,17.12,15.95,22.83,18.22,18.62,262,293,249,329,242,265,9.853333333,11.75,15.51666667,19.89,268,278.6666667
G10090_13061,263876,Spata2,8.16,9.66,7.69,8.78,7.23,7.8,11.75,15.92,12.5,15.29,11.97,13.07,443,534,373,425,308,372,8.503333333,7.936666667,13.39,13.44333333,450,368.3333333
G10090_21708,105244006,Gm39701,52.17,59.53,17.94,15.13,12.98,5.14,75.15,98.06,29.19,26.32,21.48,8.6,2096.86,2400.59,647.63,545.11,406.65,175.29,43.21333333,11.08333333,67.46666667,18.8,1715.026667,375.6833333
G10090_12553,235435,Lctl,0.54,1.15,1.33,1.45,0.97,0.9,0.78,1.89,2.16,2.53,1.6,1.52,15.99,33.32,34.21,37.96,22.26,22.62,1.006666667,1.106666667,1.61,1.883333333,27.84,27.61333333
G10090_5510,231130,Tnip2,12.75,8.17,5.18,3.25,4.8,4.45,18.37,13.46,8.42,5.65,7.94,7.46,338,217,123,77,99,100,8.7,4.166666667,13.41666667,7.016666667,226,92
G10090_30926,213541,Ythdf2,7.72,9.42,7.2,9.04,7.74,8.46,11.11,15.52,11.72,15.73,12.82,14.17,442,542,371,465,346,412,8.113333333,8.413333333,12.78333333,14.24,451.6666667,407.6666667
G10090_5045,219140,Spata13,15.92,6.92,5.07,5.59,6.47,6.04,22.93,11.4,8.24,9.72,10.71,10.11,1255,568,400,445,428,458,9.303333333,6.033333333,14.19,10.18,741,443.6666667
G10090_15691,20443,St3gal4,13.91,6.7,4.84,5.75,7.71,4.49,20.04,11.03,7.88,10.01,12.76,7.52,818,416,208,224,298,189,8.483333333,5.983333333,12.98333333,10.09666667,480.6666667,237
G10090_11317,76156,Fam131b,0.04,0,0.02,0,0.02,0,0.06,0,0.03,0,0.04,0,2.38,0,1,0,1,0,0.02,0.006666667,0.03,0.013333333,1.126666667,0.333333333
G10090_9934,64099,Parvg,6.16,2.39,0.94,0.34,0.5,0.55,8.87,3.94,1.54,0.58,0.82,0.92,226,88,31,11,15,18,3.163333333,0.463333333,4.783333333,0.773333333,115,14.66666667
G10090_19753,66801,Prkrip1,7.61,6.96,6.1,6.63,7.14,6.94,10.96,11.47,9.93,11.54,11.81,11.63,167,153,120,130,122,129,6.89,6.903333333,10.78666667,11.66,146.6666667,127
G10090_7831,207182,Ggt7,0.68,0.42,0.52,0.31,0.27,0.33,0.98,0.69,0.84,0.55,0.45,0.55,21,13,15,10,6,9,0.54,0.303333333,0.836666667,0.516666667,16.33333333,8.333333333
G10090_28472,15898,Icam5,0.05,0,0.08,0,0,0.06,0.07,0,0.13,0,0,0.1,2,0,3,0,0,2,0.043333333,0.02,0.066666667,0.033333333,1.666666667,0.666666667
G10090_19388,66682,Trappc5,17.93,17.57,18.4,19.41,21.22,18.87,25.83,28.95,29.93,33.78,35.12,31.61,492.96,484.15,453.55,477.36,454.44,439.85,17.96666667,19.83333333,28.23666667,33.50333333,476.8866667,457.2166667
G10090_24704,76652,Actrt3,0,0,0.09,0,0.15,0,0,0,0.14,0,0.25,0,0,0,2,0,3,0,0.03,0.05,0.046666667,0.083333333,0.666666667,1
G10090_29195,15586,Hyal1,5.51,4.41,4.82,3.25,3.77,3.5,7.93,7.27,7.84,5.65,6.24,5.87,163,131,128,86,87,88,4.913333333,3.506666667,7.68,5.92,140.6666667,87
G10090_14807,319998,Tmem198,0.51,0.4,0.3,0.41,0.43,0.28,0.73,0.66,0.49,0.72,0.72,0.47,15,12,8,11,10,7,0.403333333,0.373333333,0.626666667,0.636666667,11.66666667,9.333333333
G10090_29951,232680,Cpa2,0.21,0.07,0,0,0,0.08,0.3,0.11,0,0,0,0.14,3,1,0,0,0,1,0.093333333,0.026666667,0.136666667,0.046666667,1.333333333,0.333333333
G10090_27547,399548,Scn4b,7.72,7.09,7.69,13.02,20.16,12.92,11.12,11.67,12.52,22.65,33.37,21.64,461,425,413,698,939,656,7.5,15.36666667,11.77,25.88666667,433,764.3333333
G10090_500,231861,Tnrc18,7.56,6.66,5.96,6.39,7.09,7.07,10.89,10.97,9.69,11.12,11.74,11.84,1037,949,759,841,794,860,6.726666667,6.85,10.51666667,11.56666667,915,831.6666667
G10090_30951,16506,Kcnd1,0.56,0.67,0.25,0.06,0.19,0.2,0.81,1.1,0.41,0.11,0.32,0.33,30,36,12,3,8,9,0.493333333,0.15,0.773333333,0.253333333,26,6.666666667
G10090_32950,20305,Ccl6,237.75,45.05,6.13,2.51,8.83,3.02,342.47,74.21,9.97,4.37,14.61,5.06,4464,846,103,42,129,48,96.31,4.786666667,142.2166667,8.013333333,1804.333333,73
G10090_10331,234086,Erich1,5.21,4.07,4.83,4.44,5.57,5,7.5,6.71,7.85,7.72,9.22,8.38,114,91,95,88,99,93,4.703333333,5.003333333,7.353333333,8.44,100,93.33333333
G10090_6164,74666,4930432K21Rik,0.33,0.03,0.21,0.28,0.41,0.27,0.48,0.05,0.34,0.49,0.68,0.46,11,1,6,8,10,7,0.19,0.32,0.29,0.543333333,6,8.333333333
G10090_786,20360,Sema6c,0.97,0.52,0.42,0.47,0.71,0.59,1.39,0.86,0.69,0.81,1.17,0.98,50,28,20,22,30,27,0.636666667,0.59,0.98,0.986666667,32.66666667,26.33333333
G10090_17961,76650,Srxn1,64.45,55.77,45.86,45.12,54.18,42.64,92.84,91.87,74.59,78.53,89.66,71.42,2503,2173,1599,1571,1640,1406,55.36,47.31333333,86.43333333,79.87,2091.666667,1539
G10090_30551,239114,Il17d,0.38,0.64,0.5,0.36,0.16,0.23,0.55,1.05,0.81,0.62,0.27,0.38,6,10,7,5,2,3,0.506666667,0.25,0.803333333,0.423333333,7.666666667,3.333333333
G10090_7509,27081,Zfp275,1.3,1.79,1.54,1.29,1.65,1.51,1.87,2.94,2.5,2.24,2.73,2.53,112,152,118,105,111,111,1.543333333,1.483333333,2.436666667,2.5,127.3333333,109
G10090_5008,15218,Foxn1,0.26,0.14,0,0,0,0.03,0.38,0.22,0,0,0,0.04,12,6,0,0,0,1,0.133333333,0.01,0.2,0.013333333,6,0.333333333
G10090_26331,107733,Mrpl41,16.79,19.12,22.08,18.55,20.82,21.92,24.19,31.5,35.91,32.28,34.45,36.72,556.99,636,656.99,551,537.99,616.91,19.33,20.43,30.53333333,34.48333333,616.66,568.6333333
G10090_5109,73344,1700034J05Rik,0,0.02,0,0,0,0.04,0,0.03,0,0,0,0.07,0,1,0,0,0,2,0.006666667,0.013333333,0.01,0.023333333,0.333333333,0.666666667
G10090_4664,22171,Tyms,13.13,8.55,10.1,9.82,11.9,12.08,18.91,14.09,16.43,17.09,19.69,20.23,700.93,457.49,482.71,468.82,493.54,545.99,10.59333333,11.26666667,16.47666667,19.00333333,547.0433333,502.7833333
G10090_18689,20529,Slc31a1,48.26,51.09,61.15,66.47,57.07,66.46,69.52,84.16,99.48,115.68,94.45,111.32,2530,2689,2881,3127,2333,2961,53.5,63.33333333,84.38666667,107.15,2700,2807
G10090_8004,545683,Gm13213,0.42,0.44,0.25,0,0.19,0.09,0.61,0.72,0.4,0,0.31,0.15,6,6,3,0,2,1,0.37,0.093333333,0.576666667,0.153333333,5,1
G10090_11709,16423,Cd47,62.92,30.99,15.47,13.45,17.65,14.72,90.64,51.04,25.17,23.41,29.22,24.66,2243,1161,517,447,512,480,36.46,15.27333333,55.61666667,25.76333333,1307,479.6666667
G10090_14727,232933,Ccdc61,5.56,5.82,4.91,4.93,5.36,4.95,8,9.58,7.98,8.58,8.87,8.3,149,151,119,116,110,113,5.43,5.08,8.52,8.583333333,139.6666667,113
G10090_8525,100043868,Scgb1b30,0,0.08,0,0,0,0,0,0.13,0,0,0,0,0,1,0,0,0,0,0.026666667,0,0.043333333,0,0.333333333,0
G10090_3464,330192,Vps37b,33.02,14.26,10.86,10.62,13.63,11.69,47.57,23.5,17.67,18.49,22.55,19.59,1138,493,336,328,366,342,19.38,11.98,29.58,20.21,655.6666667,345.3333333
G10090_23233,240067,Zfp952,2.33,2.52,2.81,4.03,3.68,3.2,3.35,4.15,4.57,7.01,6.08,5.36,98,109,107,152,120,115,2.553333333,3.636666667,4.023333333,6.15,104.6666667,129
G10090_4564,56874,Rnf32,0.38,0.53,0.65,0.64,0.88,1.08,0.55,0.88,1.05,1.12,1.46,1.8,11,18,19,16,18,22,0.52,0.866666667,0.826666667,1.46,16,18.66666667
G10090_724,192950,Nacad,1.04,0.56,0.96,0.63,1.06,0.99,1.5,0.93,1.57,1.09,1.75,1.65,72,39,60,39,57,58,0.853333333,0.893333333,1.333333333,1.496666667,57,51.33333333
G10090_22832,67128,Ube2g1,15.01,20.22,18.54,19.84,17.69,18.73,21.62,33.31,30.16,34.53,29.28,31.37,807,1092,896,958,742,856,17.92333333,18.75333333,28.36333333,31.72666667,931.6666667,852
G10090_13745,70294,Rnf126,38.05,30.75,26.32,25.42,24.78,29.29,54.81,50.66,42.81,44.24,41.01,49.06,825,667,510,492,417,538,31.70666667,26.49666667,49.42666667,44.77,667.3333333,482.3333333
G10090_10210,94249,Slc24a3,0.57,0.73,0.42,0.42,0.36,0.17,0.83,1.2,0.69,0.73,0.59,0.29,33,40,19,19,16,7,0.573333333,0.316666667,0.906666667,0.536666667,30.66666667,14
G10090_14006,208820,Triqk,2.59,3,2.89,2.22,3,2.46,3.73,4.93,4.7,3.86,4.97,4.12,51,59,51,39,46,41,2.826666667,2.56,4.453333333,4.316666667,53.66666667,42
G10090_30800,14630,Gclm,73.7,89.97,108.1,104.36,67.15,124.74,106.16,148.21,175.85,181.62,111.13,208.94,2067,2529,2719,2619,1467,2966,90.59,98.75,143.4066667,167.23,2438.333333,2350.666667
G10090_9487,27392,Pign,3.82,3.79,2.57,3.01,3.04,2.89,5.5,6.24,4.17,5.24,5.03,4.85,368,362,218,255,223,236,3.393333333,2.98,5.303333333,5.04,316,238
G10090_33347,214579,Aldh5a1,5.78,10.48,14.06,13.24,12.7,14.91,8.32,17.26,22.88,23.04,21.01,24.98,463,844,1014,954,794,1017,10.10666667,13.61666667,16.15333333,23.01,773.6666667,921.6666667
G10090_3046,80297,Sptbn4,0.09,0.06,0.18,0.07,0.15,0.11,0.13,0.1,0.3,0.12,0.25,0.18,6,4,11,4,8,6,0.11,0.11,0.176666667,0.183333333,7,6
G10090_19635,319776,Tmem72,10.74,8.08,14.92,27.13,28.67,26.75,15.48,13.31,24.26,47.21,47.45,44.81,686,494,782,1457,1337,1361,11.24666667,27.51666667,17.68333333,46.49,654,1385
G10090_31662,27280,Phlda3,36.87,12.53,9.47,6.41,6.48,5.04,53.11,20.64,15.41,11.16,10.73,8.45,709,241,163,110,97,82,19.62333333,5.976666667,29.72,10.11333333,371,96.33333333
G10090_5372,27360,Add3,17.26,18.2,27.54,41.07,30.58,33.17,24.86,29.98,44.8,71.47,50.61,55.56,1041,1102,1500,2242,1443,1711,21,34.94,33.21333333,59.21333333,1214.333333,1798.666667
G10090_9629,93734,Mpv17l,24.82,94.36,184.46,230.7,92.87,146.26,35.75,155.43,300.06,401.49,153.68,245,1091.28,4266.95,7516,9043.03,3273.23,5682.93,101.2133333,156.61,163.7466667,266.7233333,4291.41,5999.73
G10090_33971,53382,Txnl1,37.15,35.25,34.53,37.04,30.57,35.01,53.51,58.06,56.18,64.46,50.59,58.65,1305,1242,1089,1166,837,1044,35.64333333,34.20666667,55.91666667,57.9,1212,1015.666667
G10090_10425,101206,Tada3,12.46,14.67,14.17,14.35,15.24,15.63,17.95,24.16,23.05,24.97,25.23,26.18,337,398,347,348,318,362,13.76666667,15.07333333,21.72,25.46,360.6666667,342.6666667
G10090_15669,18294,Ogg1,6.8,7.81,6.8,4.82,7.14,7.51,9.79,12.86,11.07,8.39,11.82,12.58,140,161,123,89,113,129,7.136666667,6.49,11.24,10.93,141.3333333,110.3333333
G10090_24372,233231,Mrgprb1,0.02,0,0,0,0,0,0.02,0,0,0,0,0,1,0,0,0,0,0,0.006666667,0,0.006666667,0,0.333333333,0
G10090_10542,70925,Cdkn2aip,3.45,3.45,4.15,3.99,3.78,3.46,4.97,5.69,6.75,6.94,6.25,5.8,173,177,192,179,151,156,3.683333333,3.743333333,5.803333333,6.33,180.6666667,162
G10090_4986,15587,Hyal2,23.27,29.72,32.09,25.19,33.51,31.5,33.51,48.95,52.2,43.84,55.46,52.77,599,760,752,599,676,701,28.36,30.06666667,44.88666667,50.69,703.6666667,658.6666667
G10090_9545,16617,Klk1b24,1.6,1.52,0.85,2.24,2.31,1.46,2.31,2.5,1.38,3.9,3.82,2.45,17,16,8,21,19,13,1.323333333,2.003333333,2.063333333,3.39,13.66666667,17.66666667
G10090_17885,11836,Araf,35.47,40.83,37.45,32.07,38.8,38.36,51.09,67.26,60.92,55.82,64.21,64.25,1106,1316,1076,920,947,1002,37.91666667,36.41,59.75666667,61.42666667,1166,956.3333333
G10090_22454,17173,Ascl2,0.38,0.02,0.04,0.16,0.07,0.02,0.54,0.03,0.07,0.27,0.12,0.04,9,1,2,3,3,1,0.146666667,0.083333333,0.213333333,0.143333333,4,2.333333333
G10090_11793,71643,Zgrf1,0.43,0.34,0.25,0.25,0.2,0.28,0.62,0.56,0.41,0.44,0.33,0.47,32,27,20,16,14,19,0.34,0.243333333,0.53,0.413333333,26.33333333,16.33333333
G10090_22421,73825,Ppp1r21,23.74,23.66,25.41,21.24,23.19,25.39,34.19,38.97,41.34,36.96,38.38,42.52,937,963,994,827,774,939,24.27,23.27333333,38.16666667,39.28666667,964.6666667,846.6666667
G10090_24149,83679,Pde4dip,9.79,15.45,20.31,29.67,23.53,23.47,14.11,25.45,33.03,51.64,38.94,39.32,922,1449,1696,2527,1691,1893,15.18333333,25.55666667,24.19666667,43.3,1355.666667,2037
G10090_2470,102633420,Gm12223,0.03,0,0,0,0,0,0.05,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0.016666667,0,0.333333333,0
G10090_369,64933,Ap3m2,2.89,2.94,1.55,1.78,2.24,2.83,4.16,4.84,2.52,3.1,3.71,4.73,137,140,66,76,83,114,2.46,2.283333333,3.84,3.846666667,114.3333333,91
G10090_22009,193813,Mcfd2,67.32,109.53,100.96,90.06,76.14,104.54,96.97,180.42,164.23,156.73,126,175.11,1728,2851,2362,2099,1532,2309,92.60333333,90.24666667,147.2066667,152.6133333,2313.666667,1980
G10090_26923,12663,Chml,1.31,1.36,0.72,1.07,0.94,0.66,1.89,2.24,1.16,1.87,1.56,1.11,114,119,56,84,64,49,1.13,0.89,1.763333333,1.513333333,96.33333333,65.66666667
G10090_12698,237523,Ptprq,0,0.01,0.02,0,0,0.01,0,0.02,0.04,0,0,0.01,0,1,3,0,0,1,0.01,0.003333333,0.02,0.003333333,1.333333333,0.333333333
G10090_8965,239102,Zfhx2,1.43,2,1.72,1.85,1.53,2.21,2.06,3.29,2.8,3.22,2.54,3.71,193,280,204,227,157,245,1.716666667,1.863333333,2.716666667,3.156666667,225.6666667,209.6666667
G10090_46,218103,Slc17a2,0.05,0.12,1.45,3.01,0.54,1.37,0.07,0.2,2.37,5.24,0.9,2.29,2,5,63,130,19,56,0.54,1.64,0.88,2.81,23.33333333,68.33333333
G10090_14228,12021,Bard1,0.32,0.18,0.14,0.04,0.17,0.12,0.47,0.3,0.23,0.08,0.27,0.2,25,14,10,3,10,8,0.213333333,0.11,0.333333333,0.183333333,16.33333333,7
G10090_10868,71913,Tmem79,4.13,7.57,3.83,2.31,4.21,3.47,5.95,12.47,6.23,4.01,6.97,5.81,122,236,107,64,101,90,5.176666667,3.33,8.216666667,5.596666667,155,85
G10090_6445,80891,Fcrls,13.22,5.42,0.37,0,0.72,0.04,19.04,8.93,0.61,0,1.19,0.07,378,155,10,0,16,1,6.336666667,0.253333333,9.526666667,0.42,181,5.666666667
G10090_2385,12121,Bicd1,0.98,0.92,1.02,1.34,1.41,1.02,1.41,1.52,1.67,2.32,2.34,1.71,134,128,127,164,152,120,0.973333333,1.256666667,1.533333333,2.123333333,129.6666667,145.3333333
G10090_20303,227154,Stradb,10.42,20.61,20.42,24.14,17.07,27.49,15,33.95,33.22,42.01,28.26,46.04,327.94,650.92,575.96,682.94,417,733.95,17.15,22.9,27.39,38.77,518.2733333,611.2966667
G10090_6846,101490,Inpp5f,14.61,20.06,16.99,14.87,13.13,18.69,21.05,33.04,27.64,25.87,21.73,31.3,695,1000,810,750,535,886,17.22,15.56333333,27.24333333,26.3,835,723.6666667
G10090_23826,15170,Ptpn6,54.05,17.44,13.43,11.83,12.57,12.41,77.86,28.73,21.84,20.59,20.81,20.79,1632,528,364,320,296,318,28.30666667,12.27,42.81,20.73,841.3333333,311.3333333
G10090_30134,320717,Pptc7,10.17,9.71,11.78,18.25,16.96,13.82,14.65,15.99,19.17,31.77,28.07,23.14,661.73,634.28,689.24,1066.85,860.7,764.49,10.55333333,16.34333333,16.60333333,27.66,661.75,897.3466667
G10090_15287,28015,Polr2m,77.91,63.04,97.05,101.75,103.41,113.13,112.23,103.83,157.88,177.07,171.13,189.5,2384,1931,2663,2786,2464,2934,79.33333333,106.0966667,124.6466667,179.2333333,2326,2728
G10090_16409,320910,Itgb8,0.77,1.95,2.1,4.88,2.45,3.67,1.11,3.21,3.41,8.49,4.05,6.15,33,84,81,188,82,134,1.606666667,3.666666667,2.576666667,6.23,66,134.6666667
G10090_28842,15000,H2-DMb2,25.55,90.97,4.05,1.87,3.07,2.23,36.8,149.84,6.58,3.25,5.08,3.73,237.62,840.99,33.43,15.34,22.13,17.38,40.19,2.39,64.40666667,4.02,370.68,18.28333333
G10090_1638,51801,Ramp1,2.47,2.15,0.41,0.32,0.66,0.16,3.56,3.54,0.67,0.55,1.09,0.27,64,62,13,10,18,4,1.676666667,0.38,2.59,0.636666667,46.33333333,10.66666667
G10090_10427,243842,Bicra,3.47,2.88,3.18,2.74,2.71,2.57,5,4.75,5.17,4.77,4.48,4.31,299,251,244,210,184,189,3.176666667,2.673333333,4.973333333,4.52,264.6666667,194.3333333
G10090_8946,216233,Socs2,26.89,47,14.86,3.84,13.37,7.1,38.74,77.41,24.17,6.68,22.13,11.9,840,1449,417,116,328,195,29.58333333,8.103333333,46.77333333,13.57,902,213
G10090_31559,59016,Thap11,15.54,16.56,14.86,14.13,18.19,15.19,22.38,27.27,24.17,24.59,30.1,25.45,385,411,330,313,351,319,15.65333333,15.83666667,24.60666667,26.71333333,375.3333333,327.6666667
G10090_600,140904,Caln1,0,0.03,0,0,0.04,0.04,0,0.05,0,0,0.07,0.06,0,1,0,0,1,2,0.01,0.026666667,0.016666667,0.043333333,0.333333333,1
G10090_9717,229524,Msto1,14.13,17.41,12.34,9.88,14.41,12.32,20.35,28.67,20.08,17.2,23.85,20.63,345.32,426.16,270.39,215.93,274.29,255.08,14.62666667,12.20333333,23.03333333,20.56,347.29,248.4333333
G10090_2454,171286,Slc12a8,0.17,0.34,0.1,0.21,0.11,0.08,0.24,0.55,0.17,0.37,0.17,0.13,5,11,3,6,3,2,0.203333333,0.133333333,0.32,0.223333333,6.333333333,3.666666667
G10090_21531,70335,Reep6,74.11,86.41,103.5,42.59,86.91,59.64,106.75,142.34,168.36,74.12,143.82,99.9,1933,2257,2424,996,1767,1319,88.00666667,63.04666667,139.15,105.9466667,2204.666667,1360.666667
G10090_4361,207958,Alg11,4.02,4.53,4.61,5.29,5.15,5.24,5.79,7.47,7.51,9.21,8.53,8.78,282,317,291,329,282,308,4.386666667,5.226666667,6.923333333,8.84,296.6666667,306.3333333
G10090_11984,277353,Tcfl5,0.1,0,0,0.04,0,0,0.14,0,0,0.06,0,0,3,0,0,1,0,0,0.033333333,0.013333333,0.046666667,0.02,1,0.333333333
G10090_19824,384081,Gm13249,0,0,0,0,0.25,0,0,0,0,0,0.41,0,0,0,0,0,1.01,0,0,0.083333333,0,0.136666667,0,0.336666667
G10090_15572,72722,Fam98a,13.73,17.73,14.34,18.35,15.19,19.13,19.78,29.2,23.33,31.93,25.14,32.04,517,679,498,640,449,632,15.26666667,17.55666667,24.10333333,29.70333333,564.6666667,573.6666667
G10090_22129,77559,Agl,6.39,7.47,9.35,10.63,10.24,11.5,9.21,12.31,15.21,18.5,16.94,19.27,552,641,748,897.99,720,886,7.736666667,10.79,12.24333333,18.23666667,647,834.6633333
G10090_4440,66991,Khdc3,0,0.08,0,0,0,0.09,0,0.13,0,0,0,0.16,0,3,0,0,0,3,0.026666667,0.03,0.043333333,0.053333333,1,1
G10090_1172,67080,1700019D03Rik,0.49,0.33,0.57,0.93,0.66,1.18,0.71,0.54,0.93,1.63,1.1,1.97,14,16,25,33,19,29,0.463333333,0.923333333,0.726666667,1.566666667,18.33333333,27
G10090_10250,170711,Otud7a,0.02,0,0,0,0,0,0.03,0,0,0,0,0,1,0,0,0,0,0,0.006666667,0,0.01,0,0.333333333,0
G10090_7431,11988,Slc7a2,8.83,1.89,0.9,0.68,1.2,0.86,12.72,3.12,1.46,1.18,1.98,1.45,975,210,89,67,103,81,3.873333333,0.913333333,5.766666667,1.536666667,424.6666667,83.66666667
G10090_19397,233879,Asphd1,0,0.03,0.03,0.03,0.04,0,0,0.05,0.06,0.06,0.06,0,0,1,1,1,1,0,0.02,0.023333333,0.036666667,0.04,0.666666667,0.666666667
G10090_19929,333329,Cngb1,0.12,0.08,0.02,0.07,0.33,0.13,0.17,0.13,0.03,0.13,0.55,0.21,6,3,1,2,8,6,0.073333333,0.176666667,0.11,0.296666667,3.333333333,5.333333333
G10090_6485,22066,Trpc4,0.25,0.18,0.02,0.08,0.09,0.12,0.36,0.29,0.04,0.14,0.15,0.21,8,7,1,2,2,5,0.15,0.096666667,0.23,0.166666667,5.333333333,3
