Symbol	Predisone_2_35_norm
2610015P09Rik	9.205019869
2610018G03Rik	7.81572169
2610020H08Rik	8.220988814
2610027K06Rik	6.675400402
2610028H24Rik	6.765598211
2610034B18Rik	10.22370443
2610034M16Rik	6.158609404
2610044O15Rik8	8.545632527
2610203C20Rik	8.18063571
2610203C22Rik	6.750951435
2610301B20Rik	9.706097199
2610306M01Rik	7.987990632
2610318N02Rik	7.213057188
2610507B11Rik	14.37621298
2610507I01Rik	8.043132187
2610528J11Rik	10.99422259
2700029M09Rik	9.352987449
2700046A07Rik	6.794453074
2700046G09Rik	7.090437901
2700049A03Rik	8.80477376
2700054A10Rik	6.973116961
2700060E02Rik	12.12705467
2700062C07Rik	8.843600723
2700081O15Rik	9.228998732
2700089E24Rik	11.8244919
2700094K13Rik	8.447725063
2700097O09Rik	8.00009548
2700099C18Rik	7.147468846
2810001G20Rik	8.078756096
2810002D19Rik	7.611975022
2810004N23Rik	10.14467021
2810006K23Rik	8.728698628
2810008D09Rik	9.417012361
2810013P06Rik	9.85734078
2810021J22Rik	8.524258876
2810025M15Rik	9.562506346
2810029C07Rik	7.891129093
2810032G03Rik	6.090437901
2810047C21Rik1	5.891129093
2810403A07Rik	12.03559851
2810408A11Rik	8.01888464
2810408M09Rik	8.850487109
2810410L24Rik	8.055104828
2810417H13Rik	5.18063571
2810428I15Rik	10.34569496
2810474O19Rik	11.64238338
2900005J15Rik	8.42164381
2900009J06Rik	6.943596513
2900026A02Rik	11.02574555
2900076A07Rik	7.031059354
2900092D14Rik	9.330998445
2900097C17Rik	13.48704268
3000002C10Rik	9.572953133
3010026O09Rik	8.599765964
3110001I22Rik	6.750951435
3110002H16Rik	9.713670419
3110021N24Rik	7.113521514
3110035E14Rik	5.750951435
3110040N11Rik	8.732431347
3110043O21Rik	9.414691049
3110052M02Rik	7.570869819
3110056K07Rik	8.603847141
3110057O12Rik	9.064019553
3110062M04Rik	7.043632948
3110079O15Rik	6.864162046
3110082I17Rik	8.124926278
3110099E03Rik	7.365060281
3632451O06Rik	8.840145164
3830406C13Rik	8.16254188
4430402I18Rik	7.43086234
4632415L05Rik	10.87010431
4632428N05Rik	9.789082111
4632434I11Rik	5.345694957
4732456N10Rik	7.078756096
4732471J01Rik	6.440022339
4732491K20Rik	7.528559014
4831440E17Rik	8.01888464
4833411C07Rik	6.365060281
4833418N02Rik	7.904425916
4833420G17Rik	11.02759116
4833423E24Rik	6.877708577
4833439L19Rik	15.04927281
4921504A21Rik	6.842791083
4921504E06Rik	7.611975022
4921511M17Rik	7.458169686
4921524J17Rik	9.168091854
4921531C22Rik	6.994222586
4930402H24Rik	11.35661992
4930404N11Rik	8.239529399
4930412O13Rik	8.54986952
4930413G21Rik	7.728698628
4930414L22Rik	6.750951435
4930415O20Rik	6.458169686
4930426D05Rik	8.449124546
4930427A07Rik	7.667623051
4930429D17Rik	6.476091594
4930430F08Rik	8.651941429
4930431F12Rik	6.994222586
4930432K21Rik	6.709844053
4930433N12Rik	7.877708577
4930440I19Rik	8.031059354
4930442L01Rik	6.628094687
4930447C04Rik	9.377032923
4930451G09Rik	7.372079198
4930452B06Rik	7.306166592
4930453N24Rik	9.626089551
4930461G14Rik	6.244766048
4930470H14Rik	8.972291946
4930473A02Rik	6.440022339
4930474G06Rik	6.545632527
4930503E14Rik	6.345694957
4930503E24Rik	9.750951435
4930503L19Rik	7.055104828
4930506C21Rik	6.765598211
4930506M07Rik	10.15643997
4930509E16Rik	6.956420553
4930511M06Rik	8.953221668
4930519F09Rik	8.743571905
4930523C07Rik	9.104908384
4930524O08Rik	6.493793596
4930533B01Rik	6.32606615
4930539C22Rik	6.877708577
4930539E08Rik	8.365060281
4930545L23Rik	6.113521514
4930550C14Rik	7.579185087
4930555B11Rik	7.213057188
4930556G01Rik	6.706097199
4930556M19Rik	8.398336436
4930557J02Rik	6.659803547
4930562C15Rik	7.801577508
4930563D23Rik	7.169664593
4930564B18Rik	5.690830443
4930565N06Rik	7.519945883
4930578E11Rik	6.384169104
4930579G24Rik	6.822742118
4930581F22Rik	7.713670419
4930593A02Rik	8.275792943
4930594C11Rik	6.994222586
4930596I21Rik	8.975445379
4931403G20Rik	6.42164381
4931406C07Rik	14.47437118
4931406P16Rik	11.14396971
4931408D14Rik	8.857178737
4931414P19Rik	7.904425916
4931428F04Rik	6.274012869
4931430N09Rik	9.502563805
4931431C16Rik	7.956420553
4932414N04Rik	6.690830443
4932416H05Rik	7.917601304
4932438A13Rik	12.18234244
4933404O12Rik	8.384169104
4933406J08Rik	6.850487109
4933407K13Rik	8.365060281
4933409G03Rik	7.223704432
4933409K07Rik	6.721204092
4933411K20Rik	10.43086234
4933412E12Rik	8.001450123
4933415F23Rik	6.28598871
4933417G07Rik	6.32606615
4933421O10Rik	9.194233314
4933426M11Rik	13.20937897
4933427D14Rik	9.624081625
4933431E20Rik	10.27579294
4933434E20Rik	10.47791409
4933439C10Rik	8.350560712
5031414D18Rik	8.202330781
5031425E22Rik	10.43201053
5031439G07Rik	11.62608955
5330417C22Rik	9.426260438
5330426P16Rik	7.85734078
5430416N02Rik	7.055104828
5430416O09Rik	7.476091594
5430417L22Rik	10.21572637
5430419D17Rik	7.467158469
5430421F17Rik	6.01888464
5430427O19Rik	6.202330781
5430435G22Rik	6.511281022
5530601H04Rik	8.169664593
5730455P16Rik	10.82972855
5730480H06Rik	7.484969745
5730507C01Rik	7.528559014
5730508B09Rik	8.2910597
5730559C18Rik	9.484969745
5830415F09Rik	7.675400402
5830417I10Rik	9.500376246
5830418K08Rik	9.855630412
5830454E08Rik	8.946813226
5830473C10Rik	6.930657457
5930403L14Rik	10.98642843
5930412G12Rik	6.721204092
5930438M14Rik	5.891129093
6030419C18Rik	5.345694957
6030458C11Rik	10.11780887
6330408A02Rik	8.02498484
6330410L21Rik	7.158609404
6330416G13Rik	10.19963667
6330549D23Rik	7.787293282
6430548M08Rik	9.613987008
6430550D23Rik	6.493793596
6430571L13Rik	6.904425916
6430573F11Rik	8.218390632
6530402F18Rik	7.169664593
6720468P15Rik	9.616021855
6820431F20Rik	13.31583972
8030462N17Rik	9.435449609
8430408G22Rik	9.42393735
8430419L09Rik	10.92251122
8430429K09Rik	7.529423555
9030025P20Rik	8.959608831
9030617O03Rik	11.0181203
9030619P08Rik	6.345694957
9030624G23Rik	6.891129093
9030624J02Rik	11.74495844
9130008F23Rik	6.891129093
9130011E15Rik	9.938757956
9130019O22Rik	7.066978929
9130023H24Rik	8.489388416
9130024F11Rik	6.545632527
9130221H12Rik	8.078756096
9130401M01Rik	8.75829341
9230102O04Rik	7.01888464
9230105E05Rik	5.994222586
9230110C19Rik	8.798019689
9230114K14Rik	7.32606615
9330020H09Rik	7.031059354
9330133O14Rik	8.417012361
9330151L19Rik	8.709888778
9430008C03Rik	8.817851261
9430015G10Rik	9.172404735
9430016H08Rik	9.959608831
9430020K01Rik	10.77739019
9430038I01Rik	7.476091594
9430041J12Rik	6.644036231
9430083A17Rik	6.765598211
9430091E24Rik	7.532687564
9530026F06Rik	7.102025876
9530053A07Rik	7.603847141
9530068E07Rik	13.44102069
9530077C05Rik	6.736154433
9530082P21Rik	10.87264352
9630033F20Rik	8.805126575
9830147E19Rik	8.000427736
9930012K11Rik	6.643949117
9930014A18Rik	8.541383054
9930021J03Rik	10.78549777
9930104L06Rik	8.675400402
9930111J21Rik1	7.365060281
A130010J15Rik	9.061015283
A130077B15Rik	11.37225578
A1cf	10.76103705
A230046K03Rik	11.15165664
A230050P20Rik	9.393629434
A2m	9.564601764
A330021E22Rik	8.780097781
A330023F24Rik	10.21705912
A330032B11Rik	7.355410111
A330033J07Rik	8.301148518
A330035P11Rik	8.066978929
A330040F15Rik	6.969131605
A430005L14Rik	9.894382082
A430033K04Rik	8.721204092
A430035B10Rik	7.147468846
A430078G23Rik	7.917601304
A430089I19Rik	7.265524608
A430105I19Rik	9.458169686
A430107P09Rik	7.355410111
A4galt	10.28722242
A4gnt	6.917601304
A530016L24Rik	6.345694957
A530032D15Rik	6.158609404
A530054K11Rik	8.840145164
A630001G21Rik	6.42164381
A630007B06Rik	9.530704286
A630020A06	7.28598871
A630023A22Rik	6.365060281
A630066F11Rik	6.981731642
A630072M18Rik	8.119235166
A630076J17Rik	5.780097781
A630089N07Rik	10.18200125
A730006G06Rik	6.930657457
A730008H23Rik	5.969131605
A730017L22Rik	9.776486527
A730098P11Rik	12.53712103
A830010M20Rik	7.326472124
A830018L16Rik	7.973582044
A830080D01Rik	9.061054095
A930001A20Rik	7.01888464
A930001C03Rik	6.683610343
A930004D18Rik	6.736154433
A930007I19Rik	7.794453074
A930015D03Rik	8.169664593
AA388235	8.260362903
AA414768	6.043132187
AA415398	8.440022339
AA465934	8.981731642
AA467197	5.043132187
AA536875	6.59567321
AA986860	9.943596513
AA987161	9.270667911
Aaas	9.480537499
Aacs	11.89154648
Aadac	12.09696759
Aadat	14.49269356
Aaed1	10.97623266
Aagab	11.29295674
Aak1	12.54813001
Aamdc	9.555994201
Aamp	12.99705928
Aar2	10.38593293
Aars	12.11029761
Aars2	9.293588526
Aarsd1	10.59054088
Aasdh	9.139056607
Aasdhppt	10.38298219
Aass	14.9799664
Aatf	10.27195088
Aatk	7.302768661
AB124611	7.410893275
Abat	14.10621305
Abca1	12.98681914
Abca12	8.207703954
Abca13	13.63409343
Abca14	8.515619958
Abca15	7.611975022
Abca16	7.087429148
Abca17	7.554094106
Abca2	12.03786275
Abca3	14.87648836
Abca4	10.34691293
Abca5	11.15791563
Abca6	8.28598871
Abca7	10.93309239
Abca8a	10.9635843
Abca8b	8.937141491
Abca9	9.618041023
Abcb10	10.7881902
Abcb11	8.92740448
Abcb1a	9.395984855
Abcb1b	11.2163929
Abcb4	7.345694957
Abcb5	8.037108399
Abcb6	10.87855103
Abcb7	11.27898687
Abcb8	11.17926887
Abcb9	9.169664593
Abcc1	11.25388469
Abcc10	10.44499595
Abcc12	10.05956908
Abcc2	12.95522313
Abcc3	11.87981378
Abcc4	12.21934556
Abcc5	10.10291835
Abcc6	11.30303234
Abcc8	7.59567321
Abcc9	8.500327831
Abcd1	10.12634555
Abcd2	7.794453074
Abcd3	13.28058118
Abcd4	11.1185222
Abce1	11.7863958
Abcf1	12.01237479
Abcf2	11.47547805
Abcf3	11.48164684
Abcg1	10.24998376
Abcg2	13.2240359
Abcg3	6.244766048
Abcg4	6.528559014
Abhd1	8.90077001
Abhd10	8.049095848
Abhd11	10.51912916
Abhd11os	5.994222586
Abhd12	11.5280222
Abhd13	10.78277756
Abhd14a	10.36196744
Abhd14b	13.54907603
Abhd15	8.435449609
Abhd16a	12.16587392
Abhd17a	11.31303807
Abhd17b	10.55409411
Abhd17c	12.61829322
Abhd2	10.77648653
Abhd3	11.26165506
Abhd4	12.21705527
Abhd5	10.72308138
Abhd6	10.41352899
Abhd8	9.813961233
Abi1	11.58997591
Abi2	8.390473102
Abi3	8.508382592
Abi3bp	8.599625171
Abl1	11.99199714
Abl2	7.776264472
Ablim1	12.4111807
Ablim2	8.040845289
Ablim3	9.717495034
Abr	11.44754064
Abra	6.365060281
Abracl	10.37822474
Abt1	9.989551146
Abtb1	10.41352899
Abtb2	10.25258555
Acaa1a	12.14537038
Acaa1b	12.4167224
Acaa2	12.92087644
Acaca	10.94279121
Acacb	11.67830613
Acad10	11.63309537
Acad11	13.38223987
Acad12	10.14326886
Acad8	11.59720935
Acad9	11.71367042
Acadl	13.21172074
Acadm	14.45337152
Acads	12.03143816
Acadsb	12.92108089
Acadvl	13.51643206
Acan	7.090437901
Acap1	7.484969745
Acap2	11.57659171
Acap3	10.04463421
Acat1	14.09216388
Acat2	11.36325578
Acat3	10.77105264
Acbd3	10.71744217
Acbd4	12.23064922
Acbd5	12.44172209
Acbd6	10.04773684
Accs	8.916523695
Acd	10.33468663
Ace	11.57388669
Ace2	10.82361064
Ace3	6.736154433
Acer2	10.14822293
Acer3	10.35661992
Ache	6.969131605
Acin1	11.95456416
Ackr2	7.415750853
Ackr3	10.73892972
Acly	12.40551404
Acmsd	12.30428686
Acn9	7.113521514
Acnat1	12.69346594
Acnat2	12.90958688
Aco1	13.68734901
Aco2	14.87248495
Acot1	11.30554029
Acot10	9.419329944
Acot11	11.19963667
Acot12	11.86245975
Acot13	11.46715847
Acot2	9.860755444
Acot3	10.56564833
Acot4	11.21572637
Acot6	7.870951211
Acot7	10.54504358
Acot8	9.572953133
Acot9	10.67248881
Acox1	15.9390956
Acox2	11.42625998
Acox3	13.13782571
Acoxl	7.102025876
Acp1	11.33053432
Acp2	11.28026246
Acp5	10.87444653
Acp6	11.57503344
Acpp	8.95470964
Acrbp	7.345662024
Acsbg1	7.519945883
Acsbg2	6.794453074
Acsf2	10.92659009
Acsf3	10.85477447
Acsl1	14.66335201
Acsl3	10.60431461
Acsl4	12.73188669
Acsl5	12.41381959
Acsl6	8.602372486
Acsm1	10.97544538
Acsm2	14.75050667
Acsm3	5.699674304
Acsm4	6.345694957
Acsm5	11.51453645
Acss1	14.773206
Acss2	11.92373609
Acss3	9.628325637
Acta2	9.158609404
Actb	14.03550409
Actc1	7.28598871
Actg1	15.08634179
Actg2	7.384169104
Actl6a	10.63209662
Actn1	11.85734078
Actn2	7.158609404
Actn3	6.930657457
Actn4	14.17995245
Actr10	11.07508605
Actr1a	12.19524799
Actr1b	12.27771015
Actr2	13.12599087
Actr3	12.78285779
Actr5	8.92414415
Actr6	9.249983757
Actr8	11.00197486
Acvr1	9.587404611
Acvr1b	11.46715847
Acvr1c	4.627738378
Acvr2a	10.78549777
Acvr2b	7.975445379
Acvrl1	10.12736806
Acy1	12.20720028
Acy3	13.35238115
Acyp1	8.607916805
Acyp2	9.352987449
Ada	8.330998445
Adal	9.674757682
Adam10	12.19963667
Adam11	8.36192765
Adam12	7.554094106
Adam15	11.28217514
Adam17	10.82781652
Adam18	7.32606615
Adam19	9.380197997
Adam1a	7.864162046
Adam22	7.913130379
Adam23	8.557140458
Adam28	9.306193949
Adam3	7.476091594
Adam33	8.613589666
Adam7	7.917601304
Adam8	11.01414402
Adam9	12.25873298
Adamdec1	6.136241591
Adamts1	11.4987334
Adamts10	9.87770661
Adamts12	7.090437901
Adamts13	9.846186714
Adamts14	7.078756096
Adamts15	10.21038305
Adamts16	8.435449609
Adamts18	6.345694957
Adamts2	7.201446432
Adamts20	7.38815446
Adamts3	8.675270074
Adamts4	8.426260438
Adamts5	9.210383054
Adamts6	9.136241591
Adamts7	8.130595028
Adamts8	5.917601304
Adamts9	9.221049979
Adamtsl1	8.043132187
Adamtsl2	9.570869819
Adamtsl3	7.528559014
Adamtsl4	8.728698628
Adamtsl5	7.093398969
Adap1	9.605883408
Adap2	9.628094687
Adar	11.39813469
Adarb1	10.11708372
Adarb2	9.081685427
Adat1	8.316150681
Adat2	7.930657457
Adc	9.400684191
Adck1	9.842428833
Adck2	10.10778514
Adck3	13.1035453
Adck4	10.66567215
Adck5	9.640641905
Adcy1	10.23821726
Adcy10	8.234273674
Adcy2	8.515619958
Adcy3	9.017860381
Adcy4	8.671516968
Adcy5	8.515619958
Adcy6	13.3507125
Adcy7	9.74538491
Adcy9	10.22035974
Adcyap1r1	6.410893275
Add1	12.6183451
Add2	6.315292445
Add3	12.05198403
Adgb	7.92414415
Adh1	12.3423402
Adh5	13.14783814
Adh7	7.28598871
Adhfe1	13.11435833
Adi1	12.60943997
Adig	4.528559014
Adipoq	3.458169686
Adipor1	12.98818579
Adipor2	12.2674555
Adk	13.06831345
Adm	9.428563224
Adm2	7.981731642
Adnp	12.43573583
Adnp2	9.566694143
Ado	10.20770395
Adora1	8.596655386
Adora2a	6.644036231
Adora2b	7.675400402
Adora3	6.440022339
Adpgk	9.787293282
Adprh	9.859049122
Adprhl1	8.096243523
Adprhl2	10.10058246
Adprm	9.756461416
Adra1a	9.162594405
Adra1b	6.079480438
Adra2a	7.244766048
Adra2b	13.00236138
Adrb1	6.736154433
Adrb2	7.690830443
Adrb3	2.136241591
Adrbk1	11.98544895
Adrbk2	10.12634486
Adrm1	12.03484298
Adsl	10.45591371
Adss	12.07985529
Adssl1	9.303659737
Adtrp	11.33222561
Aebp1	12.35313802
Aebp2	11.10732724
Aen	9.88776138
Aes	12.39821604
AF251705	7.667623051
Afap1	10.6350908
Afap1l1	10.20098436
Afap1l2	10.7773851
Aff1	12.4830291
Aff2	6.562506346
Aff3	8.223704432
Aff4	12.91780622
Afg3l1	11.14240979
Afg3l2	12.40039093
Afm	10.8271126
Afmid	12.08460882
Aftph	12.42103554
Aga	9.159702335
Agap1	11.97383587
Agap2	7.794453074
Agap3	10.38088433
Agbl2	8.158609404
Agbl3	8.420493486
Agbl4	6.32606615
Agbl5	9.925906926
Ager	6.920461334
Agfg1	10.8581952
Agfg2	10.23065794
Aggf1	11.3371402
Agk	9.700391081
Agl	11.64750009
Agmat	8.946813226
Agmo	9.191524026
Ago1	11.71791295
Ago2	10.78549777
Ago3	8.558306357
Ago4	8.75829341
Agpat1	11.66967847
Agpat2	10.31241474
Agpat3	13.87253781
Agpat4	8.147468846
Agpat5	9.954823768
Agpat6	12.32575732
Agpat9	11.93187544
Agps	11.84962811
Agrn	13.30616659
Agt	12.4785941
Agtpbp1	9.913018158
Agtr1a	10.87095121
Agtrap	12.65931342
Agxt	7.191524026
Agxt2	11.2083742
Ahctf1	11.69418388
Ahcy	14.96685583
Ahcyl1	13.39407137
Ahcyl2	12.81255136
Ahdc1	11.1235056
Ahi1	9.271856829
Ahnak	9.523950463
Ahr	9.265524608
Ahsa1	11.45704214
Ahsa2	8.869781171
AI197445	10.69178936
AI314180	12.60257301
AI314278	12.97091015
AI317395	12.96873608
AI413582	8.850487109
AI414108	6.675400402
AI427809	6.981677096
AI429214	8.124926278
AI450353	6.877708577
AI462493	9.767418647
AI464131	11.46883765
AI467606	7.975445379
AI504432	7.511281022
AI506816	9.234273674
AI507597	7.59567321
AI597479	9.995776377
AI607873	8.724956227
AI661453	10.64205314
AI747448	8.506928998
AI846148	8.30804266
AI848285	6.943596513
AI854703	10.93714149
AI987944	10.43657192
Aida	10.74911009
Aif1	8.066978929
Aif1l	13.05845431
Aifm1	12.37117228
Aifm2	9.437794463
Aifm3	8.623000593
Aig1	9.925775236
Aim1	11.35116778
Aim1l	8.398336436
Aim2	7.765598211
Aimp1	10.91349691
Aimp2	9.592709643
Aip	10.92576395
Airn	6.090437901
Ajuba	10.67733821
AK010878	8.721204092
Ak1	9.875994109
AK129341	9.897792823
Ak2	11.94150211
Ak3	13.15687435
Ak4	13.7351658
Ak5	7.502563805
Ak6	9.543509355
Ak7	8.444580621
Akap1	11.9439311
Akap10	10.44571794
Akap11	11.82011346
Akap12	11.17721619
Akap13	12.28408248
Akap17b	9.01888464
Akap2	13.10352219
Akap5	6.32606615
Akap7	10.60282793
Akap8	12.25063465
Akap8l	11.2904268
Akap9	12.10382812
Akip1	10.06105409
Akirin1	10.51994588
Akirin2	10.54986952
Akna	9.785497768
Akr1a1	16.25882696
Akr1b10	10.12492628
Akr1b3	10.06993225
Akr1b7	5.690830443
Akr1b8	7.721204092
Akr1c12	9.164147588
Akr1c13	10.13342107
Akr1c14	9.498185365
Akr1c18	6.511281022
Akr1c19	11.67297448
Akr1c20	6.808666933
Akr1c21	11.9027705
Akr1cl	4.994222586
Akr1d1	8.694662304
Akr1e1	8.978591934
Akr7a5	13.3689623
Akt1	11.94469748
Akt1s1	10.88477831
Akt2	12.14002033
Akt3	10.12492628
Aktip	12.29516679
Alad	13.53516925
Alas1	12.95494982
Alas2	7.471569716
Alb	7.32606615
Alcam	10.84790856
Aldh16a1	11.43430416
Aldh18a1	7.515561409
Aldh1a1	11.07435092
Aldh1a2	9.778293284
Aldh1a3	7.006606311
Aldh1a7	8.055104828
Aldh1b1	8.904425916
Aldh1l1	15.35355563
Aldh1l2	8.736154433
Aldh2	15.34873798
Aldh3a2	12.61374691
Aldh3b1	10.26552461
Aldh3b2	5.721204092
Aldh4a1	14.32799484
Aldh5a1	11.25128524
Aldh6a1	15.60435648
Aldh7a1	13.78042107
Aldh8a1	13.59682547
Aldh9a1	14.14151525
Aldoa	15.16781785
Aldoart1	11.81440155
Aldoart2	11.25193554
Aldob	18.2336668
Aldoc	9.655877844
Alg1	10.51345212
Alg10b	10.96120033
Alg11	9.748975128
Alg12	8.918346114
Alg13	8.295018559
Alg14	8.301148518
Alg2	10.9322812
Alg3	8.769236788
Alg5	10.88862224
Alg6	9.139056607
Alg8	8.458169686
Alg9	9.322023575
Alk	7.969131605
Alkbh1	8.554094106
Alkbh2	7.265524608
Alkbh3	10.34447595
Alkbh4	8.234273674
Alkbh5	13.80545885
Alkbh6	10.06845634
Alkbh7	8.803526637
Alkbh8	8.32606615
Allc	7.244766048
Alms1	9.355410111
Alms1-ps2	6.877708577
Alox12	8.506928998
Alox12e	6.365060281
Alox15	6.794453074
Alox5	6.32606615
Alox5ap	8.667623051
Alox8	6.969131605
Alpk1	8.541383054
Alpk3	7.006606311
Alpl	14.11225975
Alppl2	7.440022339
Als2	11.0546745
Als2cl	11.34182327
Als2cr11	7.365060281
Als2cr12	8.02498484
Alx3	8.724956227
Alyref	9.945205766
Alyref2	7.412365996
Amacr	11.83407795
Ambn	7.102025876
Ambp	7.877708577
Ambra1	11.32328427
Amd1	10.49269356
Amd2	10.47942731
Amdhd2	11.14186614
Amer1	9.05212097
Amer3	5.864162046
Amfr	13.48317079
Amhr2	7.306166592
Amica1	8.956420553
Amigo3	7.255182664
Ammecr1	7.124926278
Ammecr1l	11.91403537
Amn	12.14781829
Amn1	8.301148518
Amot	10.13892708
Amotl1	10.29485128
Amotl2	12.55092683
Ampd1	7.006606311
