0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	7.90662256837919	7.45578510043674	7.33468395550702	7.35592874710523	7.8410617861505	8.12854646540374	7.51768110146394	6.96473595251325	7.03680408891054	7.18692714954933	6.88553778423189	7.13333550795653	7.21312558744944	7.20311627778675	6.13489415840709	6.45749696556641	7.71507184052524	7.93636167733522	7.34177093391398	7.82907187059393
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	9.10803819811893	8.47890656879989	8.23092632623753	8.62002177438668	9.01555917535298	9.30295140670317	9.06455891357486	6.76875377248522	7.63026056857219	7.44086380703197	6.84480126890381	7.30473379982732	7.16709418398805	7.41647141917817	6.61615552638029	6.87882237876418	8.01731232618738	8.48887213886508	8.03889885111571	8.9277625581529
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	8.1672184738796	7.74636719012786	7.26328859308772	7.77856716949613	8.24103350331211	8.35236441539797	7.70915064059802	7.76735318793038	7.47761112828439	7.65052740495113	7.53899255697325	7.88575147169834	7.92696241101704	7.54145814355393	6.89432525421934	6.87470919866684	8.22016613647699	7.9345038237231	7.82330781168677	7.83927551752498
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	4.16007121044321	3.81230902025863	3.72607379361239	3.7045818345257	4.43850039365052	4.58435071532912	3.76786517677988	3.73919707025295	3.48868583979165	3.62390487120279	3.50868553653137	4.15693297196348	4.04473702682554	3.36771094275909	3.20869459541051	3.75292533822169	3.69657671062186	4.27085443691594	3.53047089750197	3.96456422109396
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	8.96920036851161	8.51311278646124	8.59094091281192	8.51957554040528	9.20887355747092	9.04614791936449	8.45943967551565	6.70276948186282	7.60480571975698	6.18854247346834	5.76740915468989	5.80336340783495	7.11442259266501	6.01546024586363	6.42850687389325	7.03758333345737	7.85460400333529	8.56810958461986	8.54882650172285	8.91696429173649
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.53380983114813	3.96131517814941	3.95796441767387	3.99200537071091	4.69425456666533	4.73224577664157	3.83964267926032	3.762694561989	3.55509346067804	3.78377216323343	3.57751240423767	4.15613050457585	4.57094658938431	3.63547382209561	3.72436520271128	3.87224649679582	4.15181983738587	4.32370786515445	3.70659903825431	3.88337301840806
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	5.75334014977942	4.90529654809072	5.49131168043127	5.75534602860339	7.53331507979265	7.30002011776439	7.41319631248554	7.9757728347125	5.45075024729779	5.00139345964227	4.31355747560433	6.03090905396195	5.52946254371228	4.85310703825967	4.40637058563182	4.49377999553417	5.16182814098438	4.81870396799118	4.53118596516253	6.78623962321761
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	6.02437040219391	5.40330522367041	4.85937809070098	5.36397922842251	6.06497113951569	6.96589166952128	6.14748411747588	5.64322883619058	5.4409506685579	5.19341693103059	4.73652143258242	5.46595647520043	6.05685612571551	4.99640030860251	4.51629877681688	4.64311906280741	5.27154512161573	5.59627302981818	5.06780085959464	5.77941558745835
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	9.39472679150618	9.34777379127554	9.16137130414514	9.85407979593921	9.62510444556155	9.40851654156291	9.07954041157308	8.51496682979766	8.50163394387551	9.12972114219935	9.02942288832394	9.08652622663405	8.95840561346457	9.43575790064547	8.39393777851707	8.32435479819586	9.26511831691454	8.7817577229557	8.14050638366214	8.58479669297759
