0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	8.60997753521528	9.23265513945953	8.82486650903092	8.64215759291053	9.10799523337563	9.01168580106039	8.73615294368534	8.78697267925376	8.89571444343276	8.44235288047721	9.21775766597687	8.89790680370909	9.04619222931016	8.6355539560446
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	8.55597705508465	8.75691114867167	8.76129670609012	8.58625123129496	8.82335052759152	8.92496229716781	8.3593801585461	8.27463337882305	8.73927598460405	8.51301484675608	8.83822716402432	8.74518281798705	8.53242666976001	8.73274388572612
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	8.79798281862461	8.77604483522375	8.44622399665088	8.30450664253729	8.78625497835245	8.47120648038967	8.39469620355867	8.37770133763854	8.71067843672984	8.00911633603601	8.70486974411956	8.53315749742863	8.73323832865087	8.40064258926122
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	4.07493184350481	4.2952999585336	4.16455756203697	4.16354570862702	4.09992489252638	3.93847141495206	3.96981789644795	3.98774486727559	4.27623181762347	3.84986726132443	4.40812754366899	3.7649647892499	4.37736105538996	4.6005415896639
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	9.41893308525245	9.08306290602908	8.82102225149736	9.10353890597358	8.87267436688588	9.1448778720558	8.71903303250683	8.90882762944846	9.09369787061288	9.15765127658683	9.25307245732685	8.91849408327524	9.18119384768671	9.42998239026209
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.45244919182341	4.8363408254105	4.59052315157034	4.55123821829156	4.93933685837718	4.46668187184315	4.5984886839454	4.48036012124696	4.72907529205461	4.37742945145942	4.8202998460639	4.67197301962061	4.6624676540047	4.75862648295445
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	7.63314351173215	8.31118714372434	8.27014159221968	8.31433898760541	7.5791139551572	6.3453467450225	6.45047783373675	6.39840036522932	7.5626709266986	5.98641392441061	6.84802312191471	7.15958469721067	7.31282405485154	6.48027136908169
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	5.68925328764355	6.91263855416888	6.01050909158339	5.57932988368613	6.72680603101211	5.98974645520863	5.77655539514904	5.9735015924546	6.15243298056615	5.46575614033861	6.427710224916	6.29412185725122	5.98718666121126	6.17459788259835
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	9.63879050087568	10.1530226769813	9.67252804728943	9.48922232993555	9.60337216374369	9.92196909592157	9.67358610305316	9.56717457772467	9.9111699662303	9.17784904801564	9.63180503929498	9.68636307294203	9.48984713380763	9.46654754252235
ABHD5	6.80352675802861	6.81602121052091	6.79482328119667	5.63573315658615	5.34221455200701	5.18188605520508	4.98538627565272	5.25619316596088	5.40977284493232	5.2281379413736	5.89421599772866	5.65621784245003	5.17485465052778	5.34322026069778	5.19446869139115	5.18479760739967	4.88214359833182	6.29832259071076	6.56431827207651	6.10431433550285	6.17240217454628	6.55476540895204	6.07898719973277	6.25587559374277	6.07061125767922	6.4053564366166	6.15458572115209	6.36752173322244	6.3947266798689	6.51865117520543	6.33471282299894
ABI2	8.1212104323749	8.25533130755448	8.31808734581701	8.14414862380702	7.52853138721997	7.50495300089043	6.6295015798261	7.78862486653145	7.71726098092919	7.93827540129493	8.14756408078424	8.08572224084541	7.48005997168898	7.52866536932924	7.52463661612763	7.44242920120115	6.81318588684179	7.5549637309461	7.89151542977934	7.60014127876531	7.02414393815032	7.82190579377519	7.75336432739012	7.44016603305638	7.2880634741592	7.70302862344885	6.79833637191565	7.91722551256045	7.7752887592502	7.69393056372727	7.31780907460263
ABO	5.94222195580584	6.66318434586032	6.60707465365118	6.17547540045539	6.28059673263687	5.24426320476585	5.58908615168894	6.18272412360988	5.62351451368485	5.88899632049204	6.35155644379287	5.79820409686925	5.9392134187621	5.58608013410769	5.96696053751998	5.86903517765655	5.45996328487139	6.33802685047908	6.64382130281358	5.90072693121704	5.49909144332334	6.24784933117118	5.83251232122959	5.57257703084732	5.46322091401906	6.35230501973359	5.48509894246963	5.97675875868368	6.0933021735101	5.71127929720646	6.06571338342801
ACADVL	11.3170094686241	11.4392297265887	11.6146480048106	11.1773132940628	10.7838687423668	10.871577233469	10.493438346965	11.2551796249586	11.3735432038208	11.0772737600126	11.4952891939565	11.2426203039852	10.9936500345903	11.0117603774725	10.7147569399691	10.5867177262507	10.7640685331921	11.0735878008145	11.7384846271608	11.3145297906761	11.0526346008953	11.5272250281738	11.3859806578494	10.8614117449083	10.7801779785634	11.5033517250789	10.8773175799182	11.1865743244223	11.1810797564279	11.3655587969083	11.1345388404915
ACBD4	8.24805658284289	8.83058007034732	8.78401882895506	7.63888370667015	7.35811072423488	6.38362167287939	6.70547279544026	7.31384990500093	7.30762953875988	7.12053327059958	7.74128675966416	7.31349955478891	6.89713547719804	7.01090895792856	7.09328467526593	7.09586139154831	6.67386999430313	7.91713510247086	8.54291987371133	8.15224376757144	7.778888726625	8.29007647988378	8.02964802552455	7.87532241482744	7.79784439315646	8.1989662482322	7.50821497332668	8.00669110060727	7.98028780160896	8.22988024927333	7.85597100789612
ACIN1	7.22489538917001	7.87584790784096	7.71462242095247	7.47019375189825	7.05039730885724	6.36095748296459	7.10220353136546	7.38318011090905	7.3853231674843	7.17211683538208	7.31595699064409	7.23572945491234	6.84351513662492	7.16024008881683	6.59776278202629	6.64698961581265	6.15204440327411	7.51047840121552	7.99709751182786	7.40655952805516	7.27949218367234	7.45227233475257	7.44365779946789	7.36924251491866	7.19767892898077	7.70017948938828	6.62184595882065	7.40675831640837	7.65839853289318	7.48814636634767	7.1138853974333
ACO2	11.0030037144914	11.027592472205	11.4711660748068	11.0714266160982	9.98145590102104	9.47946549930493	9.51989241582401	11.0266378843306	10.7915222329548	10.6817262536405	11.0803484783127	10.7035599852212	10.6768333121847	10.1755966011657	10.4245071306783	10.0927619657635	10.298411140913	10.1976122876147	10.9943597422718	10.5450335208407	10.0163278893664	10.7777077654941	10.5271783854369	10.0454658011757	10.0800583738583	10.5953484123744	10.0954018367994	10.3715867162087	10.4048461431109	10.5734360331558	10.0026977854513
ACP2	8.96412232045329	8.97059708729845	9.08848423168247	8.89361551133074	8.8537921466015	8.58363631769051	8.32377658919258	9.42999066816755	8.76459013324916	8.7893060724585	9.54778740910986	9.46392474560466	8.76088572858388	8.34706593898668	8.57416628338125	8.35960490871314	8.43654713922772	8.88271720118103	9.41106926105662	8.89745073610212	9.09008854264995	8.9114090770814	8.83534661114479	9.02932781753304	8.88063852660819	9.22410796916155	8.56708472667902	8.67129598448665	9.30600189969848	9.01184453580672	9.01763076513154
ACP5	9.38273478945161	9.37363217242192	9.77422894775302	8.93803699311163	7.11027905927656	6.32008592260844	7.09925122717429	9.13064459682291	8.44838813594702	8.25318509246759	9.17112359715465	7.89274277161796	8.16912634487245	7.01268920544726	7.35814947437626	7.09317807051219	7.60295532033262	7.86732009587776	9.66421062557552	9.11185371828613	7.43359529875962	8.89009429145077	8.48238294823558	7.77072762368898	7.81090945648369	8.30382364216259	7.13306002398332	7.60264945862432	8.73280820792107	8.62534368775403	8.51425211674315
