0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	8.92824882039077	9.09637614885402	8.88855038004189	8.52207922612696	9.29468407931954	9.44130037170384	9.37895272109934	9.05861435206663	9.51983543910986	9.07973652820912	9.48409299358239	9.15900504356647	9.34764138069138	9.13851743896158	8.79535503827235	9.11130911603827	9.35227628859575	9.06294058233861	8.87163133833186	9.07709006839643	8.48046191613048	9.39039082357302	9.00650591347966	9.38759909676562	9.12160094152147	9.37284924557567	9.10445810012646	8.92635012279773	9.17065846225373	8.97241807848498	8.9040400341982	9.01947699532406	8.68545677857157	9.15131510342274	9.01168580106039	8.8866086535159
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	8.70697587680945	8.72364181970593	8.53913036976372	8.76512062440993	8.93826166713967	9.17835390908063	9.53605514278635	8.14462782287946	8.94530847048435	9.21959345315232	9.30499346750393	9.16916317933476	8.90086001616813	8.43421776409219	8.89359995528071	9.33223498131688	8.83955372161492	8.75404378340332	8.72494080139764	8.66964674550666	8.97110461299619	9.16961141047415	8.2951394062968	9.06267163195397	9.24490579162099	9.4674970649073	8.49175867382841	8.94386547165274	9.36624467355363	8.35149232848849	8.25671492685874	8.49265891330531	7.92598118604318	8.51851380636351	8.32869217955434	8.07445813750638
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	8.84097593681026	8.7791902043815	8.75856550350951	8.65576991012428	9.19432748337191	9.38201081094589	9.03969391695015	8.86226289950275	9.35990222634009	9.09158776479446	9.21696287550109	9.26195826842038	8.99195146351046	9.05436122625723	8.8347840938353	9.19852465047506	8.99201809966652	8.80788305563375	8.98598010643643	8.75856550350951	8.66170992521705	9.38436650986403	8.77279651936546	9.43142461049067	9.05858847299067	9.13163750832615	9.05312467300466	8.6598770262652	9.29743874648698	8.71245100724684	8.68307144291636	8.98045923244874	8.87574874707999	9.15103389251813	8.80788305563375	8.66755908356296
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	4.52819129025672	4.6770897450027	4.4160710790865	4.02158446453147	4.63321530400397	5.26004288536943	5.18007841980091	4.94511844974266	4.90668462846618	4.58445398114171	4.56158881978778	4.68200310153839	5.00024252462	4.64351518596032	4.54049165038824	5.00386352846777	4.59780232338019	4.44938190844769	4.27247246967999	4.31396333329052	3.88904413170765	5.1193059504686	4.90261161101061	4.77639803885507	4.4732999266484	4.48269065775868	4.4936018567246	4.50247570057878	4.84533182320327	4.67980655272623	4.46123494723446	4.63892267683708	4.33407449195273	4.38138331096529	4.43694799489905	4.62977718025863
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	8.78912246046723	8.36911219984679	9.02058997464387	8.75344669501696	9.51787968427997	9.0458241776077	9.43587327316932	8.58735641221365	9.15021446271058	9.58584917267846	9.28199338737856	9.31792120348188	8.43795271446827	9.22175018068453	9.07538811429806	9.40441997507815	9.16552884831052	8.71953802216305	9.14204537047538	8.94666145467088	8.59871451348926	8.97140428066611	8.52335006428718	9.23615380909826	9.50980512725458	9.20523502664328	9.09053019731102	8.99934406887417	9.41761193536626	8.2060757795363	8.38880491546154	8.36274181842049	8.61684700766714	8.52293227274903	8.47786426226427	8.48257488178965
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	5.12075897567607	5.34473670909323	5.15156478164814	4.91680548209686	5.38163936414108	5.89951405282494	5.93934688489246	5.47236444815815	5.73724424591852	5.43189763057349	5.43892065336832	5.50403652749263	5.37498638198632	5.32737072265949	5.15183799943614	5.35752187537201	5.38842054148082	5.06296394802562	4.98507764568658	5.22466740403394	4.90486907368943	5.96947120074523	5.47422565462492	5.46772620779106	5.4387530098207	5.39880399041596	5.20559739947969	5.06910637105074	5.36499196614105	5.2405983754519	5.21806875155494	5.3374570658168	5.2739260142765	5.36724377022043	5.36875278804945	4.86113509147676
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	7.46050906877355	6.31556685979049	6.67152969602509	6.93555707399892	9.05204319036689	8.31042020200597	8.74028282451035	6.81229379025789	9.24312997189847	6.98568008490712	6.96644706220382	7.35317737101039	7.79445479335923	6.67807168546617	6.97308887359704	7.98812125910506	8.46468024767645	7.42594574738287	6.02337620718793	6.52036857068912	6.9590682737898	8.14526078103419	6.69880331827416	9.03966955572175	6.78000283880266	6.69082979178506	6.40245441504741	6.64914365081315	7.8280447423552	7.70598443779437	7.15849444313047	7.47633266997384	6.11758795142839	8.09607393989268	7.02376989284061	6.88549088446498
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	6.7763637602515	6.45723037720331	6.28698227731635	6.10590631785088	6.73245754377124	7.43597990197834	6.6060743826853	6.76581764524445	7.92816930274747	6.83393040507749	6.97775847179966	7.00895476374513	7.64174027793845	6.38247731505604	6.74365709343758	6.84031103051579	7.37633439884035	6.50003410489423	5.8183635881987	5.86159686395852	5.84907441738434	6.96352819261759	6.34547061587776	7.47670968175172	6.42432048530853	6.52223212742249	6.16921321623868	6.43253849164219	6.58653367357406	6.67289435639358	6.35152116556327	7.10196305287434	6.24402425285244	6.95147770139869	6.0799702367315	6.21583184028749
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	10.1557327518144	9.74962811766136	10.4218500834905	10.3840217518848	10.1190120555585	10.2664674823167	10.2015843276554	9.75325230705917	10.106490371153	10.3774119823369	10.6009268199834	10.4331170037868	9.93607377566606	10.1022937821364	9.93701932626065	9.98090563716172	9.81472865943346	10.0288010143725	10.4217805368885	10.1770381199713	10.1891160558885	10.1643458700966	9.65185168947699	9.98915853287888	10.3198896830009	10.5118986148777	10.0320813503106	9.82708239174965	10.0008621694449	9.41979146498668	10.0095673339261	9.6512600603666	10.0541153387029	9.64290808393842	9.83253470946843	9.96154720666297
ABHD5	6.80352675802861	6.81602121052091	6.79482328119667	5.63573315658615	5.34221455200701	5.18188605520508	4.98538627565272	5.25619316596088	5.40977284493232	5.2281379413736	5.89421599772866	5.65621784245003	5.17485465052778	5.34322026069778	5.19446869139115	5.18479760739967	4.88214359833182	7.04738301651129	6.87886098778669	6.72446935521537	6.56940062104136	7.21526903364312	7.35121807307519	7.70247376433329	6.6389975171265	7.59805390576456	7.42349351327412	6.93099929114607	7.15643057954298	7.87875758502363	7.11628520761441	6.85209569745347	7.2573551406501	6.76050507769528	6.32284657877866	6.84389254682432	6.39535941859538	6.3699929240441	7.23223216569746	6.7910071892859	6.98102471262261	6.88860694385361	6.79532405325137	6.6249109191332	6.42454960256803	7.11340092714945	6.14512548075482	6.3687643195145	6.47128231259921	6.24279125975569	6.57630432923283	6.63687678786955	6.08812662771066
ABI2	8.1212104323749	8.25533130755448	8.31808734581701	8.14414862380702	7.52853138721997	7.50495300089043	6.6295015798261	7.78862486653145	7.71726098092919	7.93827540129493	8.14756408078424	8.08572224084541	7.48005997168898	7.52866536932924	7.52463661612763	7.44242920120115	6.81318588684179	7.7664241569974	7.41000462158403	7.7806008373177	7.53511424329905	7.99431213680627	8.44811227319216	8.50960072234938	7.61640553619378	8.17711090855893	8.02916505759821	8.1582436060102	8.15782406105137	8.02546805747395	8.0312032440701	7.56602030489915	8.09873510387751	8.04462975834348	7.78071930600851	7.79966221416886	7.66778128303429	7.6438262923309	8.50996445161661	7.50884960321226	8.19500130316624	8.04883969759967	8.12909557398428	8.02978452739809	7.56602030489915	8.18846235413976	7.78502500460741	7.67384568860605	7.88581173064646	7.86790160898813	7.97864944003959	7.95515021737166	7.58179941677493
ABO	5.94222195580584	6.66318434586032	6.60707465365118	6.17547540045539	6.28059673263687	5.24426320476585	5.58908615168894	6.18272412360988	5.62351451368485	5.88899632049204	6.35155644379287	5.79820409686925	5.9392134187621	5.58608013410769	5.96696053751998	5.86903517765655	5.45996328487139	5.40562684052622	5.82865579183239	5.81956708183215	5.27740522838704	6.45207588362033	6.57543876966128	6.07428434410126	6.09001395512538	6.81683499723288	6.03663472444184	6.21406799089138	6.23760059911803	6.24134998679056	5.73216283796033	5.89032637017471	6.15882803716766	6.17142557564311	5.74561464980287	6.03225143642086	5.84862543320165	5.56876666451203	6.7084699240351	6.18060263342071	6.92603299022177	6.13780920515866	6.19490329805182	5.69201972819054	6.11697538136199	6.23805415952436	5.92203227015479	5.98482827464701	6.26310659819856	6.12875723758921	6.50531793064505	6.90455982995169	5.8541116123021
ACADVL	11.3170094686241	11.4392297265887	11.6146480048106	11.1773132940628	10.7838687423668	10.871577233469	10.493438346965	11.2551796249586	11.3735432038208	11.0772737600126	11.4952891939565	11.2426203039852	10.9936500345903	11.0117603774725	10.7147569399691	10.5867177262507	10.7640685331921	11.3916880828632	11.3247915315381	11.2141275055878	11.4316845154101	11.9067608563009	11.9541364954194	12.0551729471203	11.0514567302326	11.9843517020018	11.2666403431889	11.4076231432191	11.5555076590327	11.9392195072483	11.3366640152373	11.2246126299329	11.7351047059365	11.919378309265	11.3959264478546	11.6068191751796	11.1887900402246	11.4497373024122	11.9316490576885	11.1059185499419	11.9103615273563	11.2345150403907	11.3852512745627	11.3496354993535	11.2340779055841	11.7565216492646	11.3655587969083	11.4561089289093	11.4726495275308	11.3755710621122	11.6942041512405	11.191625495594	11.2441013946843
