0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	8.01829619020773	6.98241748721666	6.80661165311981	7.51450425515623	7.51487186595627	6.79640543330184	8.11795210926224	8.34426462502656	8.21960999530851	7.63522306142945	8.23408431092992	7.70310085762033	6.3803967739369
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	8.83052696428059	6.53856878295886	7.22532177119747	8.410885912698	8.24773012360617	7.00962464833728	9.15426479217173	9.04961343963648	8.25152435250496	8.44515442075162	9.35451408196349	8.61739092925879	6.38556297767279
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	8.39290695964532	7.66239994276548	7.15489176005339	7.8230298060344	7.7986844694642	7.13807662745977	8.39389683495177	8.14818302539404	8.07679941588162	7.92431118899424	8.71114315315658	7.98242450955694	6.60880789204318
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	4.4887760025946	3.69574452497657	3.49382088762226	3.78313596748394	4.15437453642963	3.85125111789523	3.89432683723789	4.49001395438807	3.79330993542698	4.25205563763591	4.61432116601894	3.86707239350691	3.21930605690376
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	8.14285456261677	5.48932193601539	5.90500387232434	7.98918874653592	7.86662985972843	6.50779277656469	8.54329501925138	8.19128499648037	8.38442390127548	8.13856237373787	8.65465630581759	7.8016445395396	6.70478491330509
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.67199071091558	3.88282932915106	3.79701949365433	4.12192433652399	4.21793360799598	4.23834779410316	3.96723180549772	4.59792113659998	4.28708456166035	4.44450574587769	4.91069473883817	4.23473370612184	3.49836269725895
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	7.76825994159393	7.73590541749876	5.2326079699541	5.71688618286256	7.09895104060641	5.19141145074676	6.30667699675689	7.05271583515086	8.01137516526454	6.7991146747159	8.28613422549543	7.38573282863701	5.92060898489899
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	6.24417752053089	6.12705365450803	4.80423802211758	5.34058981750823	6.34759728071099	4.99919326106059	5.51480945492857	7.26119357813799	6.76273342825379	5.87721381301998	7.56595695557284	7.341375564168	4.97712084331578
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	10.0105402886796	8.3140617816561	9.22274358449529	9.51113433367684	9.34693068635439	8.76537894042512	9.6595604520693	9.31696812978454	9.15951345754864	9.52122107500254	9.92537934666426	9.82305379763502	7.75679113794659
