0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	6.85475679927954	6.71102016873647	6.78129383433327	6.80561466961629	8.09507431746447	8.17772789357145	8.3900083652944	8.28423095392965	9.65109326552414	9.39135537119846	9.48387162603119	9.9112400878244	9.70748042994811	9.3739177740221	8.72558862119566	8.30673005632871	8.46124370508806	8.58229291975931
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	7.06043108076903	6.90950088540004	8.54636217943318	7.80675310073171	8.42292109760062	8.54104222850298	8.53821763576261	8.82112674931889	9.50149091235307	9.04974534879022	9.60606638448272	10.0609595928904	9.94813920665528	9.39641933728941	8.64876885913414	8.33277084178661	8.56727370076042	8.79750225892307
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	7.41766254911063	7.73654574452627	7.5408327299127	7.52397454605424	7.95664587573348	8.3569885028601	8.4406304734477	8.50979903205315	9.89667347395157	9.8185214356357	10.0585535811659	10.1005631025182	10.0572817796294	10.1631376990251	8.61539054644603	8.12509025744512	8.35621976229395	8.69442391794169
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	3.65879502191814	3.62610550145921	3.76511541212682	3.8831424037468	4.19272867034873	3.99786015283049	4.43880382025853	4.09086827130195	5.11778888433227	5.25981722118863	5.36541242048236	5.46107357610134	5.46383849886269	5.5364524381683	4.48248340676042	4.09958052667904	4.09058819357844	4.0836715467952
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	7.66734655487321	7.90827115546106	8.54110341196866	8.03972414208549	7.82493285594912	8.3224112324494	8.62686562415649	8.32174197042582	9.06363349992985	8.99254520739231	9.68563430168818	10.302484274563	9.29642665194594	9.43551059160916	8.79731180855319	7.95244714034444	8.5363383357758	8.46474356511978
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.20463406449225	3.80440464204873	4.44377039811259	4.44725246914793	4.94553556630094	4.666562979521	4.84065318087536	5.13243671617717	5.93788086900929	5.77296135609218	6.06568765023145	6.11315275377216	6.10260332147485	6.27190091254841	4.86566847349198	4.71038702056635	4.79767697170856	5.01130754038062
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	4.56477366408837	4.3916586879784	5.38004753569255	5.10304914825892	6.62325227433342	7.05670537059328	7.43683689372451	7.91652111843994	7.39372518214014	7.2511324026083	7.30710371371852	7.9273081943494	8.60408434507554	7.34190916871308	8.0845062735759	7.33424020900304	7.70437475044467	8.80573996227619
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	5.18118320421874	5.10157355397773	5.38416730399777	5.68077483169435	6.69288634526883	6.73752364793928	6.78209836235572	7.35354320714015	7.83341950390914	7.45981976622681	7.47561033639955	7.88256789673994	8.31388299847315	7.62474032868547	6.61653023355402	6.43701645644677	6.41333664231887	6.9777381720171
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	7.1216663648496	6.27687917510074	7.01656296004169	7.24439978568234	8.38027331120174	8.68755329931309	9.1065361303467	8.61297414854733	9.4377936286371	9.64001594133554	10.4348666253353	10.309457009486	9.80549215094448	9.38095478573094	8.78053311982304	8.18209053471421	8.4385980908536	8.57306535276228
