0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	7.73172268195064	7.80974350715806	7.10989533142725	7.77744340519544	7.50959616717829	7.24471863620283	8.22643777776926	7.54783573767269	7.81874778381648	8.08382868137747	8.05358188913947	7.76779626284095	7.21986892533845	7.97674499912813	7.92013081425173	7.95967484731707	7.45525629484852	7.55064756978147	7.22157867977677	6.99649968276335	7.33523943408529	7.31603969799903	6.92340479507179	7.24603590720061	7.50569449973913	6.90269073943227	7.72434397622094	8.20182670696467	7.95399579114888	7.91466982565595	7.88203055669042	7.80741615023049
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	8.50749528554386	8.68405878431058	7.03293182585262	8.49939993635313	6.7319516509737	8.10449124459718	9.08150262945835	7.54041997443626	8.44705483890994	8.54461482672447	8.69544821947254	8.81698384716346	7.90604062294704	8.71894553860628	8.69407028487395	8.89161225119662	6.7061453722501	7.77708538968048	6.81745206147122	7.26334700012048	8.13238952209428	7.12732105205333	6.76343175205742	6.93734723649218	8.09047451810889	6.80494563053973	8.51645873550416	8.56028338412429	8.33652828343586	8.53362121584495	8.28328153084329	8.86217013036294
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	7.35425268895544	7.54888793271745	7.11234841893044	7.43649236115364	7.60999148706344	6.91526888868949	7.87046550489709	7.19537262897156	7.43367670134603	8.09602628664084	7.84708768201539	7.52789651596149	6.91937538245917	7.87030422870465	7.92336409162962	7.90835657287138	7.75632253146284	7.50457662125875	7.2898510017988	6.99648407485982	7.23117633677513	7.59789344000315	7.1126907997576	7.4634380719806	7.36949626257466	6.9273911384428	7.48224104832864	7.64335323706362	7.88131054275904	7.52562163823529	7.45889477467988	7.55128993557327
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	3.7713003266565	4.06008029954485	3.56212889915474	4.02394941704387	3.79608378396318	3.38731049167361	4.68047559579491	3.8144471041277	4.40777021395823	4.3216077520695	4.45239809995225	3.90695090188491	3.72615926656143	4.32945768131299	3.89479740510833	3.88489932414595	4.15285807377714	4.02069056733932	4.15251682160258	4.01132071335455	3.97745709840671	4.02923330987407	3.43869801411847	3.7215251594932	4.15301400373012	3.52332857208422	4.04726841466608	4.08889739791833	4.36413257887077	4.21848659223952	4.07878377723334	4.05923258809369
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	7.87712611349207	7.86247701637896	5.57494846248915	7.43231828903138	6.29448078950692	7.66935364698681	7.75951537971048	6.84133787514046	7.86505284740779	8.42116968336512	8.07644758107098	8.2265715584166	7.01535968203855	7.81454608863601	7.64084230087165	8.19569065608821	5.75822630480068	6.43406199796411	5.48712521029875	6.70844190005402	6.81984942723286	5.90500014366512	6.09343925206016	7.41610403018604	7.38661976442049	6.80588131069823	7.62043918213245	7.57194622626434	6.93580367702902	7.64410614688176	7.60908432383614	7.86279243419988
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.02334579500204	4.51779417137743	3.94135622010468	4.26467925521482	4.13198779819993	3.66341543737778	5.15308733402271	4.00882494897411	4.6188189425883	4.79059840976357	4.81604659399852	4.3345339682799	3.87698212521026	4.6850034150304	4.34614233044096	4.47957840217797	4.86736254393083	4.70103227666617	4.46769214891634	4.40285019583067	4.38362633594447	4.31123064232068	3.97884299473361	4.25610793833917	4.42310563080219	3.52486282767645	4.36347694670087	4.42687656145484	4.93410743205781	4.50261000215385	4.09098717033039	4.30419600533159
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	4.78689160725189	5.90493380069339	6.48499419442743	4.91025636599951	7.45614624108906	4.88056357340883	8.01899093443947	4.70529471349618	5.20088369220258	6.33245139958894	5.69963718685939	6.0412764857811	4.94670990691486	6.91038895305586	7.26541077573131	5.0560079431387	7.89359305865943	6.84147742925217	6.44833837868856	6.19594121224418	5.47877962353178	5.22364717422073	6.65878132275283	5.48817875805704	4.88465079294577	4.59401158760982	4.55624958854235	6.44172763425907	6.87062906739409	5.01516379080021	6.04142854505704	5.97423488907107
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	5.9807714725913	6.44317095995132	5.09642775286349	5.72793703501536	5.71324181476737	5.61161329439018	5.86919325659203	5.2302328230342	5.79175951355775	6.93648485842314	5.76739545519358	6.60376647671075	5.30665172690866	5.9803916618703	7.31463841329312	5.58637865472544	6.89516898614898	6.19954551580686	6.23827002495294	5.30447267339985	5.7627910261406	5.62894794906465	6.60764905780068	5.57137293472337	5.91045814853052	4.70652319044226	5.46827340416043	6.83687239806885	6.11281143308361	5.94170022557014	5.92780024686004	5.73141307314236
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	10.0836084005038	10.0637271867074	9.2599226854536	9.83401682608307	9.47528673127694	9.36220958312215	10.3923043336259	9.99280372118164	10.4025743277085	10.0877240402827	9.39131285346996	9.98946920187311	9.32479340411678	9.76282269049048	10.037572885447	9.48649573340114	8.98878279076904	9.9874612445149	9.68929644550151	9.63348616337046	10.0886108584145	9.29824169674806	8.7102117115188	9.95328897505242	10.0831106223912	9.27847589349983	9.5295299539402	9.22325653094434	8.90628274883844	9.99172909750155	9.85643941609757	10.0252085761112
