0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
AAAS	9.20448539542041	9.23023559200646	9.43893525409909	7.94050514340671	7.86955392483019	7.57319617412226	7.23280692534817	7.99406732802907	7.94908237000552	7.79687069563773	8.09029018543262	7.99732309760328	7.56289398242236	7.71696214812779	7.98240352643448	7.82502238404538	7.31321711522907	6.82003859165534	6.77090264397595	6.77974053295211	6.1735397273305	8.87429729764024	9.55517465049536	9.53897280575775	9.41617703721834	9.12223670821785	9.46467966592386
AACS	8.84084516816663	8.80213904938758	8.93215646771985	8.78674922795455	8.32103617622094	8.16884655753979	7.66791633968911	8.90085830172584	8.544559098713	8.49508502967058	8.84027083988153	9.04713399549717	8.26158386974824	8.49890047297093	8.25458841054146	8.28080833204919	8.13881251501894	8.15795263438045	7.88971109797604	7.10107062206095	7.68712330254986	8.77723355096832	9.83896222050149	9.50379449281795	9.73320550367989	9.35029331151737	9.42335152445925
AATK	8.83077459821524	9.1803059951726	9.0851862993942	7.90681402532511	7.59727149876896	7.31362718320248	7.17221670960083	7.72392527125419	8.05019522318165	7.94726781317489	7.96345049451252	7.57409472748837	7.34926617423763	7.40679862357678	7.25671677286457	7.63278797949566	6.96950911258511	7.91651689641676	7.6615068203456	7.53498583203307	7.21777104735334	9.12651108205884	10.0550744718353	9.72323358220513	9.66616166590209	9.78558422362715	9.87708618000579
ABCA12	4.82231772390541	4.72892752514135	4.86453717457159	4.28185100312831	3.86711359929312	3.81357468069376	3.54951393177323	3.90867384616417	4.20503117853443	3.85048931080662	4.24592989587469	4.42166154697775	3.79486402479531	3.9275229984175	3.84686507636003	3.76357097227144	3.3742708937385	3.681181801047	3.87605945703178	3.82839668920765	3.60934783431192	4.76881310994659	5.28206327942542	5.36944859775382	5.35568741349023	5.10842207382431	5.49216582880423
ABCA3	8.36172969661201	9.2868376157745	8.95591856185312	7.82081713133079	7.57126892207469	7.36600288043928	7.28715645741925	7.38939944400748	7.43527370268373	7.45258978235992	7.95439843342947	7.5867392892709	7.10274157991485	7.93250307940075	7.57774826805798	7.20009864814655	6.98788114172452	7.8767400085271	7.38326458941186	7.57109712996247	7.98108061228409	8.85941149613446	9.78362943613147	9.39767138528845	10.0557379048143	9.83878207703188	9.47961135167019
ABCA6	5.1913355224537	5.81917941664852	6.00203551229662	4.61849139952872	4.1561793802	4.19795932685275	3.77059523732022	4.23109828225737	4.41704236177796	4.42798654221742	4.85779928196498	4.78659802165954	4.08540402601837	4.29688879711832	4.08034425544878	4.04415595065917	3.86677492466587	4.11058420531668	4.04463093306793	4.13183456835592	3.81259065178633	5.29753214113153	5.75661362558151	5.93006588495983	6.04081963497654	5.69200521665488	6.13778200251217
ABCB1	8.60714231338721	7.65709992557006	8.64742669672746	7.46952788971331	5.36700750000705	4.81624136784826	5.07776609224891	7.72182469981033	6.7954149350147	7.14727562665393	7.01742415139588	6.68720100638699	6.595556532261	5.37887099676684	6.35889004618221	6.63489670368311	6.06796600449245	5.07155537907443	4.51953854487236	4.75810376617215	4.54463929315061	6.61070177621255	6.90122530498328	7.24143584511295	7.32174203018142	7.45278835237099	8.12660893040268
ABCC2	7.2322273242409	6.93422336461184	8.06184528708607	7.33659609140583	5.74848622477936	5.26795678441716	4.96562150067744	6.68831997342918	6.53477729218225	6.49364615376755	6.80227675619025	6.69175596896467	6.65574135114973	5.86857229316363	6.26040333299963	5.63528328572645	5.41428970263238	5.30871414402688	4.98812779753196	5.45599655440752	4.90770950616265	6.61335399498408	7.22623462399088	7.37978230095577	7.28052535412814	7.98650439027127	7.50251763394747
ABHD17A	9.4097915690546	9.6013390506014	9.62294002741611	8.99194199488017	8.68850654523503	8.66563821288801	8.52582269246009	9.14408028963913	8.73060170012901	8.86029279280225	9.92029896532558	9.44528218853632	8.98224287229406	9.21307742158163	9.33997891192971	8.67555869869867	9.09729257106173	6.92452716195398	6.70568823487498	7.03822055573052	6.49264966061061	9.59836352786662	10.8969423135257	10.3780009837978	10.31447295953	10.1969626067793	10.2055224267138
