Reporter Identifier	T00247073 normalised intensity	T00247073 quality flag
GE1149329	0.206	EMPTY
GE1149331	0.674	GOOD
GE1149337	0.423	EMPTY
GE1149344	0.207	EMPTY
GE1149345	1.164	GOOD
GE1149349	1.478	GOOD
GE1149351	0.31	EMPTY
GE1149375	0.194	EMPTY
GE1149378	9.569	GOOD
GE1149391	0.189	EMPTY
GE1149404	0.15	EMPTY
GE1149411	8.768	GOOD
GE1149430	0.655	GOOD
GE1149435	2.359	GOOD
GE1149447	0.119	EMPTY
GE1149456	0.284	EMPTY
GE1149463	0.667	GOOD
GE1149470	3.933	GOOD
GE1149471	0.196	EMPTY
GE1149487	0.053	EMPTY
GE1149496	3.728	GOOD
GE1149507	0.265	EMPTY
GE1149509	0.03	EMPTY
GE1149513	0.781	GOOD
GE1149517	0.274	EMPTY
GE1149521	0.502	GOOD
GE1149526	0.166	EMPTY
GE1149531	0.15	EMPTY
GE1149542	-0.005	NEGATIVE
GE1149569	1.276	GOOD
GE1149581	0.149	EMPTY
GE1149601	0.252	EMPTY
GE1149609	0.122	EMPTY
GE1149630	0.629	GOOD
GE1149634	0.137	EMPTY
GE1149652	16.353	GOOD
GE1149660	0.143	EMPTY
GE1149661	0.329	EMPTY
GE1149664	2.086	GOOD
GE1149668	1.795	GOOD
GE1149676	1.588	GOOD
GE1149692	29.253	GOOD
GE1149694	13.791	GOOD
GE1149696	0.174	EMPTY
GE1149698	3.187	GOOD
GE1149732	0.241	EMPTY
GE1149733	0.477	EMPTY
GE1149749	0.503	EMPTY
GE1149759	0.106	EMPTY
GE1149767	0.42	EMPTY
GE1149770	0.259	EMPTY
GE1149774	0.053	EMPTY
GE1149775	0.117	EMPTY
GE1149778	28.954	GOOD
GE1149788	0.44	EMPTY
GE1149801	1.65	GOOD
GE1149809	0.374	EMPTY
GE1149817	0.116	EMPTY
GE1149831	0.158	EMPTY
GE1149839	0.874	GOOD
GE1149851	2.872	GOOD
GE1149854	0.3	EMPTY
GE1149863	-0.128	NEGATIVE
GE1149864	1.067	GOOD
GE1149867	0.134	EMPTY
GE1149898	3.591	GOOD
GE1149902	0.653	GOOD
GE1149911	1.588	GOOD
GE1149915	1.058	GOOD
GE1149930	0.14	EMPTY
GE1149938	0.793	GOOD
GE1149940	3.067	GOOD
GE1149953	0.181	EMPTY
GE1149955	0.338	EMPTY
GE1149975	10.357	GOOD
GE1149977	0.225	EMPTY
GE1149989	-0.011	NEGATIVE
GE1149997	2.722	GOOD
GE1149998	0.225	EMPTY
GE1150018	0.311	EMPTY
GE1150020	0.543	GOOD
GE1150024	0.251	EMPTY
GE1150026	106.698	GOOD
GE1150046	0.811	GOOD
GE1150047	0.17	EMPTY
GE1150073	1.55	POOR
GE1150094	6.744	GOOD
GE1150095	0.661	GOOD
GE1150103	0.411	EMPTY
GE1150112	4.063	GOOD
GE1150116	6.019	GOOD
GE1150127	5.996	GOOD
GE1150138	0.367	EMPTY
GE1150155	0.22	EMPTY
GE1150167	0.341	EMPTY
GE1150170	8.413	GOOD
GE1150172	0.839	GOOD
GE1150182	0.758	GOOD
GE1150187	2.437	GOOD
GE1150195	2.199	GOOD
GE1150202	4.303	GOOD
GE1150203	0.258	EMPTY
GE1150205	0.141	EMPTY
GE1150220	0.196	EMPTY
GE1150228	0.953	GOOD
GE1150260	2.651	GOOD
GE1150266	0.101	EMPTY
GE1150269	56.368	GOOD
GE1150270	0.136	EMPTY
GE1150275	2.603	GOOD
GE1150288	2.914	GOOD
GE1150292	0.195	EMPTY
GE1150300	0.43	EMPTY
GE1150309	1.739	GOOD
GE1150323	19.856	GOOD
GE1150330	2.914	GOOD
GE1150331	2.703	GOOD
GE1150337	0.232	EMPTY
GE1150359	0.204	EMPTY
GE1150363	0.092	EMPTY
GE1150370	1.454	GOOD
GE1150386	5.969	GOOD
GE1150391	0.678	GOOD
GE1150406	1.191	GOOD
GE1150407	0.64	GOOD
GE1150453	1.617	GOOD
GE1150465	0.148	EMPTY
GE1150470	1.981	GOOD
GE1150474	2.872	GOOD
GE1150481	0.278	EMPTY
GE1150486	0.177	EMPTY
GE1150499	0.046	EMPTY
GE1150510	0.438	EMPTY
GE1150517	0.131	EMPTY
GE1150523	3.989	GOOD
GE1150529	0.38	EMPTY
GE1150542	0.076	EMPTY
GE1150543	4.92	GOOD
GE1150574	0.145	EMPTY
GE1150575	16.361	GOOD
GE1150582	0.095	EMPTY
GE1150595	2.038	GOOD
GE1150596	0.145	EMPTY
GE1150602	0.184	EMPTY
GE1150626	0.253	EMPTY
GE1150636	0.02	EMPTY
GE1150638	0.148	EMPTY
GE1150639	0.17	EMPTY
GE1150641	2.43	POOR
GE1150654	0.179	EMPTY
GE1150659	0.052	EMPTY
GE1150662	2.545	GOOD
GE1150665	0.925	GOOD
GE1150680	0.486	EMPTY
GE1150684	0.581	GOOD
GE1150686	0.21	EMPTY
GE1150692	0.405	EMPTY
GE1150701	1.597	GOOD
GE1150705	0.833	GOOD
GE1150710	0.179	EMPTY
GE1150719	0.234	EMPTY
GE1150729	0.743	GOOD
GE1150736	0.167	EMPTY
GE1150744	0.504	EMPTY
GE1150762	2.973	GOOD
GE1150766	0.038	EMPTY
GE1150768	0.55	GOOD
GE1150772	17.762	GOOD
GE1150782	0.165	EMPTY
GE1150806	3.36	GOOD
GE1150807	13.914	GOOD
GE1150808	0.566	GOOD
GE1150809	1.2	GOOD
GE1150822	0.839	GOOD
GE1150828	28.488	GOOD
GE1150839	0.398	EMPTY
GE1150880	0.537	GOOD
GE1150887	0.08	EMPTY
GE1150890	0.24	EMPTY
GE1150903	12.783	GOOD
GE1150911	0.201	EMPTY
GE1150916	8.222	GOOD
GE1150920	0.085	EMPTY
GE1150923	4.842	GOOD
GE1150926	0.352	EMPTY
GE1150935	0.803	GOOD
GE1150946	6.068	GOOD
GE1150957	1.035	GOOD
GE1150965	0.091	EMPTY
GE1150966	0.003	EMPTY
GE1150970	0.972	GOOD
GE1150971	0.06	EMPTY
GE1150978	0.197	EMPTY
GE1150980	0.219	EMPTY
GE1151000	4.538	GOOD
GE1151005	2.18	GOOD
GE1151010	2.844	GOOD
GE1151018	0.47	EMPTY
GE1151027	14.332	GOOD
GE1151033	0.637	GOOD
GE1151035	0.878	GOOD
GE1151044	0.641	GOOD
GE1151059	0.168	EMPTY
GE1151063	0.142	EMPTY
GE1151078	26.285	GOOD
GE1151100	0.147	EMPTY
GE1151103	7.656	GOOD
GE1151104	6.885	GOOD
GE1151117	1.931	GOOD
GE1151129	14.701	GOOD
GE1151146	NA	MSR
GE1151151	0.297	EMPTY
GE1151153	0.163	EMPTY
GE1151160	0.234	EMPTY
GE1151165	0.127	EMPTY
GE1151167	0.095	EMPTY
GE1151175	2.071	GOOD
GE1151180	0.355	EMPTY
GE1151183	0.056	EMPTY
GE1151190	1.802	GOOD
GE1151193	0.388	EMPTY
GE1151202	1.711	GOOD
GE1151210	0.266	EMPTY
GE1151219	0.245	EMPTY
GE1151235	25.655	GOOD
GE1151246	0.075	EMPTY
GE1151259	0.194	EMPTY
GE1151282	4.832	GOOD
GE1151285	1.314	GOOD
GE1151291	44.888	GOOD
GE1151302	17.771	GOOD
GE1151313	0.429	EMPTY
GE1151314	0.067	EMPTY
GE1151318	2.796	GOOD
GE1151323	0.307	EMPTY
GE1151339	3.311	GOOD
GE1151346	9.407	GOOD
GE1151347	0.185	EMPTY
GE1151350	0.519	GOOD
GE1151361	9.934	GOOD
GE1151380	1.043	GOOD
GE1151391	4.899	GOOD
GE1151396	0.173	EMPTY
GE1151413	8.113	GOOD
GE1151420	0.777	GOOD
GE1151426	0.077	EMPTY
GE1151427	0.057	EMPTY
GE1151438	14.964	GOOD
GE1151442	3.68	GOOD
GE1151450	-0.007	NEGATIVE
GE1151453	7.697	GOOD
GE1151461	0.785	GOOD
GE1151465	0.165	EMPTY
GE1151487	1.624	GOOD
GE1151491	0.994	GOOD
GE1151495	4.383	GOOD
GE1151517	0.264	EMPTY
GE1151522	0.114	EMPTY
GE1151524	0.281	EMPTY
GE1151547	2.016	GOOD
GE1151548	0.242	EMPTY
GE1151564	0.229	EMPTY
GE1151569	0.434	EMPTY
GE1151576	0.096	EMPTY
GE1151583	0.14	EMPTY
GE1151590	-0.018	NEGATIVE
GE1151600	0.561	EMPTY
GE1151617	46.233	GOOD
GE1151627	9.634	GOOD
GE1151628	0.914	GOOD
GE1151630	0.177	EMPTY
GE1151643	2.951	GOOD
GE1151668	3.854	GOOD
GE1151676	0.267	EMPTY
GE1151679	2.001	GOOD
GE1151688	0.185	EMPTY
GE1151690	0.237	EMPTY
GE1151695	17.337	GOOD
GE1151706	9.42	GOOD
GE1151711	0.11	EMPTY
GE1151713	1.031	GOOD
GE1151721	0.214	EMPTY
GE1151735	0.123	EMPTY
GE1151747	0.202	EMPTY
GE1151754	0.179	EMPTY
GE1151760	7.872	GOOD
GE1151776	3.874	GOOD
GE1151777	0.384	EMPTY
GE1151779	0.175	EMPTY
GE1151787	6.64	GOOD
GE1151794	0.692	GOOD
GE1151801	0.554	EMPTY
GE1151809	0.442	EMPTY
GE1151819	1.636	GOOD
GE1151825	2.054	GOOD
GE1151841	4.504	GOOD
GE1151848	4.756	POOR
GE1151857	1.849	GOOD
GE1151863	5.044	GOOD
GE1151866	0.387	EMPTY
GE1151879	0.029	EMPTY
GE1151880	0.331	EMPTY
GE1151884	1.572	GOOD
GE1151898	0.069	EMPTY
GE1151899	5.843	GOOD
GE1151903	3.941	GOOD
GE1151909	3.827	GOOD
GE1151912	2.929	GOOD
GE1151920	7.169	GOOD
GE1151921	22.285	GOOD
GE1151933	0.035	EMPTY
GE1151952	1.63	GOOD
GE1151959	-0.014	NEGATIVE
GE1151964	11.793	GOOD
GE1151966	0.223	EMPTY
GE1151969	7.568	GOOD
GE1152000	0.238	EMPTY
GE1152009	0.027	EMPTY
GE1152017	0.249	EMPTY
GE1152032	0.284	EMPTY
GE1152048	0.004	EMPTY
GE1152056	0.231	EMPTY
GE1152067	41.79	GOOD
GE1152075	1.746	GOOD
GE1152078	0.182	EMPTY
GE1152080	0.303	EMPTY
GE1152085	0.232	EMPTY
GE1152093	1.221	GOOD
GE1152095	2.002	GOOD
GE1152114	0.628	GOOD
GE1152115	17.741	GOOD
GE1152116	0.265	EMPTY
GE1152117	0.211	EMPTY
GE1152128	1.197	GOOD
GE1152139	1.012	GOOD
GE1152142	462.661	GOOD
GE1152151	0.181	EMPTY
GE1152195	0.141	EMPTY
GE1152196	1.589	GOOD
GE1152199	3.006	GOOD
GE1152216	5.676	GOOD
GE1152218	7.475	GOOD
GE1152224	0.383	EMPTY
GE1152228	11.809	GOOD
GE1152245	0.191	EMPTY
GE1152246	0.372	EMPTY
GE1152251	0.747	GOOD
GE1152254	0.206	EMPTY
GE1152259	24.46	GOOD
GE1152267	2.936	GOOD
GE1152297	0.128	EMPTY
GE1152311	36.73	GOOD
GE1152313	0.517	EMPTY
GE1152325	0.239	EMPTY
GE1152326	0.159	EMPTY
GE1152328	0.247	EMPTY
GE1152336	0.122	EMPTY
GE1152351	2.664	GOOD
GE1152353	0.952	GOOD
GE1152354	21.645	GOOD
GE1152356	0.176	EMPTY
GE1152368	0.34	EMPTY
GE1152370	4.481	GOOD
GE1152387	0.386	EMPTY
GE1152391	0.111	EMPTY
GE1152399	2.141	GOOD
GE1152408	0.353	EMPTY
GE1152424	0.265	EMPTY
GE1152426	2.089	GOOD
GE1152471	0.369	EMPTY
GE1152484	3.741	GOOD
GE1152494	2.533	GOOD
GE1152498	17.099	GOOD
GE1152507	0.207	EMPTY
GE1152510	0.445	EMPTY
GE1152529	0.245	EMPTY
GE1152536	0.147	EMPTY
GE1152537	2.428	GOOD
GE1152549	-0.011	NEGATIVE
GE1152550	4.149	GOOD
GE1152555	24.863	GOOD
GE1152559	0.25	EMPTY
GE1152564	0.553	EMPTY
GE1152585	0.116	EMPTY
GE1152599	8.328	GOOD
GE1152603	1.139	POOR
GE1152605	0.823	GOOD
GE1152612	0.252	EMPTY
GE1152614	1.676	GOOD
GE1152616	4.179	GOOD
GE1152621	0.143	EMPTY
GE1152624	0.665	GOOD
GE1152654	0.189	EMPTY
GE1152657	2.02	GOOD
GE1152663	0.317	EMPTY
GE1152665	0.789	GOOD
GE1152666	1.729	GOOD
GE1152669	0.606	GOOD
GE1152691	1.848	GOOD
GE1152692	0.172	EMPTY
GE1152694	4.876	GOOD
GE1152718	0.246	EMPTY
GE1152725	0.836	GOOD
GE1152737	0.175	EMPTY
GE1152747	3.839	GOOD
GE1152753	0.081	EMPTY
GE1152764	5.83	GOOD
GE1152784	0.871	GOOD
GE1152795	12.246	GOOD
GE1152796	1.462	GOOD
GE1152820	0.304	EMPTY
GE1152856	0.173	EMPTY
GE1152872	1.652	GOOD
GE1152889	0.177	EMPTY
GE1152911	5.341	GOOD
GE1152915	0.521	EMPTY
GE1152923	10.504	GOOD
GE1152931	1.516	GOOD
GE1152933	0.145	EMPTY
GE1152939	2.177	GOOD
GE1152945	0.066	EMPTY
GE1152951	0.702	GOOD
GE1152953	1.116	GOOD
GE1152954	3.967	GOOD
GE1152978	0.155	EMPTY
GE1152987	0.237	EMPTY
GE1152992	0.225	EMPTY
GE1152996	35.852	GOOD
GE1153012	7.205	GOOD
GE1153020	3.245	GOOD
GE1153025	0.377	EMPTY
GE1153026	4.174	GOOD
GE1153031	16.451	GOOD
GE1153040	1.273	GOOD
GE1153055	0.689	GOOD
GE1153064	1.561	GOOD
GE1153066	NA	MSR
GE1153080	0.108	EMPTY
GE1153102	0.136	EMPTY
GE1153110	3.746	GOOD
GE1153126	0.173	EMPTY
GE1153129	1.673	GOOD
GE1153145	7.267	GOOD
GE1153152	0.4	EMPTY
GE1153153	19.192	GOOD
GE1153172	0.168	EMPTY
GE1153173	0.228	EMPTY
GE1153175	0.318	EMPTY
GE1153181	6.668	GOOD
GE1153190	10.437	GOOD
GE1153194	0.133	EMPTY
GE1153206	0.793	GOOD
GE1153217	6.267	GOOD
GE1153222	0.918	GOOD
GE1153228	1.198	GOOD
GE1153244	16.928	GOOD
GE1153245	0.32	EMPTY
GE1153260	0.366	EMPTY
GE1153279	0.413	EMPTY
GE1153287	4.765	GOOD
GE1153296	1.753	GOOD
GE1153306	0.105	EMPTY
GE1153313	0.833	GOOD
GE1153317	0.995	GOOD
GE1153328	0.165	EMPTY
GE1153347	0.312	EMPTY
GE1153349	3.166	GOOD
GE1153378	8.002	GOOD
GE1153384	0.139	EMPTY
GE1153386	0.267	EMPTY
GE1153388	2.126	GOOD
GE1153393	4.195	GOOD
GE1153410	8.886	GOOD
GE1153440	1.607	GOOD
GE1153447	0.053	EMPTY
GE1153451	6.34	GOOD
GE1153455	1.307	GOOD
GE1153467	3.096	GOOD
GE1153469	0.91	GOOD
GE1153496	2.427	GOOD
GE1153498	3.011	GOOD
GE1153499	0.694	GOOD
GE1153506	0.623	GOOD
GE1153520	19.713	GOOD
GE1153529	0.272	EMPTY
GE1153534	0.864	GOOD
GE1153539	13.009	GOOD
GE1153543	0.199	EMPTY
GE1153551	0.225	EMPTY
GE1153568	0.421	EMPTY
GE1153574	2.222	GOOD
GE1153576	0.019	EMPTY
GE1153578	0.599	GOOD
GE1153598	36.754	GOOD
GE1153601	0.611	GOOD
GE1153618	0.032	EMPTY
GE1153619	0.255	EMPTY
GE1153632	0.76	GOOD
GE1153635	0.137	EMPTY
GE1153645	14.097	GOOD
GE1153648	0.239	EMPTY
GE1153669	0.685	GOOD
GE1153670	0.37	EMPTY
GE1153672	0.724	GOOD
GE1153679	1.687	GOOD
GE1153697	0.282	EMPTY
GE1153700	8.745	GOOD
GE1153710	0.133	EMPTY
GE1153716	0.602	GOOD
GE1153726	0.107	EMPTY
GE1153740	2.404	GOOD
GE1153746	0.767	GOOD
GE1153752	1.57	GOOD
GE1153753	0.279	EMPTY
GE1153757	7.876	GOOD
GE1153765	0.475	EMPTY
GE1153782	0.173	EMPTY
GE1153787	0.133	EMPTY
GE1153793	-0.024	NEGATIVE
GE1153794	0.799	GOOD
GE1153798	10.892	GOOD
GE1153802	166.597	GOOD
GE1153809	0.057	EMPTY
GE1153815	0.051	EMPTY
GE1153848	0.094	EMPTY
GE1153852	8.436	GOOD
GE1153860	1.714	GOOD
GE1153861	1.346	GOOD
GE1153880	1.596	GOOD
GE1153881	0.208	EMPTY
GE1153883	0.52	GOOD
GE1153905	0.56	EMPTY
GE1153917	0.811	GOOD
GE1153942	1.075	GOOD
GE1153969	0.187	EMPTY
GE1153983	0.203	EMPTY
GE1154004	7.195	GOOD
GE1154006	0.33	EMPTY
GE1154008	0.221	EMPTY
GE1154013	0.567	GOOD
GE1154020	0.993	GOOD
GE1154032	0.397	EMPTY
GE1154035	0.804	GOOD
GE1154048	2.993	GOOD
GE1154059	2.361	GOOD
GE1154067	0.114	EMPTY
GE1154083	0.544	GOOD
GE1154098	2.471	GOOD
GE1154102	0.193	EMPTY
GE1154118	2.472	GOOD
GE1154125	0.076	EMPTY
GE1154130	0.236	EMPTY
GE1154140	7.935	GOOD
GE1154148	2.644	GOOD
GE1154151	14.91	GOOD
GE1154155	4.015	GOOD
GE1154156	0.42	EMPTY
GE1154157	28.02	GOOD
GE1154161	0.292	EMPTY
GE1154164	1.438	POOR
GE1154167	3.27	GOOD
GE1154171	7.359	GOOD
GE1154178	0.153	EMPTY
GE1154181	0.346	EMPTY
GE1154190	1.399	GOOD
GE1154194	3.08	GOOD
GE1154199	4.179	GOOD
GE1154207	2.207	GOOD
GE1154209	0.971	GOOD
GE1154212	7.131	GOOD
GE1154219	-0.007	NEGATIVE
GE1154223	0.048	EMPTY
GE1154241	2.473	GOOD
GE1154248	0.068	EMPTY
GE1154256	0.166	EMPTY
GE1154285	14.126	GOOD
GE1154294	0.814	GOOD
GE1154302	1.724	GOOD
GE1154308	0.232	EMPTY
GE1154339	6.845	GOOD
GE1154357	2.321	GOOD
GE1154359	76.741	GOOD
GE1154364	1.411	GOOD
GE1154377	2.021	GOOD
GE1154391	1.013	GOOD
GE1154392	3.749	GOOD
GE1154421	0.357	EMPTY
GE1154429	0.126	EMPTY
GE1154443	0.97	GOOD
GE1154444	8.908	GOOD
GE1154462	0.353	EMPTY
GE1154465	0.183	EMPTY
GE1154475	0.192	EMPTY
GE1154478	1.487	POOR
GE1154482	0.033	EMPTY
GE1154495	0.225	EMPTY
GE1154496	0.434	EMPTY
GE1154500	16.612	GOOD
GE1154502	5.473	GOOD
GE1154505	5.449	GOOD
GE1154506	1.701	GOOD
GE1154518	0.187	EMPTY
GE1154528	0.271	EMPTY
GE1154530	22.831	GOOD
GE1154552	11.359	GOOD
GE1154563	5.23	GOOD
GE1154577	0.181	EMPTY
GE1154585	1.311	GOOD
GE1154587	0.888	GOOD
GE1154598	0.229	EMPTY
GE1154601	0.058	EMPTY
GE1154607	4.166	GOOD
GE1154612	1.857	GOOD
GE1154620	0.26	EMPTY
GE1154636	3.827	GOOD
GE1154646	0.169	EMPTY
GE1154650	0.72	GOOD
GE1154659	3.764	GOOD
GE1154668	0.356	EMPTY
GE1154675	0.548	GOOD
GE1154676	0.304	EMPTY
GE1154678	0.145	EMPTY
GE1154679	3.258	GOOD
GE1154692	3.073	GOOD
GE1154698	0.896	GOOD
GE1154706	NA	MSR
GE1154707	0.208	EMPTY
GE1154711	0.289	EMPTY
GE1154712	0.566	GOOD
GE1154734	0.168	EMPTY
GE1154756	0.146	EMPTY
GE1154759	6.481	GOOD
GE1154763	0.122	EMPTY
GE1154789	1.654	POOR
GE1154794	1.633	GOOD
GE1154818	0.024	EMPTY
GE1154825	2.875	GOOD
GE1154839	0.231	EMPTY
GE1154848	0.179	EMPTY
GE1154849	0.049	EMPTY
GE1154854	17.048	GOOD
GE1154858	1.553	GOOD
GE1154879	43.922	GOOD
GE1154880	0.201	EMPTY
GE1154881	0.283	EMPTY
GE1154905	0.048	EMPTY
GE1154908	0.168	EMPTY
GE1154909	0.905	GOOD
GE1154943	NA	MSR
GE1154953	0.295	EMPTY
GE1154961	0.515	GOOD
GE1154971	4.009	GOOD
GE1154994	0.186	EMPTY
GE1155004	0.083	EMPTY
GE1155007	0.175	EMPTY
GE1155018	24.244	GOOD
GE1155019	1.053	GOOD
GE1155029	0.812	GOOD
GE1155036	1.855	GOOD
GE1155044	1.642	GOOD
GE1155050	1.38	GOOD
GE1155051	0.211	EMPTY
GE1155055	0.236	EMPTY
GE1155082	0.591	GOOD
GE1155085	NA	MSR
GE1155086	1.117	GOOD
GE1155092	1.974	GOOD
GE1155103	1.361	GOOD
GE1155107	0.057	EMPTY
GE1155118	6.176	GOOD
GE1155131	2.007	GOOD
GE1155137	0.208	EMPTY
GE1155142	0.337	EMPTY
GE1155158	9.107	GOOD
GE1155183	0.08	EMPTY
GE1155184	0.506	EMPTY
GE1155192	0.058	EMPTY
GE1155210	17.648	GOOD
GE1155217	0.31	EMPTY
GE1155221	2.419	GOOD
GE1155227	7.339	GOOD
GE1155232	0.24	EMPTY
GE1155236	0.285	EMPTY
GE1155245	1.305	GOOD
GE1155254	0.016	EMPTY
GE1155258	0.075	EMPTY
GE1155263	0.279	EMPTY
GE1155283	0.146	EMPTY
GE1155296	0.473	EMPTY
GE1155304	0.232	EMPTY
GE1155308	0.127	EMPTY
GE1155309	18.891	GOOD
GE1155319	0.578	EMPTY
GE1155324	3.411	GOOD
GE1155338	1.836	GOOD
GE1155351	0.223	EMPTY
GE1155364	0.19	EMPTY
GE1155367	1.48	GOOD
GE1155387	12.112	GOOD
GE1155394	0.488	EMPTY
GE1155399	2.031	GOOD
GE1155407	0.08	EMPTY
GE1155408	0.381	EMPTY
GE1155421	0.161	EMPTY
GE1155428	0.838	GOOD
GE1155433	1.982	GOOD
GE1155435	0.739	GOOD
GE1155436	17.033	GOOD
GE1155443	0.422	EMPTY
GE1155476	2.944	GOOD
GE1155484	0.515	EMPTY
GE1155495	9.422	GOOD
GE1155497	4.6	GOOD
GE1155500	0.199	EMPTY
GE1155503	0.165	EMPTY
GE1155512	6.264	GOOD
GE1155532	0.254	EMPTY
GE1155538	0.157	EMPTY
GE1155555	2.887	GOOD
GE1155561	0.254	EMPTY
GE1155570	1.494	GOOD
GE1155580	2.972	GOOD
GE1155588	0.113	EMPTY
GE1155591	0.083	EMPTY
GE1155596	19.283	GOOD
GE1155602	2.222	GOOD
GE1155613	-0.009	NEGATIVE
GE1155617	-0.083	NEGATIVE
GE1155621	0.465	EMPTY
GE1155625	0.041	EMPTY
GE1155632	8.352	GOOD
GE1155637	0.793	GOOD
GE1155639	0.173	EMPTY
GE1155650	0.132	EMPTY
GE1155667	25.425	GOOD
GE1155686	0.626	GOOD
GE1155688	1.148	GOOD
GE1155693	0.846	GOOD
GE1155704	0.046	EMPTY
GE1155715	6.799	GOOD
GE1155720	0.35	EMPTY
GE1155727	0.045	EMPTY
GE1155732	3.101	GOOD
GE1155748	0.104	EMPTY
GE1155769	20.088	GOOD
GE1155775	0.617	GOOD
GE1155780	0.505	EMPTY
GE1155794	0.254	EMPTY
GE1155801	0.401	EMPTY
GE1155818	7.426	GOOD
GE1155823	53.729	GOOD
GE1155826	2.893	GOOD
GE1155844	2.409	GOOD
GE1155846	0.194	EMPTY
GE1155852	12.753	GOOD
GE1155880	0.114	EMPTY
GE1155885	0.328	EMPTY
GE1155888	22.002	GOOD
GE1155892	0.649	GOOD
GE1155908	18.932	GOOD
GE1155926	0.436	EMPTY
GE1155933	0.304	EMPTY
GE1155938	0.14	EMPTY
GE1155947	1.938	GOOD
GE1155953	0.339	EMPTY
GE1155963	0.209	EMPTY
GE1155989	0.266	EMPTY
GE1156000	0.245	EMPTY
GE1156004	9.866	GOOD
GE1156010	4.037	GOOD
GE1156017	16.627	GOOD
GE1156020	0.144	EMPTY
GE1156022	0.244	EMPTY
GE1156027	0.609	GOOD
GE1156033	0.754	GOOD
GE1156037	3.835	GOOD
GE1156039	1.482	GOOD
GE1156060	0.239	EMPTY
GE1156069	0.384	EMPTY
GE1156096	0.667	GOOD
GE1156105	13.862	GOOD
GE1156111	1.855	GOOD
GE1156121	3.993	GOOD
GE1156123	0.201	EMPTY
GE1156128	0.096	EMPTY
GE1156147	6.297	GOOD
GE1156155	10.283	GOOD
GE1156166	0.097	EMPTY
GE1156176	0.626	GOOD
GE1156181	4.835	GOOD
GE1156184	0.009	EMPTY
GE1156193	0.334	EMPTY
GE1156198	0.635	GOOD
GE1156199	0.141	EMPTY
GE1156209	8.498	GOOD
GE1156216	0.254	EMPTY
GE1156220	0.312	EMPTY
GE1156221	0.553	GOOD
GE1156241	2.4	GOOD
GE1156249	0.205	EMPTY
GE1156251	5.527	GOOD
GE1156262	0.632	GOOD
GE1156292	78.61	GOOD
GE1156298	12.717	GOOD
GE1156299	0.181	EMPTY
GE1156318	0.874	GOOD
GE1156321	0.051	EMPTY
GE1156332	2.639	GOOD
GE1156346	-0.032	NEGATIVE
GE1156356	1.613	GOOD
GE1156362	1.623	GOOD
GE1156370	2.281	GOOD
GE1156379	29.985	GOOD
GE1156380	0.267	EMPTY
GE1156383	1.115	GOOD
GE1156386	1.637	GOOD
GE1156388	0.754	GOOD
GE1156412	1.231	GOOD
GE1156428	0.405	EMPTY
GE1156436	1.451	GOOD
GE1156442	0.58	GOOD
GE1156454	0.901	GOOD
GE1156457	13.772	GOOD
GE1156470	0.537	EMPTY
GE1156475	0.102	EMPTY
GE1156476	5.262	GOOD
GE1156484	29.122	GOOD
GE1156491	6.859	GOOD
GE1156497	0.423	EMPTY
GE1156501	0.21	EMPTY
GE1156507	0.596	GOOD
GE1156515	0.344	EMPTY
GE1156520	0.351	EMPTY
GE1156521	1.142	GOOD
GE1156526	6.676	GOOD
GE1156531	0.841	GOOD
GE1156533	1.127	GOOD
GE1156540	1.266	GOOD
GE1156550	0.698	GOOD
GE1156552	NA	MSR
GE1156556	0.24	EMPTY
GE1156557	2.466	GOOD
GE1156560	0.25	EMPTY
GE1156571	0.791	GOOD
GE1156573	0.031	EMPTY
GE1156586	55.094	GOOD
GE1156593	1.359	GOOD
GE1156596	0.258	EMPTY
GE1156639	1.168	GOOD
GE1156643	0.069	EMPTY
GE1156648	2.32	GOOD
GE1156665	1.828	GOOD
GE1156667	0.605	GOOD
GE1156673	3.083	GOOD
GE1156688	3.481	GOOD
GE1156705	5.093	GOOD
GE1156715	3.475	GOOD
GE1156717	8.691	GOOD
GE1156718	0.232	EMPTY
GE1156724	0.128	EMPTY
GE1156753	1.929	GOOD
GE1156762	0.236	EMPTY
GE1156767	1.33	GOOD
GE1156779	21.62	GOOD
GE1156797	0.388	EMPTY
GE1156807	0.801	GOOD
GE1156813	1.641	GOOD
GE1156823	0.187	EMPTY
GE1156839	3.162	GOOD
GE1156843	0.187	EMPTY
GE1156851	0.188	EMPTY
GE1156868	0.284	EMPTY
GE1156872	14.63	GOOD
GE1156889	1.848	GOOD
GE1156898	8.971	GOOD
GE1156900	25.9	GOOD
GE1156902	0.235	EMPTY
GE1156906	0.001	EMPTY
GE1156907	0.679	GOOD
GE1156913	32.283	GOOD
GE1156920	1.135	GOOD
GE1156927	0.237	EMPTY
GE1156929	1.528	GOOD
GE1156951	13.687	GOOD
GE1156955	0.206	EMPTY
GE1156956	0.99	GOOD
GE1156958	0.278	EMPTY
GE1156961	14.65	GOOD
GE1156972	0.146	EMPTY
GE1156992	4.973	GOOD
GE1157015	0.28	EMPTY
GE1157039	0.395	EMPTY
GE1157046	0.606	GOOD
GE1157047	4.234	GOOD
GE1157052	0.058	EMPTY
GE1157070	0.759	GOOD
GE1157078	4.982	GOOD
GE1157086	5.73	GOOD
GE1157096	0.156	EMPTY
GE1157107	5.794	GOOD
GE1157118	0.111	EMPTY
GE1157120	0.353	EMPTY
