Reporter Identifier	T00247074 normalised intensity	T00247074 quality flag
GE1127053	0.358	EMPTY
GE1127060	0.933	GOOD
GE1127065	1.184	GOOD
GE1127068	2.312	GOOD
GE1127069	0.216	EMPTY
GE1127074	0.659	GOOD
GE1127102	0.436	EMPTY
GE1127106	0.264	EMPTY
GE1127107	NA	MSR
GE1127109	0.12	EMPTY
GE1127128	1.091	GOOD
GE1127151	0.542	GOOD
GE1127164	4.508	GOOD
GE1127167	0.382	EMPTY
GE1127172	0.553	GOOD
GE1127179	0.11	EMPTY
GE1127199	1.369	GOOD
GE1127200	5.776	GOOD
GE1127215	0.112	EMPTY
GE1127220	27.089	GOOD
GE1127226	0.099	EMPTY
GE1127237	19.393	GOOD
GE1127239	1.499	GOOD
GE1127240	0.46	EMPTY
GE1127256	0.688	GOOD
GE1127270	5.57	GOOD
GE1127282	0.945	GOOD
GE1127294	1.363	GOOD
GE1127299	0.189	EMPTY
GE1127303	0.265	EMPTY
GE1127315	0.127	EMPTY
GE1127327	0.374	EMPTY
GE1127340	0.261	EMPTY
GE1127343	13.709	GOOD
GE1127359	2.969	GOOD
GE1127376	0.214	EMPTY
GE1127381	0.186	EMPTY
GE1127390	4.022	GOOD
GE1127401	7.345	GOOD
GE1127407	0.43	EMPTY
GE1127409	0.057	EMPTY
GE1127422	2.029	GOOD
GE1127427	0.719	GOOD
GE1127436	0.175	EMPTY
GE1127444	0.099	EMPTY
GE1127461	9.164	GOOD
GE1127466	7.402	GOOD
GE1127471	0.729	GOOD
GE1127477	0.113	EMPTY
GE1127491	0.441	EMPTY
GE1127493	3.267	GOOD
GE1127504	3.154	GOOD
GE1127508	1.178	GOOD
GE1127510	0.83	GOOD
GE1127541	0.21	EMPTY
GE1127552	2.12	GOOD
GE1127567	0.09	EMPTY
GE1127575	0.319	EMPTY
GE1127585	11.667	GOOD
GE1127586	1.456	GOOD
GE1127596	0.253	EMPTY
GE1127600	0.393	EMPTY
GE1127611	-0.053	NEGATIVE
GE1127613	18.903	GOOD
GE1127614	7.82	GOOD
GE1127630	0.651	GOOD
GE1127636	18.436	GOOD
GE1127637	0.157	EMPTY
GE1127641	1.36	GOOD
GE1127656	-0.053	NEGATIVE
GE1127661	0.198	EMPTY
GE1127671	3.486	GOOD
GE1127683	0.265	EMPTY
GE1127694	0.699	GOOD
GE1127699	-0.03	NEGATIVE
GE1127702	2.49	GOOD
GE1127704	0.208	EMPTY
GE1127713	0.109	EMPTY
GE1127729	4.523	GOOD
GE1127732	0.227	EMPTY
GE1127745	0.093	EMPTY
GE1127756	0.312	EMPTY
GE1127764	0.554	GOOD
GE1127774	29.49	GOOD
GE1127777	0.37	EMPTY
GE1127793	0.148	EMPTY
GE1127807	0.095	EMPTY
GE1127816	0.17	EMPTY
GE1127818	0.157	EMPTY
GE1127840	16.839	GOOD
GE1127841	0.125	EMPTY
GE1127849	0.196	EMPTY
GE1127863	0.293	EMPTY
GE1127864	12.313	GOOD
GE1127868	5.648	GOOD
GE1127876	-0.05	NEGATIVE
GE1127886	0.435	EMPTY
GE1127892	8.818	GOOD
GE1127899	0.043	EMPTY
GE1127904	0.447	EMPTY
GE1127920	0.152	EMPTY
GE1127944	0.177	EMPTY
GE1127949	1.827	GOOD
GE1127950	1.588	GOOD
GE1127956	0.239	EMPTY
GE1127977	2.651	GOOD
GE1127993	0.918	GOOD
GE1127994	0.463	EMPTY
GE1127998	0.579	GOOD
GE1128000	0.209	EMPTY
GE1128013	0.869	GOOD
GE1128016	4.101	GOOD
GE1128033	3.873	GOOD
GE1128038	0.173	EMPTY
GE1128039	0.261	EMPTY
GE1128043	0.67	GOOD
GE1128050	0.11	EMPTY
GE1128059	5.187	GOOD
GE1128064	0.172	EMPTY
GE1128077	5.714	GOOD
GE1128081	0.217	EMPTY
GE1128088	0.373	EMPTY
GE1128100	0.19	EMPTY
GE1128103	0.869	GOOD
GE1128104	0.092	EMPTY
GE1128106	0.31	EMPTY
GE1128122	1.645	GOOD
GE1128132	0.29	EMPTY
GE1128134	0.051	EMPTY
GE1128152	7.743	GOOD
GE1128158	0.245	EMPTY
GE1128162	5.899	GOOD
GE1128197	8.83	GOOD
GE1128214	0.213	EMPTY
GE1128217	13.099	GOOD
GE1128226	0.275	EMPTY
GE1128240	3.425	GOOD
GE1128249	3.44	GOOD
GE1128253	6.94	GOOD
GE1128266	3.427	GOOD
GE1128270	1.766	GOOD
GE1128274	0.192	EMPTY
GE1128287	0.214	EMPTY
GE1128306	1.145	GOOD
GE1128322	2.14	GOOD
GE1128324	8.523	GOOD
GE1128326	6.894	GOOD
GE1128343	0.166	EMPTY
GE1128349	14.381	GOOD
GE1128368	0.196	EMPTY
GE1128371	-0.031	NEGATIVE
GE1128373	1.563	GOOD
GE1128374	0.54	GOOD
GE1128379	10.809	GOOD
GE1128388	0.176	EMPTY
GE1128396	0.25	EMPTY
GE1128418	9.321	GOOD
GE1128419	0.523	GOOD
GE1128428	2.409	GOOD
GE1128443	0.832	GOOD
GE1128445	0.175	EMPTY
GE1128451	0.102	EMPTY
GE1128452	0.427	EMPTY
GE1128463	0.044	EMPTY
GE1128468	0.507	GOOD
GE1128481	0.156	EMPTY
GE1128488	0.234	EMPTY
GE1128491	0.177	EMPTY
GE1128493	0.071	EMPTY
GE1128496	23.031	GOOD
GE1128509	9.704	GOOD
GE1128514	13.764	GOOD
GE1128521	0.209	EMPTY
GE1128524	0.116	EMPTY
GE1128525	0.241	EMPTY
GE1128533	0.196	EMPTY
GE1128534	2.071	GOOD
GE1128538	54.021	GOOD
GE1128547	0.188	EMPTY
GE1128555	0.013	EMPTY
GE1128560	5.686	GOOD
GE1128576	0.142	EMPTY
GE1128588	0.088	EMPTY
GE1128605	24.506	GOOD
GE1128607	5.972	GOOD
GE1128614	2.437	GOOD
GE1128625	0.091	EMPTY
GE1128640	4.666	GOOD
GE1128662	1.218	GOOD
GE1128668	2.786	GOOD
GE1128669	3.007	GOOD
GE1128679	0.158	EMPTY
GE1128704	2.667	GOOD
GE1128707	0.256	EMPTY
GE1128720	1.434	GOOD
GE1128740	4.863	GOOD
GE1128748	0.27	EMPTY
GE1128749	0.474	GOOD
GE1128758	0.156	EMPTY
GE1128774	0.378	EMPTY
GE1128775	3.909	GOOD
GE1128780	34.789	GOOD
GE1128787	14.678	GOOD
GE1128790	0.211	EMPTY
GE1128798	0.961	GOOD
GE1128799	2.702	GOOD
GE1128813	0.262	EMPTY
GE1128816	0.369	EMPTY
GE1128836	0.263	EMPTY
GE1128849	3.328	GOOD
GE1128858	1.241	GOOD
GE1128867	0.497	GOOD
GE1128869	0.082	EMPTY
GE1128871	1.654	GOOD
GE1128895	12.518	GOOD
GE1128896	0.933	GOOD
GE1128907	32.183	GOOD
GE1128911	0.589	GOOD
GE1128918	1.185	GOOD
GE1128919	8.096	GOOD
GE1128931	27.206	GOOD
GE1128935	0.858	GOOD
GE1128937	1.518	GOOD
GE1128939	1.83	GOOD
GE1128976	1.508	GOOD
GE1128978	4.859	GOOD
GE1128986	0.132	EMPTY
GE1128991	2.383	GOOD
GE1128992	3.2	GOOD
GE1128998	0.691	GOOD
GE1129014	29.904	GOOD
GE1129020	0.291	EMPTY
GE1129029	17.315	GOOD
GE1129030	0.495	GOOD
GE1129043	0.295	EMPTY
GE1129057	4.943	GOOD
GE1129063	0.411	EMPTY
GE1129087	0.286	EMPTY
GE1129091	0.133	EMPTY
GE1129105	9.957	GOOD
GE1129111	0.181	EMPTY
GE1129120	0.097	EMPTY
GE1129122	0.097	EMPTY
GE1129124	0.745	GOOD
GE1129131	0.225	EMPTY
GE1129141	1.634	GOOD
GE1129142	0.142	EMPTY
GE1129150	2.982	GOOD
GE1129158	0.17	EMPTY
GE1129163	11.815	GOOD
GE1129170	0.185	EMPTY
GE1129189	0.396	EMPTY
GE1129215	0.032	EMPTY
GE1129224	12.744	GOOD
GE1129227	0.275	EMPTY
GE1129236	2.474	GOOD
GE1129238	-0.007	NEGATIVE
GE1129242	5.331	GOOD
GE1129255	0.17	EMPTY
GE1129269	22.825	GOOD
GE1129277	0.136	EMPTY
GE1129281	121.163	GOOD
GE1129297	0.767	GOOD
GE1129308	0.5	GOOD
GE1129316	0.197	EMPTY
GE1129324	0.084	EMPTY
GE1129331	0.182	EMPTY
GE1129332	3.073	GOOD
GE1129336	0.336	EMPTY
GE1129341	0.145	EMPTY
GE1129342	0.198	EMPTY
GE1129354	0.49	GOOD
GE1129356	0.352	EMPTY
GE1129373	0.158	EMPTY
GE1129378	4.642	GOOD
GE1129396	1.925	GOOD
GE1129408	0.175	EMPTY
GE1129434	0.159	EMPTY
GE1129435	0.118	EMPTY
GE1129437	0.15	EMPTY
GE1129442	8.76	GOOD
GE1129457	0.435	EMPTY
GE1129459	0.161	EMPTY
GE1129482	0.056	EMPTY
GE1129488	0.88	GOOD
GE1129499	1.544	GOOD
GE1129506	2.076	GOOD
GE1129508	0.124	EMPTY
GE1129521	0.955	GOOD
GE1129527	0.171	EMPTY
GE1129536	17.668	GOOD
GE1129548	1.503	GOOD
GE1129551	2.107	GOOD
GE1129570	31.983	POOR
GE1129582	0.011	EMPTY
GE1129612	1.858	GOOD
GE1129617	0.238	EMPTY
GE1129627	0.532	GOOD
GE1129641	14.14	GOOD
GE1129650	0.38	EMPTY
GE1129668	4.197	GOOD
GE1129670	0.288	EMPTY
GE1129679	0.211	EMPTY
GE1129688	0.453	EMPTY
GE1129706	9.328	GOOD
GE1129709	0.12	EMPTY
GE1129715	1.797	GOOD
GE1129717	0.857	GOOD
GE1129737	0.817	GOOD
GE1129748	8.472	GOOD
GE1129773	0.094	EMPTY
GE1129775	15.181	GOOD
GE1129779	15.434	GOOD
GE1129781	4.882	GOOD
GE1129802	-0.08	NEGATIVE
GE1129807	0.061	EMPTY
GE1129813	2.241	GOOD
GE1129816	2.556	GOOD
GE1129835	0.182	EMPTY
GE1129842	0.161	EMPTY
GE1129858	0.955	GOOD
GE1129866	0.158	EMPTY
GE1129868	1.065	GOOD
GE1129870	0.735	GOOD
GE1129872	0.154	EMPTY
GE1129875	0.181	EMPTY
GE1129888	0.554	GOOD
GE1129912	0.296	EMPTY
GE1129925	7.463	GOOD
GE1129933	0.383	EMPTY
GE1129944	0.403	EMPTY
GE1129954	2.628	GOOD
GE1129968	0.132	EMPTY
GE1129970	24.374	GOOD
GE1129971	0.168	EMPTY
GE1129997	1.716	GOOD
GE1130004	0.028	EMPTY
GE1130007	0.368	EMPTY
GE1130008	1.492	GOOD
GE1130012	0.119	EMPTY
GE1130023	1.312	GOOD
GE1130026	3.478	GOOD
GE1130031	0.348	EMPTY
GE1130034	0.487	GOOD
GE1130035	5.104	GOOD
GE1130036	0.331	EMPTY
GE1130042	0.962	GOOD
GE1130057	0.14	EMPTY
GE1130066	0.748	GOOD
GE1130075	0.15	EMPTY
GE1130076	4.297	GOOD
GE1130080	0.061	EMPTY
GE1130088	0.205	EMPTY
GE1130103	0.023	EMPTY
GE1130104	8.621	GOOD
GE1130106	0.318	EMPTY
GE1130110	1.118	GOOD
GE1130154	4.39	GOOD
GE1130178	0.223	EMPTY
GE1130191	0.026	EMPTY
GE1130195	0.737	GOOD
GE1130213	0.092	EMPTY
GE1130222	4.992	GOOD
GE1130229	0.263	EMPTY
GE1130260	29.809	GOOD
GE1130266	48.482	GOOD
GE1130267	0.002	EMPTY
GE1130269	0.13	EMPTY
GE1130283	3.237	GOOD
GE1130292	0.02	EMPTY
GE1130317	0.322	EMPTY
GE1130319	1.647	GOOD
GE1130329	0.318	EMPTY
GE1130331	0.807	GOOD
GE1130346	0.731	GOOD
GE1130350	0.385	EMPTY
GE1130379	0.21	EMPTY
GE1130380	0.258	EMPTY
GE1130388	0.163	EMPTY
GE1130402	0.137	EMPTY
GE1130406	0.316	EMPTY
GE1130411	1.185	GOOD
GE1130424	9.338	GOOD
GE1130426	4.499	GOOD
GE1130433	65.496	GOOD
GE1130451	0.084	EMPTY
GE1130458	0.064	EMPTY
GE1130459	1.182	GOOD
GE1130460	1.064	GOOD
GE1130461	0.109	EMPTY
GE1130472	0.802	GOOD
GE1130477	0.542	GOOD
GE1130483	0.181	EMPTY
GE1130496	0.134	EMPTY
GE1130534	137.314	GOOD
GE1130535	6.819	GOOD
GE1130536	8.647	GOOD
GE1130538	0.306	EMPTY
GE1130541	10.417	GOOD
GE1130549	2.511	GOOD
GE1130553	2.721	GOOD
GE1130565	0.071	EMPTY
GE1130566	0.189	EMPTY
GE1130568	1.583	GOOD
GE1130581	0.367	EMPTY
GE1130586	0.274	EMPTY
GE1130588	12.01	GOOD
GE1130589	0.659	GOOD
GE1130592	0.194	EMPTY
GE1130594	0.911	GOOD
GE1130600	0.117	EMPTY
GE1130617	4.697	GOOD
GE1130631	2.486	GOOD
GE1130645	0.14	EMPTY
GE1130655	15.621	GOOD
GE1130656	3.999	GOOD
GE1130661	0.082	EMPTY
GE1130675	1.918	GOOD
GE1130689	0.124	EMPTY
GE1130690	0.287	EMPTY
GE1130691	15.644	GOOD
GE1130704	0.073	EMPTY
GE1130722	0.087	EMPTY
GE1130736	24.234	GOOD
GE1130741	0.311	EMPTY
GE1130767	0.102	EMPTY
GE1130770	0.761	GOOD
GE1130792	1.96	GOOD
GE1130803	9.716	GOOD
GE1130805	3.941	GOOD
GE1130816	0.143	EMPTY
GE1130823	1.816	GOOD
GE1130837	0.35	EMPTY
GE1130841	0.581	GOOD
GE1130844	0.021	EMPTY
GE1130867	1.771	GOOD
GE1130894	0.926	GOOD
GE1130910	2.796	GOOD
GE1130919	0.81	GOOD
GE1130928	0.071	EMPTY
GE1130933	0.915	GOOD
GE1130941	0.549	GOOD
GE1130943	1.637	GOOD
GE1130949	4.247	GOOD
GE1130950	0.354	EMPTY
GE1130965	0.667	GOOD
GE1130970	0.144	EMPTY
GE1130972	0.235	EMPTY
GE1130977	0.555	GOOD
GE1130981	5.716	GOOD
GE1130987	0.201	EMPTY
GE1131001	0.114	EMPTY
GE1131003	26.575	GOOD
GE1131015	3.622	GOOD
GE1131023	0.345	EMPTY
GE1131034	1.098	GOOD
GE1131035	2.069	GOOD
GE1131044	7.293	GOOD
GE1131045	NA	MSR
GE1131052	0.381	EMPTY
GE1131059	0.1	EMPTY
GE1131064	0.115	EMPTY
GE1131079	0.115	EMPTY
GE1131087	0.932	GOOD
GE1131098	0.059	EMPTY
GE1131111	15.55	GOOD
GE1131139	19.104	GOOD
GE1131151	0.072	EMPTY
GE1131201	0.325	EMPTY
GE1131216	0.367	EMPTY
GE1131217	0.913	GOOD
GE1131221	3.629	GOOD
GE1131224	0.446	GOOD
GE1131242	1.498	GOOD
GE1131259	0.12	EMPTY
GE1131266	0.054	EMPTY
GE1131268	1.332	GOOD
GE1131280	0.413	EMPTY
GE1131282	0.171	EMPTY
GE1131284	0.27	EMPTY
GE1131297	0.409	EMPTY
GE1131302	0.08	EMPTY
GE1131316	7.939	GOOD
GE1131317	0.311	EMPTY
GE1131326	2.502	GOOD
GE1131332	0.138	EMPTY
GE1131336	0.366	EMPTY
GE1131337	1.958	GOOD
GE1131346	0.26	EMPTY
GE1131347	1.427	GOOD
GE1131362	1.117	GOOD
GE1131372	0.305	EMPTY
GE1131380	4.646	GOOD
GE1131381	2.287	GOOD
GE1131382	3.898	GOOD
GE1131389	0.254	EMPTY
GE1131394	0.212	EMPTY
GE1131398	0.184	EMPTY
GE1131400	2.575	GOOD
GE1131416	19.58	GOOD
GE1131434	0.111	EMPTY
GE1131437	2.348	GOOD
GE1131441	2.142	GOOD
GE1131443	0.222	EMPTY
GE1131455	0.172	EMPTY
GE1131461	3.081	GOOD
GE1131464	16.688	GOOD
GE1131486	2.311	GOOD
GE1131498	24.148	GOOD
GE1131516	0.224	EMPTY
GE1131517	0.079	EMPTY
GE1131533	-0.021	NEGATIVE
GE1131539	0.137	EMPTY
GE1131543	0.205	EMPTY
GE1131550	0.093	EMPTY
GE1131564	0.728	GOOD
GE1131569	0.661	GOOD
GE1131573	1.322	GOOD
GE1131586	3.78	GOOD
GE1131590	12.573	GOOD
GE1131595	0.117	EMPTY
GE1131596	24.337	GOOD
GE1131603	1.584	GOOD
GE1131608	2.894	GOOD
GE1131614	1.126	GOOD
GE1131625	27.474	GOOD
GE1131641	1.696	GOOD
GE1131663	12.614	GOOD
GE1131666	23.106	GOOD
GE1131676	0.189	EMPTY
GE1131684	8.23	GOOD
GE1131695	11.159	GOOD
GE1131716	1.942	GOOD
GE1131718	8.071	GOOD
GE1131733	0.56	GOOD
GE1131736	0.312	EMPTY
GE1131737	0.487	GOOD
GE1131738	0.074	EMPTY
GE1131770	-0.031	NEGATIVE
GE1131771	0.22	EMPTY
GE1131772	1.067	GOOD
GE1131778	2.434	GOOD
GE1131799	0.531	GOOD
GE1131807	0.561	GOOD
GE1131823	5.47	GOOD
GE1131827	0.169	EMPTY
GE1131828	0.159	EMPTY
GE1131831	0.166	EMPTY
GE1131835	0.226	EMPTY
GE1131844	5.969	GOOD
GE1131854	0.208	EMPTY
GE1131878	11.582	GOOD
GE1131879	0.23	EMPTY
GE1131891	0.475	GOOD
GE1131899	0.577	GOOD
GE1131913	0.029	EMPTY
GE1131921	0.665	GOOD
GE1131924	0.441	EMPTY
GE1131945	0.3	EMPTY
GE1131948	0.253	EMPTY
GE1131964	0.958	GOOD
GE1131966	0.263	EMPTY
GE1131970	0.183	EMPTY
GE1131971	0.67	GOOD
GE1131972	0.225	EMPTY
GE1131977	3.187	GOOD
GE1132004	19.787	GOOD
GE1132010	0.19	EMPTY
GE1132013	53.219	GOOD
GE1132028	0.118	EMPTY
GE1132036	12.682	GOOD
GE1132065	69.9	GOOD
GE1132075	0.103	EMPTY
GE1132079	22.691	GOOD
GE1132080	3.627	GOOD
GE1132086	0.287	EMPTY
GE1132094	0.06	EMPTY
GE1132102	1.425	GOOD
GE1132106	0.161	EMPTY
GE1132131	0.185	EMPTY
GE1132136	1.54	GOOD
GE1132146	6.169	GOOD
GE1132147	0.17	EMPTY
GE1132156	0.085	EMPTY
GE1132161	0.125	EMPTY
GE1132165	0.21	EMPTY
GE1132180	0.479	GOOD
GE1132190	0.531	GOOD
GE1132195	4.162	GOOD
GE1132196	1.366	GOOD
GE1132202	14.652	GOOD
GE1132212	0.108	EMPTY
GE1132217	0.698	GOOD
GE1132218	32.435	GOOD
GE1132228	0.132	EMPTY
GE1132232	12.804	GOOD
GE1132241	0.931	GOOD
GE1132252	0.1	EMPTY
GE1132276	2.095	GOOD
GE1132289	2.196	GOOD
GE1132292	0.191	EMPTY
GE1132296	0.617	GOOD
GE1132303	0.224	EMPTY
GE1132312	2.767	GOOD
GE1132317	0.36	EMPTY
GE1132329	0.205	EMPTY
GE1132342	0.945	GOOD
GE1132349	0.162	EMPTY
GE1132355	1.099	GOOD
GE1132391	0.874	GOOD
GE1132404	0.141	EMPTY
GE1132408	0.388	EMPTY
GE1132414	0.128	EMPTY
GE1132433	14.374	GOOD
GE1132444	21.069	GOOD
GE1132446	0.502	GOOD
GE1132451	0.125	EMPTY
GE1132457	1.296	GOOD
GE1132461	0.981	GOOD
GE1132470	0.361	EMPTY
GE1132485	1.103	GOOD
GE1132488	0.226	EMPTY
GE1132496	13.3	GOOD
GE1132500	4.038	GOOD
GE1132503	0.329	EMPTY
GE1132514	1.035	GOOD
GE1132521	1.304	GOOD
GE1132527	0.296	EMPTY
GE1132528	4.454	GOOD
GE1132541	0.444	EMPTY
GE1132542	0.068	EMPTY
GE1132548	0.682	GOOD
GE1132566	0.393	EMPTY
GE1132571	0.396	EMPTY
GE1132608	1.656	GOOD
GE1132615	1.452	GOOD
GE1132625	0.159	EMPTY
GE1132631	30.348	GOOD
GE1132641	1.261	GOOD
GE1132658	0.961	GOOD
GE1132668	0.155	EMPTY
GE1132679	0.345	EMPTY
GE1132681	1.377	GOOD
GE1132683	2.073	GOOD
GE1132690	0.314	EMPTY
GE1132695	0.362	EMPTY
GE1132740	32.45	GOOD
GE1132744	1.657	GOOD
GE1132749	-0.022	NEGATIVE
GE1132764	6.341	GOOD
GE1132773	0.782	GOOD
GE1132785	0.432	EMPTY
GE1132794	0.216	EMPTY
GE1132798	0.773	GOOD
GE1132827	0.513	GOOD
GE1132838	0.645	GOOD
GE1132848	1.396	GOOD
GE1132853	0.726	GOOD
GE1132854	0.261	EMPTY
GE1132859	0.093	EMPTY
GE1132883	5.113	GOOD
GE1132885	0.169	EMPTY
GE1132903	7.428	GOOD
GE1132910	0.162	EMPTY
GE1132911	1.666	GOOD
GE1132923	-0.011	NEGATIVE
GE1132933	0.19	EMPTY
GE1132937	3.963	GOOD
GE1132952	0.055	EMPTY
GE1132956	0.48	GOOD
GE1132962	0.165	EMPTY
GE1132985	5.826	GOOD
GE1132989	6.724	GOOD
GE1132991	0.768	GOOD
GE1132996	2.999	GOOD
GE1132997	1.186	GOOD
GE1133009	0.35	EMPTY
GE1133013	22.558	GOOD
GE1133027	0.14	EMPTY
GE1133029	14.787	GOOD
GE1133038	0.594	GOOD
GE1133040	3.783	GOOD
GE1133046	18.149	GOOD
GE1133067	1.344	GOOD
GE1133079	9.533	GOOD
GE1133081	3.707	GOOD
GE1133083	1.539	GOOD
GE1133098	8.598	GOOD
GE1133116	0.307	EMPTY
GE1133140	0.371	EMPTY
GE1133146	62.352	GOOD
GE1133152	0.21	EMPTY
GE1133176	0.098	EMPTY
GE1133189	0.203	EMPTY
GE1133190	3.495	GOOD
GE1133191	0.146	EMPTY
GE1133202	0.563	GOOD
GE1133211	0.21	EMPTY
GE1133219	0.085	EMPTY
GE1133230	0.46	EMPTY
GE1133233	35.306	GOOD
GE1133234	0.355	EMPTY
GE1133238	0.108	EMPTY
GE1133245	0.018	EMPTY
GE1133262	1.332	GOOD
GE1133264	0.028	EMPTY
GE1133266	0.923	GOOD
GE1133273	17.172	GOOD
GE1133299	2.001	GOOD
GE1133308	5.559	GOOD
GE1133312	0.489	GOOD
GE1133334	0.17	EMPTY
GE1133342	0.199	EMPTY
GE1133350	0.199	EMPTY
GE1133354	183.435	GOOD
GE1133356	0.468	EMPTY
GE1133361	0.477	GOOD
GE1133377	20.783	GOOD
GE1133379	0.046	EMPTY
GE1133380	0.2	EMPTY
GE1133397	0.06	EMPTY
GE1133409	0.402	EMPTY
GE1133411	1.201	GOOD
GE1133424	0.058	EMPTY
GE1133428	0.203	EMPTY
GE1133450	1.781	GOOD
GE1133452	0.09	EMPTY
GE1133454	0.297	EMPTY
GE1133457	0.7	GOOD
GE1133458	5.226	GOOD
GE1133465	0.229	EMPTY
GE1133483	0.154	EMPTY
GE1133491	0.608	GOOD
GE1133532	0.431	EMPTY
GE1133539	8.121	GOOD
GE1133540	2.115	GOOD
GE1133557	3.377	GOOD
GE1133560	0.111	EMPTY
GE1133563	0.342	EMPTY
GE1133564	5.303	GOOD
GE1133573	4.739	GOOD
GE1133584	0.636	GOOD
GE1133591	0.174	EMPTY
GE1133597	1.158	GOOD
GE1133600	6.238	GOOD
GE1133605	0.212	EMPTY
GE1133615	10.682	GOOD
GE1133626	0.724	GOOD
GE1133632	4.333	GOOD
GE1133637	0.097	EMPTY
GE1133640	0.125	EMPTY
GE1133646	15.408	GOOD
GE1133669	6.433	GOOD
GE1133683	0.901	GOOD
GE1133688	5.413	GOOD
GE1133689	0.176	EMPTY
GE1133690	3.625	GOOD
GE1133715	0.181	EMPTY
GE1133721	0.526	GOOD
GE1133730	0.226	EMPTY
GE1133737	0.21	EMPTY
GE1133741	1.829	GOOD
GE1133746	0.491	EMPTY
GE1133749	0.893	GOOD
GE1133751	0.227	EMPTY
GE1133757	0.935	GOOD
GE1133786	2.308	GOOD
GE1133821	25.014	GOOD
GE1133834	0.723	GOOD
GE1133840	0.178	EMPTY
GE1133848	0.193	EMPTY
GE1133852	0.183	EMPTY
GE1133854	3.823	GOOD
GE1133863	0.814	GOOD
GE1133869	11.62	GOOD
GE1133876	0.021	EMPTY
GE1133885	0.513	GOOD
GE1133888	0.524	GOOD
GE1133891	4.823	GOOD
GE1133893	4.207	GOOD
GE1133908	0.116	EMPTY
GE1133912	12.001	GOOD
GE1133914	0.77	GOOD
GE1133933	0.312	EMPTY
GE1133940	1.253	GOOD
GE1133943	0.212	EMPTY
GE1133969	1.251	GOOD
GE1133972	0.198	EMPTY
GE1133976	0.04	EMPTY
GE1133994	6.709	GOOD
GE1134003	167.533	GOOD
GE1134007	0.742	GOOD
GE1134013	0.987	GOOD
GE1134014	0.224	EMPTY
GE1134015	5.031	GOOD
GE1134019	0.624	GOOD
GE1134020	0.075	EMPTY
GE1134021	2.965	GOOD
GE1134030	0.12	EMPTY
GE1134054	12.516	GOOD
GE1134055	0.522	GOOD
GE1134068	1.085	GOOD
GE1134073	0.14	EMPTY
GE1134079	0.143	EMPTY
GE1134100	0.401	EMPTY
GE1134106	0.446	GOOD
GE1134125	7.398	GOOD
GE1134127	0.186	EMPTY
GE1134129	41.892	GOOD
GE1134134	0.812	GOOD
GE1134136	0.849	GOOD
GE1134175	0.543	GOOD
GE1134177	26.842	GOOD
GE1134183	6.433	GOOD
GE1134201	0.882	GOOD
GE1134234	0.116	EMPTY
GE1134236	1.707	GOOD
GE1134242	1.08	GOOD
GE1134252	2.925	GOOD
GE1134259	15.647	GOOD
GE1134265	0.128	EMPTY
GE1134272	369.585	GOOD
GE1134273	-0.058	NEGATIVE
GE1134279	1.55	GOOD
GE1134304	10.892	GOOD
GE1134309	8.702	GOOD
GE1134313	0.525	GOOD
GE1134320	0.591	GOOD
GE1134322	0.185	EMPTY
GE1134333	89.99	GOOD
GE1134349	0.823	GOOD
GE1134352	0.096	EMPTY
GE1134367	0.103	EMPTY
GE1134380	0.241	EMPTY
GE1134382	0.511	GOOD
GE1134389	8.603	GOOD
GE1134404	2.856	GOOD
GE1134409	15.735	GOOD
GE1134413	4.58	GOOD
GE1134422	3.195	GOOD
GE1134424	0.106	EMPTY
GE1134429	0.183	EMPTY
GE1134441	1.253	GOOD
GE1134469	10.549	GOOD
GE1134471	2.628	GOOD
GE1134477	1.529	GOOD
GE1134483	3.135	GOOD
GE1134486	0.813	GOOD
GE1134504	0.247	EMPTY
GE1134509	2.626	GOOD
GE1134516	4.747	GOOD
GE1134518	0.072	EMPTY
GE1134521	0.194	EMPTY
GE1134523	0.504	GOOD
GE1134537	1.126	GOOD
GE1134539	1.106	GOOD
GE1134559	0.126	EMPTY
GE1134565	46.955	GOOD
GE1134575	57.961	GOOD
GE1134590	3.928	GOOD
GE1134607	0.073	EMPTY
GE1134609	-0.045	NEGATIVE
GE1134627	6.787	GOOD
GE1134640	0.622	GOOD
GE1134657	0.461	EMPTY
GE1134661	1.358	GOOD
GE1134666	0.178	EMPTY
GE1134669	1.118	GOOD
GE1134683	0.051	EMPTY
GE1134684	2.027	GOOD
GE1134698	0.198	EMPTY
GE1134699	0.185	EMPTY
GE1134712	5.659	GOOD
GE1134722	0.964	GOOD
GE1134743	7.294	GOOD
GE1134745	0.044	EMPTY
GE1134751	0.18	EMPTY
GE1134773	0.195	EMPTY
GE1134781	0.149	EMPTY
GE1134791	0.392	EMPTY
GE1134799	2.588	GOOD
GE1134805	1.104	GOOD
GE1134823	-0.002	NEGATIVE
GE1134834	0.114	EMPTY
GE1134851	0.596	GOOD
GE1134861	1.029	GOOD
GE1134866	0.255	EMPTY
GE1134875	1.714	GOOD
GE1134878	0.102	EMPTY
GE1134879	0.186	EMPTY
GE1134889	0.601	GOOD
GE1134891	4.824	GOOD
GE1134916	0.101	EMPTY
GE1134928	10.172	GOOD
GE1134932	40.072	GOOD
GE1134937	4.911	GOOD
GE1134955	2.961	GOOD
GE1134960	0.401	EMPTY
GE1134972	0.07	EMPTY
GE1134976	3.695	GOOD
GE1134995	6.683	GOOD
