Reporter Identifier	T00247074 normalised intensity	T00247074 quality flag
GE1223154	1.194	GOOD
GE1223160	0.089	EMPTY
GE1223170	0.561	GOOD
GE1223171	0.314	EMPTY
GE1223198	0.156	EMPTY
GE12232	16.614	GOOD
GE1223201	0.052	EMPTY
GE1223207	0.12	EMPTY
GE1223213	0.977	GOOD
GE1223222	0.202	EMPTY
GE1223225	0.107	EMPTY
GE1223231	7.741	GOOD
GE1223252	5.501	GOOD
GE1223262	1.415	GOOD
GE1223280	0.356	EMPTY
GE1223291	0.398	EMPTY
GE12233	3.743	GOOD
GE1223307	0.27	EMPTY
GE1223313	1.264	GOOD
GE1223314	0.982	GOOD
GE1223317	1.686	GOOD
GE1223333	0.114	EMPTY
GE1223361	1.146	GOOD
GE1223377	0.056	EMPTY
GE1223390	4.379	GOOD
GE1223397	0.237	EMPTY
GE12234	15.164	GOOD
GE1223401	0.127	EMPTY
GE1223407	13.104	GOOD
GE1223408	0.425	EMPTY
GE1223429	0.154	EMPTY
GE1223433	2.678	GOOD
GE1223448	7.734	GOOD
GE1223451	5.205	GOOD
GE1223470	6.849	GOOD
GE1223476	5.595	GOOD
GE1223482	7.979	GOOD
GE1223483	0.237	EMPTY
GE1223490	0.142	EMPTY
GE1223495	0.242	EMPTY
GE12235	0.41	EMPTY
GE1223501	0.89	GOOD
GE1223505	3.393	GOOD
GE1223517	NA	MSR
GE1223523	0.332	EMPTY
GE1223524	4.962	GOOD
GE1223537	0.625	GOOD
GE1223538	1.007	GOOD
GE1223550	0.357	EMPTY
GE1223556	8.596	GOOD
GE1223558	5.853	GOOD
GE1223565	17.051	GOOD
GE1223572	0.209	EMPTY
GE1223587	0.134	EMPTY
GE1223592	0.214	EMPTY
GE12236	26.167	GOOD
GE1223609	2.342	GOOD
GE1223613	0.688	GOOD
GE1223637	1.718	GOOD
GE1223640	0.178	EMPTY
GE1223642	2.004	GOOD
GE1223667	-0.019	NEGATIVE
GE1223673	0.233	EMPTY
GE1223680	0.117	EMPTY
GE12237	19.295	GOOD
GE1223703	0.244	EMPTY
GE1223711	3.857	GOOD
GE1223730	0.103	EMPTY
GE1223732	0.618	GOOD
GE1223739	3.972	GOOD
GE1223745	4.863	GOOD
GE1223751	0.542	GOOD
GE1223755	1.011	GOOD
GE1223777	0.158	EMPTY
GE1223779	4.43	GOOD
GE1223794	2.714	GOOD
GE1223798	3.588	GOOD
GE12238	34.717	GOOD
GE1223807	0.166	EMPTY
GE1223815	11.655	GOOD
GE1223818	2.885	GOOD
GE1223819	6.619	GOOD
GE1223828	0.556	GOOD
GE1223833	0.258	EMPTY
GE1223851	1.061	GOOD
GE1223860	0.71	GOOD
GE1223868	2.598	GOOD
GE1223870	0.657	GOOD
GE1223878	0.183	EMPTY
GE1223890	0.259	EMPTY
GE1223898	23.702	GOOD
GE12239	78.636	GOOD
GE1223902	0.17	EMPTY
GE1223930	0.645	GOOD
GE1223934	1.405	GOOD
GE1223935	0.735	GOOD
GE1223941	0.488	GOOD
GE1223958	0.672	GOOD
GE1223959	0.178	EMPTY
GE1223961	0.874	GOOD
GE1223981	3.922	GOOD
GE1223983	0.138	EMPTY
GE1223994	2.596	GOOD
GE1223996	0.102	EMPTY
GE12240	9.634	GOOD
GE1224005	3.237	GOOD
GE1224019	0.343	EMPTY
GE1224022	15.228	GOOD
GE1224033	0.906	GOOD
GE1224034	2.721	GOOD
GE1224035	0.156	EMPTY
GE1224039	19.172	GOOD
GE1224058	0.036	EMPTY
GE1224068	0.411	EMPTY
GE1224069	-0.084	NEGATIVE
GE1224070	1.353	GOOD
GE1224072	0.149	EMPTY
GE1224080	0.029	EMPTY
GE1224087	0.639	GOOD
GE1224091	0.516	GOOD
GE1224096	3.063	GOOD
GE12241	6.766	GOOD
GE1224107	0.21	EMPTY
GE1224118	6.631	GOOD
GE1224125	0.119	EMPTY
GE1224145	0.193	EMPTY
GE1224146	0.233	EMPTY
GE1224148	0.826	GOOD
GE1224166	3.051	GOOD
GE1224186	22.545	GOOD
GE1224199	2.152	GOOD
GE12242	4.412	GOOD
GE1224202	1.763	GOOD
GE1224204	0.746	GOOD
GE1224212	8.043	GOOD
GE1224214	0.145	EMPTY
GE1224225	1.567	GOOD
GE1224233	19.867	GOOD
GE1224241	-0.062	NEGATIVE
GE1224243	2.663	GOOD
GE1224248	0.493	GOOD
GE1224256	1.058	GOOD
GE1224263	0.081	EMPTY
GE1224265	0.62	GOOD
GE1224270	1.817	GOOD
GE1224274	0.131	EMPTY
GE1224286	0.901	GOOD
GE1224291	0.036	EMPTY
GE12243	6.697	GOOD
GE1224306	2.142	GOOD
GE1224318	0.173	EMPTY
GE1224330	0.003	EMPTY
GE1224333	9.125	GOOD
GE1224356	0.185	EMPTY
GE1224361	0.112	EMPTY
GE1224363	0.164	EMPTY
GE1224366	0.236	EMPTY
GE1224371	1.991	GOOD
GE1224384	0.131	EMPTY
GE1224387	0.093	EMPTY
GE1224396	1.019	GOOD
GE12244	11.989	GOOD
GE1224406	0.874	GOOD
GE1224412	2.065	GOOD
GE1224416	0.256	EMPTY
GE1224431	58.69	GOOD
GE1224437	0.238	EMPTY
GE1224438	0.135	EMPTY
GE1224452	0.129	EMPTY
GE1224471	4.73	GOOD
GE1224486	0.216	EMPTY
GE1224493	30.581	GOOD
GE1224495	0.668	GOOD
GE1224496	0.136	EMPTY
GE1224497	0.12	EMPTY
GE12245	5.233	GOOD
GE1224500	0.177	EMPTY
GE1224507	0.228	EMPTY
GE1224515	0.852	GOOD
GE1224526	0.211	EMPTY
GE1224535	1.941	GOOD
GE1224542	1.543	GOOD
GE1224560	3.239	GOOD
GE1224567	0.066	EMPTY
GE1224569	0.405	EMPTY
GE1224574	0.125	EMPTY
GE1224583	0.106	EMPTY
GE1224592	3.519	GOOD
GE12246	9.785	GOOD
GE1224603	3.144	GOOD
GE1224609	0.097	EMPTY
GE1224628	0.14	EMPTY
GE1224630	0.104	EMPTY
GE1224644	4.592	GOOD
GE1224645	0.552	GOOD
GE1224649	4.431	GOOD
GE1224654	0.298	EMPTY
GE1224664	18.283	GOOD
GE1224684	3.295	GOOD
GE1224685	0.18	EMPTY
GE1224687	0.282	EMPTY
GE1224689	0.27	EMPTY
GE12247	24.241	GOOD
GE1224708	-0.043	NEGATIVE
GE1224715	0.99	GOOD
GE1224728	23.161	GOOD
GE1224729	0.253	EMPTY
GE1224733	1.329	GOOD
GE1224738	1.334	GOOD
GE1224750	0.13	EMPTY
GE1224761	0.046	EMPTY
GE1224767	0.429	EMPTY
GE1224768	0.174	EMPTY
GE1224777	2.78	GOOD
GE12248	0.089	EMPTY
GE1224804	0.327	EMPTY
GE1224807	0.173	EMPTY
GE1224818	0.67	GOOD
GE1224833	2.544	GOOD
GE1224846	31.327	GOOD
GE1224854	0.174	EMPTY
GE1224861	0.282	EMPTY
GE1224863	2.284	GOOD
GE1224879	0.238	EMPTY
GE12249	1.735	GOOD
GE1224902	15.963	GOOD
GE1224924	0.569	EMPTY
GE1224933	12.002	GOOD
GE1224934	0.209	EMPTY
GE1224943	7.564	GOOD
GE1224952	9.176	GOOD
GE1224955	1.332	GOOD
GE1224985	3.431	GOOD
GE1224988	27.269	GOOD
GE1224991	2.619	GOOD
GE1224992	0.153	EMPTY
GE12250	9.289	GOOD
GE1225018	0.539	GOOD
GE1225021	3.03	GOOD
GE1225022	3.977	GOOD
GE1225031	0.05	EMPTY
GE1225032	0.049	EMPTY
GE1225033	3.159	GOOD
GE1225035	0.355	EMPTY
GE1225045	0.265	EMPTY
GE1225046	0.079	EMPTY
GE1225067	0.213	EMPTY
GE1225072	0.217	EMPTY
GE1225074	0.175	EMPTY
GE1225080	12.265	GOOD
GE1225087	7.434	GOOD
GE12251	3.025	GOOD
GE1225104	0.274	EMPTY
GE1225106	0.166	EMPTY
GE1225115	7.297	GOOD
GE1225116	0.146	EMPTY
GE1225135	0.087	EMPTY
GE1225143	0.099	EMPTY
GE1225155	1.61	GOOD
GE1225164	0.229	EMPTY
GE1225172	3.166	GOOD
GE1225174	7.346	GOOD
GE1225185	1.244	GOOD
GE1225193	2.28	GOOD
GE1225195	0.612	GOOD
GE12252	3.658	GOOD
GE1225208	0.188	EMPTY
GE1225215	0.447	EMPTY
GE1225221	0.22	EMPTY
GE1225235	3.641	GOOD
GE1225239	2.351	GOOD
GE1225241	0.047	EMPTY
GE1225251	7.803	GOOD
GE1225273	1.002	GOOD
GE1225274	0.23	EMPTY
GE1225291	2.805	GOOD
GE1225293	0.291	EMPTY
GE1225296	0.117	EMPTY
GE12253	2.944	GOOD
GE1225305	15.914	GOOD
GE1225306	0.225	EMPTY
GE1225311	0.202	EMPTY
GE1225317	0.508	GOOD
GE1225327	0.077	EMPTY
GE1225338	0.144	EMPTY
GE1225340	1.72	GOOD
GE1225349	7.4	GOOD
GE1225359	0.569	GOOD
GE1225363	0.503	GOOD
GE1225385	9.418	GOOD
GE1225388	-0.052	NEGATIVE
GE1225389	36.95	GOOD
GE12254	3.391	GOOD
GE1225406	0.146	EMPTY
GE1225417	0.098	EMPTY
GE1225431	1.506	GOOD
GE1225436	11.918	GOOD
GE1225442	0.241	EMPTY
GE1225471	0.028	EMPTY
GE1225484	13.406	GOOD
GE1225493	0.217	EMPTY
GE12255	8.391	GOOD
GE1225505	0.214	EMPTY
GE1225506	0.364	EMPTY
GE1225523	1.585	GOOD
GE1225528	0.202	EMPTY
GE1225529	0.598	GOOD
GE1225536	0.446	EMPTY
GE1225537	12.345	GOOD
GE1225540	0.351	EMPTY
GE1225547	0.221	EMPTY
GE1225550	1.632	GOOD
GE1225564	0.658	GOOD
GE1225571	26.06	GOOD
GE1225576	7.269	GOOD
GE1225593	34.179	GOOD
GE12256	46.419	GOOD
GE1225609	56.576	GOOD
GE1225615	0.881	GOOD
GE1225628	0.118	EMPTY
GE1225635	0.163	EMPTY
GE1225650	0.545	GOOD
GE1225652	1.955	GOOD
GE1225673	0.071	EMPTY
GE1225677	4.36	GOOD
GE1225689	3.09	GOOD
GE1225690	7.063	GOOD
GE12257	33.346	GOOD
GE1225709	6.195	GOOD
GE1225717	0.272	EMPTY
GE1225723	1.634	GOOD
GE1225733	0.938	GOOD
GE1225747	76.529	GOOD
GE1225761	24.569	GOOD
GE1225767	2.38	GOOD
GE1225773	4.268	GOOD
GE1225783	2.361	GOOD
GE12258	10.794	GOOD
GE1225801	0.949	GOOD
GE1225804	0.279	EMPTY
GE1225805	0.161	EMPTY
GE1225811	0.592	GOOD
GE1225821	7.56	GOOD
GE1225829	8.972	GOOD
GE1225842	0.157	EMPTY
GE1225854	1.711	GOOD
GE1225855	1.619	GOOD
GE1225871	0.129	EMPTY
GE1225876	6.872	GOOD
GE1225884	1.49	GOOD
GE1225896	1.946	GOOD
GE1225897	0.059	EMPTY
GE1225899	2.909	GOOD
GE12259	8.841	GOOD
GE1225904	1.805	GOOD
GE1225905	0.509	GOOD
GE1225922	0.184	EMPTY
GE1225933	6.594	GOOD
GE1225939	0.27	EMPTY
GE1225943	3.41	GOOD
GE1225950	12.119	GOOD
GE1225952	0.811	GOOD
GE1225959	0.966	GOOD
GE1225974	0.6	GOOD
GE1225981	0.413	EMPTY
GE1225999	1.428	GOOD
GE12260	16.806	GOOD
GE1226010	3.339	GOOD
GE1226034	6.396	GOOD
GE1226056	4.663	GOOD
GE1226069	0.089	EMPTY
GE1226071	1.117	GOOD
GE1226085	3.178	GOOD
GE1226086	0.015	EMPTY
GE1226091	0.081	EMPTY
GE1226092	0.18	EMPTY
GE12261	3.741	GOOD
GE1226100	0.083	EMPTY
GE1226105	3.499	GOOD
GE1226107	-0.002	NEGATIVE
GE1226118	0.421	EMPTY
GE1226125	10.954	GOOD
GE1226147	3.327	GOOD
GE1226160	0.555	GOOD
GE1226171	2.724	GOOD
GE1226176	1.114	GOOD
GE1226177	0.44	EMPTY
GE1226178	0.613	GOOD
GE1226183	0.084	EMPTY
GE1226184	1.817	GOOD
GE1226188	3.635	GOOD
GE1226193	0.145	EMPTY
GE12262	3.461	GOOD
GE1226220	0.524	GOOD
GE1226230	2.445	GOOD
GE1226252	5.156	GOOD
GE1226266	3.692	GOOD
GE1226284	0.869	GOOD
GE1226287	1.72	GOOD
GE1226295	1.127	GOOD
GE12263	10.987	GOOD
GE1226310	0.822	GOOD
GE1226326	0.696	GOOD
GE1226327	0.896	GOOD
GE1226341	0.569	GOOD
GE1226345	0.212	EMPTY
GE1226348	4.948	GOOD
GE1226364	35.273	GOOD
GE1226377	1.088	GOOD
GE1226383	4.004	GOOD
GE1226395	1.477	GOOD
GE1226399	0.165	EMPTY
GE12264	3.569	GOOD
GE1226408	0.144	EMPTY
GE1226413	0.226	EMPTY
GE1226417	0.212	EMPTY
GE1226430	0.378	EMPTY
GE1226441	17.292	GOOD
GE1226452	0.449	EMPTY
GE1226456	1.119	GOOD
GE1226461	1.067	GOOD
GE1226472	0.152	EMPTY
GE1226473	9.516	GOOD
GE1226484	0.651	GOOD
GE1226489	0.207	EMPTY
GE12265	9.48	GOOD
GE1226524	5.341	GOOD
GE1226530	16.177	GOOD
GE1226539	0.826	GOOD
GE1226554	1.076	GOOD
GE1226561	1.874	GOOD
GE1226562	0.237	EMPTY
GE1226572	2.381	GOOD
GE1226578	0.54	GOOD
GE1226584	0.933	GOOD
GE1226596	0.306	EMPTY
GE12266	4.596	GOOD
GE1226616	2.485	GOOD
GE1226622	0.174	EMPTY
GE1226626	0.126	EMPTY
GE1226628	0.623	GOOD
GE1226640	0.104	EMPTY
GE1226641	0.217	EMPTY
GE1226642	15.235	GOOD
GE1226647	1.303	GOOD
GE1226648	3.02	GOOD
GE1226653	13.727	GOOD
GE1226678	1.727	GOOD
GE1226684	0.02	EMPTY
GE12267	19.93	GOOD
GE1226713	-0.007	NEGATIVE
GE1226721	4.445	GOOD
GE1226724	1.067	GOOD
GE1226725	5.52	GOOD
GE1226737	0.196	EMPTY
GE1226749	1.265	GOOD
GE1226764	0.095	EMPTY
GE1226767	0.123	EMPTY
GE1226772	1.325	GOOD
GE1226795	4.257	GOOD
GE12268	1.628	GOOD
GE1226803	0.055	EMPTY
GE1226810	0.743	GOOD
GE1226815	44.822	GOOD
GE1226828	2.329	GOOD
GE1226838	0.593	GOOD
GE1226840	0.942	GOOD
GE1226853	0.079	EMPTY
GE1226854	2.566	GOOD
GE1226863	0.188	EMPTY
GE1226870	3.554	GOOD
GE1226871	0.67	GOOD
GE1226880	0.676	GOOD
GE1226894	0.495	GOOD
GE1226895	0.962	GOOD
GE1226896	0.17	EMPTY
GE12269	13.774	GOOD
GE1226902	0.66	GOOD
GE1226919	0.129	EMPTY
GE1226924	28.445	GOOD
GE1226929	7.812	GOOD
GE1226938	0.221	EMPTY
GE1226946	NA	MSR
GE1226952	9.919	GOOD
GE1226966	0.385	EMPTY
GE1226970	4.633	GOOD
GE1226990	0.647	GOOD
GE12270	0.324	EMPTY
GE1227003	0.136	EMPTY
GE1227005	0.136	EMPTY
GE1227012	5.551	GOOD
GE1227016	31.711	GOOD
GE1227018	2.193	GOOD
GE1227020	0.243	EMPTY
GE1227028	0.727	GOOD
GE1227063	3.542	GOOD
GE1227073	14.246	GOOD
GE1227074	0.114	EMPTY
GE1227090	1.292	GOOD
GE1227095	0.088	EMPTY
GE1227096	-0.004	NEGATIVE
GE12271	1.684	GOOD
GE1227105	43.536	GOOD
GE1227107	1.26	GOOD
GE1227114	0.055	EMPTY
GE1227129	9.074	GOOD
GE1227136	1.25	GOOD
GE1227139	0.872	GOOD
GE1227143	0.107	EMPTY
GE1227150	0.093	EMPTY
GE1227184	0.174	EMPTY
GE1227188	1.964	GOOD
GE12272	27.795	GOOD
GE1227206	0.842	GOOD
GE1227207	0.188	EMPTY
GE1227217	0.122	EMPTY
GE1227220	18.651	GOOD
GE1227237	3.024	GOOD
GE1227244	0.174	EMPTY
GE1227250	2.608	GOOD
GE1227253	0.117	EMPTY
GE1227260	5.841	GOOD
GE1227261	0.459	GOOD
GE1227275	0.943	GOOD
GE1227278	0.08	EMPTY
GE1227282	0.981	GOOD
GE1227297	0.425	EMPTY
GE12273	4.37	GOOD
GE1227304	0.138	EMPTY
GE1227315	0.201	EMPTY
GE1227320	0.211	EMPTY
GE1227331	0.305	EMPTY
GE1227334	0.05	EMPTY
GE1227344	0.426	EMPTY
GE1227349	8.456	GOOD
GE1227353	0.42	EMPTY
GE1227367	0.364	EMPTY
GE1227375	1.274	GOOD
GE1227389	0.286	EMPTY
GE12274	21.977	GOOD
GE1227405	2.476	GOOD
GE1227411	0.146	EMPTY
GE1227427	0.218	EMPTY
GE1227433	0.211	EMPTY
GE1227438	0.384	EMPTY
GE1227443	0.131	EMPTY
GE1227455	0.035	EMPTY
GE1227456	0.129	EMPTY
GE1227457	0.097	EMPTY
GE1227458	0.763	GOOD
GE1227459	0.779	GOOD
GE1227480	0.229	EMPTY
GE1227488	1.261	GOOD
GE1227489	0.231	EMPTY
GE1227493	0.213	EMPTY
GE1227499	4.045	GOOD
GE12275	1.37	GOOD
GE1227522	10.625	GOOD
GE1227526	0.077	EMPTY
GE1227538	0.213	EMPTY
GE1227549	5.942	GOOD
GE1227561	2.328	GOOD
GE1227566	0.153	EMPTY
GE1227595	0.087	EMPTY
GE1227599	0.103	EMPTY
GE12276	6.34	GOOD
GE1227606	18.988	GOOD
GE1227611	0.353	EMPTY
GE1227619	2.982	GOOD
GE1227628	0.251	EMPTY
GE1227629	5.697	GOOD
GE1227634	0.094	EMPTY
GE1227641	4.767	GOOD
GE1227644	18.094	GOOD
GE1227656	49.91	GOOD
GE1227664	0.318	EMPTY
GE1227668	0.378	EMPTY
GE1227670	1.216	GOOD
GE1227672	0.124	EMPTY
GE1227677	0.454	EMPTY
GE1227682	0.167	EMPTY
GE1227689	1.794	GOOD
GE1227690	0.476	GOOD
GE1227693	7.602	GOOD
GE12277	2.183	GOOD
GE1227702	1.219	GOOD
GE1227714	1.702	GOOD
GE1227732	16.831	GOOD
GE1227752	0.604	GOOD
GE1227761	0.585	GOOD
GE1227763	0.727	GOOD
GE1227776	0.088	EMPTY
GE1227791	0.194	EMPTY
GE1227793	0.063	EMPTY
GE12278	3.696	GOOD
GE1227806	1.106	GOOD
GE1227809	1.142	GOOD
GE1227810	0.256	EMPTY
GE1227831	0.172	EMPTY
GE1227844	0.094	EMPTY
GE1227865	1.432	GOOD
GE1227883	11.48	GOOD
GE1227888	0.441	GOOD
GE1227891	3.816	GOOD
GE1227892	0.391	EMPTY
GE12279	14.726	GOOD
GE1227916	4.316	GOOD
GE1227922	0.177	EMPTY
GE1227927	10.713	GOOD
GE1227933	0.17	EMPTY
GE1227937	1.718	GOOD
GE1227950	0.229	EMPTY
GE1227956	0.303	EMPTY
GE1227965	0.627	GOOD
GE1227971	6.928	GOOD
GE1227974	2.332	GOOD
GE1227976	0.292	EMPTY
GE1227979	0.831	GOOD
GE1227995	3.85	GOOD
GE1227997	0.153	EMPTY
GE12280	6.708	GOOD
GE1228005	35.829	GOOD
GE1228046	0.699	GOOD
GE1228058	0.737	GOOD
GE1228066	4.06	GOOD
GE1228072	1.957	GOOD
GE1228082	12.893	GOOD
GE1228083	6.633	GOOD
GE1228088	0.158	EMPTY
GE12281	44.109	GOOD
GE1228103	2.535	GOOD
GE1228119	0.59	GOOD
GE1228128	1.013	GOOD
GE1228129	0.047	EMPTY
GE1228133	1.081	GOOD
GE1228146	2.282	GOOD
GE1228149	0.288	EMPTY
GE1228150	3.865	GOOD
GE1228154	2.507	GOOD
GE1228161	0.212	EMPTY
GE1228162	0.082	EMPTY
GE1228169	0.953	GOOD
GE1228177	0.183	EMPTY
GE1228186	1.983	GOOD
GE12282	29.826	GOOD
GE1228208	5.088	GOOD
GE1228211	16.819	GOOD
GE1228227	1.119	GOOD
GE1228249	4.179	GOOD
GE1228263	18.27	GOOD
GE1228265	0.018	EMPTY
GE1228275	0.418	EMPTY
GE1228277	0.173	EMPTY
GE12283	1.145	GOOD
GE1228301	0.454	EMPTY
GE1228308	0.308	EMPTY
GE1228311	0.639	GOOD
GE1228325	1.189	GOOD
GE1228329	1.43	GOOD
GE1228330	0.921	GOOD
GE1228356	0.267	EMPTY
GE1228357	0.845	GOOD
GE1228369	11.911	GOOD
GE1228372	2.809	GOOD
GE1228380	88.516	GOOD
GE1228389	1.226	GOOD
GE12284	1.551	GOOD
GE1228401	5.465	GOOD
GE1228406	5.306	GOOD
GE1228414	0.187	EMPTY
GE1228418	0.924	GOOD
GE1228423	0.782	GOOD
GE1228433	0.139	EMPTY
GE1228437	0.142	EMPTY
GE1228441	5.704	GOOD
GE1228450	0.725	GOOD
GE1228456	3.099	GOOD
GE1228464	0.531	GOOD
GE1228476	18.239	GOOD
GE1228494	0.322	EMPTY
GE1228495	7.931	GOOD
GE1228498	1.892	GOOD
GE12285	6.115	GOOD
GE1228520	11.201	GOOD
GE1228528	6.039	GOOD
GE1228536	7.598	GOOD
GE1228548	0.12	EMPTY
GE1228551	0.42	EMPTY
GE1228557	3.599	GOOD
GE1228565	1.755	GOOD
GE1228570	16.408	GOOD
GE1228572	0.151	EMPTY
GE1228575	0.149	EMPTY
GE1228593	2.835	GOOD
GE1228594	0.237	EMPTY
GE12286	20.845	GOOD
GE1228605	4.485	GOOD
GE1228614	0.09	EMPTY
GE1228623	0.235	EMPTY
GE1228625	0.242	EMPTY
GE1228627	0.196	EMPTY
GE1228635	0.231	EMPTY
GE1228670	0.16	EMPTY
GE1228674	8.483	GOOD
GE1228681	19.14	GOOD
GE1228683	0.324	EMPTY
GE1228688	0.108	EMPTY
GE1228690	0.672	GOOD
GE1228694	0.282	EMPTY
GE12287	28.454	GOOD
GE1228702	0.231	EMPTY
GE1228736	0.154	EMPTY
GE1228745	0.144	EMPTY
GE1228754	8.511	GOOD
GE1228755	0.333	EMPTY
GE1228756	1.968	GOOD
GE1228771	0.821	GOOD
GE1228781	0.397	EMPTY
GE1228790	13.896	GOOD
GE1228793	0.039	EMPTY
GE12288	5.86	GOOD
GE1228807	2.704	GOOD
GE1228817	1.02	GOOD
GE1228820	0.952	GOOD
GE1228822	0.241	EMPTY
GE1228833	0.883	GOOD
GE1228836	0.099	EMPTY
GE1228845	17.017	GOOD
GE1228848	0.165	EMPTY
GE1228849	0.089	EMPTY
GE1228862	0.1	EMPTY
GE1228880	0.292	EMPTY
GE1228881	0.915	GOOD
GE1228885	1.299	GOOD
GE1228888	0.374	EMPTY
GE1228898	2.962	GOOD
GE12289	2.134	GOOD
GE1228911	3.602	GOOD
GE1228915	51.744	GOOD
GE1228922	2.645	GOOD
GE1228923	0.222	EMPTY
GE1228929	0.638	GOOD
GE1228931	0.192	EMPTY
GE1228987	4.506	GOOD
GE1228993	1.078	GOOD
GE1228998	4.308	GOOD
GE12290	0.128	EMPTY
GE1229009	2.035	GOOD
GE1229020	0.165	EMPTY
GE1229027	1.786	GOOD
GE1229043	0.132	EMPTY
GE1229050	5.734	GOOD
GE1229051	0.123	EMPTY
GE1229061	8.493	GOOD
GE1229063	15.373	GOOD
GE1229070	0.616	GOOD
GE1229086	1.193	GOOD
GE1229090	0.301	EMPTY
GE12291	20.314	GOOD
GE1229101	0.195	EMPTY
GE1229107	0.749	GOOD
GE1229109	0.922	GOOD
GE1229113	7.065	GOOD
GE1229131	2.77	GOOD
GE1229133	18.562	GOOD
GE1229135	0.748	GOOD
GE1229149	0.954	GOOD
GE1229153	1.016	GOOD
GE1229166	0.3	EMPTY
GE1229174	0.351	EMPTY
GE1229189	0.339	EMPTY
GE12292	11.234	GOOD
GE1229206	8.829	GOOD
GE1229207	1.323	GOOD
GE1229250	21.154	GOOD
GE1229256	24.124	GOOD
GE1229263	0.55	GOOD
GE1229273	2.862	GOOD
GE1229279	0.273	EMPTY
GE1229281	0.763	GOOD
GE1229298	0.243	EMPTY
GE12293	5.238	GOOD
GE1229309	26.471	GOOD
GE1229311	3.638	GOOD
GE1229327	1.037	GOOD
GE1229329	0.849	GOOD
GE1229336	0.111	EMPTY
GE1229348	0.821	GOOD
GE1229353	0.1	EMPTY
GE1229362	0.32	EMPTY
GE1229372	0.041	EMPTY
GE1229373	0.641	GOOD
GE1229381	1.219	GOOD
GE1229389	1.241	GOOD
GE1229399	-0.027	NEGATIVE
GE12294	0.876	GOOD
GE1229402	0.038	EMPTY
GE1229403	4.548	GOOD
GE1229417	0.237	EMPTY
GE1229419	0.234	EMPTY
GE1229425	8.028	GOOD
GE1229426	0.218	EMPTY
GE1229427	5.037	GOOD
GE1229462	0.96	GOOD
GE1229470	-0.032	NEGATIVE
GE1229472	0.052	EMPTY
GE1229478	0.107	EMPTY
GE1229491	1.114	GOOD
GE1229499	3.649	GOOD
GE12295	14.695	GOOD
GE1229517	0.703	GOOD
GE1229520	0.5	GOOD
GE1229526	5.324	GOOD
GE1229530	0.195	EMPTY
GE1229541	0.645	GOOD
GE1229550	0.121	EMPTY
GE1229557	0.962	GOOD
GE1229558	0.265	EMPTY
GE1229575	9.969	GOOD
GE1229578	0.261	EMPTY
GE1229585	14.791	GOOD
GE12296	1.184	GOOD
GE1229605	5.566	GOOD
GE1229610	42.648	GOOD
GE1229631	0.368	EMPTY
GE1229632	0.927	GOOD
GE1229637	0.533	GOOD
GE1229638	0.184	EMPTY
GE1229670	0.186	EMPTY
GE1229675	4.958	GOOD
GE1229682	0.208	EMPTY
GE1229689	0.252	EMPTY
GE1229691	9.9	GOOD
GE12297	4.922	GOOD
GE1229713	0.218	EMPTY
GE1229714	0.637	GOOD
GE1229724	0.116	EMPTY
GE1229740	0.087	EMPTY
GE1229748	-0.008	NEGATIVE
GE1229757	1.025	GOOD
GE1229762	0.552	GOOD
GE1229765	0.157	EMPTY
GE1229769	2.769	GOOD
GE1229784	0.229	EMPTY
GE1229786	0.269	EMPTY
GE1229790	0.16	EMPTY
GE12298	9.297	GOOD
GE1229804	0.602	GOOD
GE1229805	-0.006	NEGATIVE
GE1229812	0.142	EMPTY
GE1229832	46.827	GOOD
GE1229853	0.249	EMPTY
GE1229854	8.241	GOOD
GE1229855	0.446	EMPTY
GE1229860	0.456	GOOD
GE1229862	7.222	GOOD
GE1229864	1.196	GOOD
GE1229877	0.337	EMPTY
GE1229888	0.334	EMPTY
GE1229898	0.071	EMPTY
GE12299	3.821	GOOD
GE1229909	0.238	EMPTY
GE1229917	7.13	GOOD
GE1229923	10.924	GOOD
GE1229936	3.678	GOOD
GE1229938	8.099	GOOD
GE1229953	0.379	EMPTY
GE1229954	0.152	EMPTY
GE1229958	0.438	EMPTY
GE1229973	1.917	GOOD
GE1229978	2.535	GOOD
GE1229983	0.435	EMPTY
GE1229999	0.242	EMPTY
GE12300	11.993	GOOD
GE1230009	0.243	EMPTY
GE1230019	1.493	GOOD
GE1230025	2.547	GOOD
GE1230031	1.828	GOOD
GE1230033	11.968	GOOD
GE1230039	2.658	GOOD
GE1230040	1.376	GOOD
GE1230041	0.027	EMPTY
GE1230067	0.101	EMPTY
GE1230073	4.173	GOOD
GE1230086	6.118	GOOD
GE1230091	1.255	GOOD
GE12301	18.812	GOOD
GE1230101	0.202	EMPTY
GE1230106	0.685	GOOD
GE1230117	1.439	GOOD
GE1230118	0.584	GOOD
GE1230142	0.03	EMPTY
GE1230148	1.075	GOOD
GE1230155	0.394	EMPTY
GE1230164	0.583	GOOD
GE1230173	0.829	GOOD
GE1230177	0.869	GOOD
GE1230191	0.191	EMPTY
GE1230198	0.163	EMPTY
GE12302	52.874	GOOD
GE1230202	0.165	EMPTY
GE1230207	0.971	GOOD
GE1230213	1.634	GOOD
GE1230231	1.805	GOOD
GE1230235	0.614	GOOD
GE1230240	NA	MSR
GE1230251	0.227	EMPTY
GE1230257	0.252	EMPTY
GE1230259	0.189	EMPTY
GE1230261	0.244	EMPTY
