Reporter Identifier	T00275904 normalised intensity	T00275904 quality flag
GE1185231	0.106	EMPTY
GE1185237	10.115	GOOD
GE1185263	1.544	GOOD
GE1185264	1.673	POOR
GE1185283	0.414	EMPTY
GE1185285	0.264	EMPTY
GE1185297	0.06	EMPTY
GE1185300	0.626	GOOD
GE1185301	0.045	EMPTY
GE1185312	0.673	GOOD
GE1185331	0.237	EMPTY
GE1185337	0.046	EMPTY
GE1185342	0.102	EMPTY
GE1185355	0.226	EMPTY
GE1185383	0.173	EMPTY
GE1185398	0.181	EMPTY
GE1185414	0.234	EMPTY
GE1185417	0.15	EMPTY
GE1185422	3.215	GOOD
GE1185431	0.946	GOOD
GE1185432	0.133	EMPTY
GE1185451	0.378	EMPTY
GE1185459	0.326	EMPTY
GE1185463	0.248	EMPTY
GE1185469	0.669	GOOD
GE1185472	0.109	EMPTY
GE1185481	1.921	GOOD
GE1185491	10.924	GOOD
GE1185510	8.259	GOOD
GE1185511	0.192	EMPTY
GE1185517	14.972	GOOD
GE1185526	0.523	GOOD
GE1185528	0.059	EMPTY
GE1185530	0.143	EMPTY
GE1185531	1.968	GOOD
GE1185540	7.193	GOOD
GE1185544	1.549	GOOD
GE1185549	0.309	EMPTY
GE1185551	0.67	GOOD
GE1185567	1.026	GOOD
GE1185573	0.032	EMPTY
GE1185574	49.847	GOOD
GE1185595	0.074	EMPTY
GE1185597	0.918	GOOD
GE1185626	0.537	GOOD
GE1185629	13.87	GOOD
GE1185632	125.23	GOOD
GE1185634	0.323	EMPTY
GE1185663	0.345	EMPTY
GE1185665	10.314	GOOD
GE1185672	4.231	GOOD
GE1185676	0.057	EMPTY
GE1185697	0.713	GOOD
GE1185699	10.769	GOOD
GE1185709	0.108	EMPTY
GE1185733	1.015	GOOD
GE1185741	0.332	EMPTY
GE1185742	0.543	GOOD
GE1185747	1.8	GOOD
GE1185751	0.427	EMPTY
GE1185764	1.145	GOOD
GE1185770	3.206	GOOD
GE1185791	10.289	GOOD
GE1185793	0.348	EMPTY
GE1185797	0.067	EMPTY
GE1185804	0.128	EMPTY
GE1185826	0.2	EMPTY
GE1185827	0.059	EMPTY
GE1185831	0.142	EMPTY
GE1185840	1.066	GOOD
GE1185845	0.297	EMPTY
GE1185853	NA	MSR
GE1185878	0.134	EMPTY
GE1185885	0.741	GOOD
GE1185894	0.431	EMPTY
GE1185900	1.105	GOOD
GE1185907	0.461	GOOD
GE1185919	0.21	EMPTY
GE1185936	0.102	EMPTY
GE1185939	1.671	GOOD
GE1185946	0.159	EMPTY
GE1185950	-0.027	NEGATIVE
GE1185955	0.184	EMPTY
GE1185961	1.067	GOOD
GE1185962	0.118	EMPTY
GE1185963	9.235	GOOD
GE1185968	1.334	GOOD
GE1185977	0.491	GOOD
GE1185984	0.161	EMPTY
GE1185986	0.803	GOOD
GE1185987	0.254	EMPTY
GE1185993	0.035	EMPTY
GE1185997	0.175	EMPTY
GE1186049	0.046	EMPTY
GE1186055	1.329	GOOD
GE1186068	19.91	GOOD
GE1186073	0.166	EMPTY
GE1186080	0.088	EMPTY
GE1186081	5.823	GOOD
GE1186100	0.317	EMPTY
GE1186110	0.146	EMPTY
GE1186113	0.201	EMPTY
GE1186135	0.218	EMPTY
GE1186138	0.918	GOOD
GE1186150	0.721	GOOD
GE1186158	1.844	GOOD
GE1186160	2.205	GOOD
GE1186179	0.429	GOOD
GE1186189	0.199	EMPTY
GE1186191	0.252	EMPTY
GE1186196	0.11	EMPTY
GE1186207	0.333	EMPTY
GE1186217	0.312	EMPTY
GE1186218	0.732	GOOD
GE1186227	0.211	EMPTY
GE1186231	-0.011	NEGATIVE
GE1186239	0.274	EMPTY
GE1186260	0.123	EMPTY
GE1186263	0.128	EMPTY
GE1186278	13.053	GOOD
GE1186281	0.27	EMPTY
GE1186291	0.832	GOOD
GE1186297	0.161	EMPTY
GE1186301	1.075	GOOD
GE1186313	7.007	GOOD
GE1186320	373.956	GOOD
GE1186321	3.419	GOOD
GE1186325	4.645	GOOD
GE1186328	0.257	EMPTY
GE1186347	0.615	GOOD
GE1186357	5.243	GOOD
GE1186367	0.172	EMPTY
GE1186372	1.127	GOOD
GE1186378	0.23	EMPTY
GE1186379	2.428	GOOD
GE1186387	0.332	EMPTY
GE1186392	0.209	EMPTY
GE1186398	0.188	EMPTY
GE1186401	0.732	GOOD
GE1186404	-0.044	NEGATIVE
GE1186410	5.92	GOOD
GE1186432	0.26	EMPTY
GE1186440	0.053	EMPTY
GE1186441	1.54	GOOD
GE1186452	2.648	GOOD
GE1186455	0.867	GOOD
GE1186459	16.662	GOOD
GE1186461	6.739	GOOD
GE1186464	0.052	EMPTY
GE1186469	5.151	GOOD
GE1186474	0.053	EMPTY
GE1186492	5.351	GOOD
GE1186502	0.727	GOOD
GE1186521	0.561	GOOD
GE1186544	6.932	GOOD
GE1186557	0.98	GOOD
GE1186587	3.691	GOOD
GE1186614	0.196	EMPTY
GE1186617	0.581	GOOD
GE1186619	0.104	EMPTY
GE1186626	1.292	GOOD
GE1186637	13.122	GOOD
GE1186647	-0.081	NEGATIVE
GE1186652	3.52	GOOD
GE1186659	0.777	GOOD
GE1186666	0.015	EMPTY
GE1186672	0.102	EMPTY
GE1186673	0.215	EMPTY
GE1186692	0.111	EMPTY
GE1186695	4.949	GOOD
GE1186709	0.584	GOOD
GE1186710	0.152	EMPTY
GE1186724	0.197	EMPTY
GE1186725	0.164	EMPTY
GE1186733	1.562	GOOD
GE1186751	0.173	EMPTY
GE1186766	0.242	EMPTY
GE1186769	0.139	EMPTY
GE1186789	3.134	GOOD
GE1186804	0.126	EMPTY
GE1186813	0.344	EMPTY
GE1186816	7.986	GOOD
GE1186818	0.698	GOOD
GE1186828	0.836	GOOD
GE1186833	1.606	GOOD
GE1186834	14.924	GOOD
GE1186849	8.253	GOOD
GE1186853	0.843	GOOD
GE1186856	5.155	GOOD
GE1186862	0.364	EMPTY
GE1186870	27.854	GOOD
GE1186876	6.634	GOOD
GE1186887	1.357	GOOD
GE1186899	0.362	EMPTY
GE1186903	1.139	GOOD
GE1186911	69.815	GOOD
GE1186914	4.636	GOOD
GE1186927	9.924	GOOD
GE1186928	7.128	GOOD
GE1186951	2.957	GOOD
GE1186981	0.106	EMPTY
GE1187004	6.29	GOOD
GE1187005	3.09	GOOD
GE1187028	0.595	GOOD
GE1187034	0.755	GOOD
GE1187040	2.41	GOOD
GE1187044	0.123	EMPTY
GE1187048	3.759	GOOD
GE1187051	1.3	GOOD
GE1187063	0.219	EMPTY
GE1187074	1.301	GOOD
GE1187091	1.119	GOOD
GE1187105	18.56	GOOD
GE1187109	3.474	GOOD
GE1187115	19.564	GOOD
GE1187119	0.333	EMPTY
GE1187122	0.234	EMPTY
GE1187128	0.155	EMPTY
GE1187130	0.147	EMPTY
GE1187131	0.203	EMPTY
GE1187137	12.392	GOOD
GE1187139	0.318	EMPTY
GE1187140	30.992	GOOD
GE1187147	1.134	GOOD
GE1187149	0.107	EMPTY
GE1187178	0.286	EMPTY
GE1187182	38.126	GOOD
GE1187184	1.064	GOOD
GE1187185	2.858	GOOD
GE1187194	0.793	GOOD
GE1187197	5.301	GOOD
GE1187202	3.655	GOOD
GE1187234	0.059	EMPTY
GE1187236	0.455	GOOD
GE1187280	4.84	GOOD
GE1187292	4.056	GOOD
GE1187294	3.249	GOOD
GE1187321	3.714	GOOD
GE1187322	0.537	GOOD
GE1187328	29.293	GOOD
GE1187337	1.893	GOOD
GE1187341	0.314	EMPTY
GE1187345	1.541	GOOD
GE1187346	34.573	GOOD
GE1187352	0.294	EMPTY
GE1187354	0.069	EMPTY
GE1187374	3.995	GOOD
GE1187376	2.187	GOOD
GE1187380	0.044	EMPTY
GE1187387	0.605	POOR
GE1187401	2.108	GOOD
GE1187424	0.124	EMPTY
GE1187444	1.899	GOOD
GE1187452	101.648	GOOD
GE1187459	0.133	EMPTY
GE1187465	0.154	EMPTY
GE1187480	0.154	EMPTY
GE1187492	0.137	EMPTY
GE1187498	0.405	GOOD
GE1187505	0.19	EMPTY
GE1187507	4.503	GOOD
GE1187523	1.213	GOOD
GE1187531	0.428	EMPTY
GE1187542	2.536	GOOD
GE1187545	5.781	GOOD
GE1187549	13.322	GOOD
GE1187559	28.803	GOOD
GE1187560	14.171	GOOD
GE1187568	0.334	EMPTY
GE1187576	20.423	GOOD
GE1187622	7.453	GOOD
GE1187627	4.549	GOOD
GE1187633	0.183	EMPTY
GE1187639	0.265	EMPTY
GE1187646	0.191	EMPTY
GE1187668	13.7	GOOD
GE1187669	0.489	GOOD
GE1187677	0.313	EMPTY
GE1187684	0.13	EMPTY
GE1187690	0.163	EMPTY
GE1187691	0.158	EMPTY
GE1187692	0.078	EMPTY
GE1187702	0.238	EMPTY
GE1187712	0.389	EMPTY
GE1187718	61.173	GOOD
GE1187725	0.819	GOOD
GE1187729	0.099	EMPTY
GE1187733	45.495	GOOD
GE1187740	0.475	GOOD
GE1187742	0.057	EMPTY
GE1187750	8.89	GOOD
GE1187758	0.951	GOOD
GE1187759	0.666	GOOD
GE1187769	2.413	GOOD
GE1187771	0.797	GOOD
GE1187784	0.201	EMPTY
GE1187804	23.612	GOOD
GE1187815	0.221	EMPTY
GE1187835	1.705	GOOD
GE1187843	0.992	GOOD
GE1187872	0.761	GOOD
GE1187879	0.113	EMPTY
GE1187883	1.936	GOOD
GE1187885	1.376	GOOD
GE1187888	0.114	EMPTY
GE1187899	10.152	GOOD
GE1187901	5.716	GOOD
GE1187926	0.109	EMPTY
GE1187929	77.007	GOOD
GE1187930	1.048	GOOD
GE1187943	0.169	EMPTY
GE1187951	0.012	EMPTY
GE1187970	7.912	GOOD
GE1187974	0.823	GOOD
GE1187975	1.226	GOOD
GE1187980	0.17	EMPTY
GE1187985	12.856	GOOD
GE1188010	1.43	GOOD
GE1188015	0.384	GOOD
GE1188019	0.125	EMPTY
GE1188027	0.064	EMPTY
GE1188045	16.49	GOOD
GE1188053	0.605	GOOD
GE1188060	1.298	GOOD
GE1188066	0.627	GOOD
GE1188072	0.085	EMPTY
GE1188073	0.047	EMPTY
GE1188074	7.291	GOOD
GE1188076	0.118	EMPTY
GE1188077	4.683	GOOD
GE1188095	0.084	EMPTY
GE1188099	3.528	GOOD
GE1188123	2.201	GOOD
GE1188140	4.801	GOOD
GE1188149	0.927	GOOD
GE1188152	18.914	GOOD
GE1188170	41.526	GOOD
GE1188177	0.146	EMPTY
GE1188181	0.186	EMPTY
GE1188188	0.793	GOOD
GE1188189	0.91	GOOD
GE1188199	0.473	GOOD
GE1188216	0.255	EMPTY
GE1188218	2.072	GOOD
GE1188231	1.56	GOOD
GE1188245	2.981	GOOD
GE1188249	1.708	GOOD
GE1188263	0.198	EMPTY
GE1188274	0.163	EMPTY
GE1188278	0.542	GOOD
GE1188288	2.613	GOOD
GE1188296	0.023	EMPTY
GE1188309	0.42	EMPTY
GE1188312	3.675	GOOD
GE1188345	63.366	GOOD
GE1188349	0.176	EMPTY
GE1188354	0.174	EMPTY
GE1188358	0.144	EMPTY
GE1188364	0.35	EMPTY
GE1188371	0.968	GOOD
GE1188376	0.061	EMPTY
GE1188387	0.698	GOOD
GE1188394	-0.021	NEGATIVE
GE1188398	4.592	GOOD
GE1188406	0.142	EMPTY
GE1188415	0.078	EMPTY
GE1188432	0.572	GOOD
GE1188434	5.486	GOOD
GE1188443	0.526	GOOD
GE1188448	0.19	EMPTY
GE1188453	0.213	EMPTY
GE1188461	1.973	GOOD
GE1188463	0.771	GOOD
GE1188473	0.626	GOOD
GE1188475	0.091	EMPTY
GE1188479	2.394	GOOD
GE1188487	0.237	EMPTY
GE1188506	0.325	EMPTY
GE1188512	1.638	GOOD
GE1188514	1.361	GOOD
GE1188535	37.562	GOOD
GE1188547	9.824	GOOD
GE1188550	4.792	GOOD
GE1188563	0.889	GOOD
GE1188584	0.121	EMPTY
GE1188602	1.13	GOOD
GE1188603	0.749	GOOD
GE1188605	0.111	EMPTY
GE1188609	0.402	EMPTY
GE1188616	15.373	GOOD
GE1188642	3.278	GOOD
GE1188689	0.097	EMPTY
GE1188693	0.024	EMPTY
GE1188698	0.069	EMPTY
GE1188709	0.619	GOOD
GE1188725	1.078	GOOD
GE1188737	0.775	GOOD
GE1188742	0.029	EMPTY
GE1188743	3.045	GOOD
GE1188754	2.421	GOOD
GE1188761	0.303	EMPTY
GE1188780	0.474	GOOD
GE1188786	0.221	EMPTY
GE1188792	0.19	EMPTY
GE1188801	13.304	GOOD
GE1188810	0.119	EMPTY
GE1188814	1.528	GOOD
GE1188829	0.12	EMPTY
GE1188833	17.991	GOOD
GE1188834	2.394	GOOD
GE1188846	0.143	EMPTY
GE1188862	0.055	EMPTY
GE1188866	0.33	EMPTY
GE1188870	0.252	EMPTY
GE1188872	6.377	GOOD
GE1188875	1.526	GOOD
GE1188881	0.148	EMPTY
GE1188884	0.518	GOOD
GE1188891	25.315	GOOD
GE1188900	0.146	EMPTY
GE1188928	0.274	EMPTY
GE1188931	0.035	EMPTY
GE1188933	0.089	EMPTY
GE1188959	0.4	EMPTY
GE1188962	0.99	GOOD
GE1188974	32.562	GOOD
GE1188977	37.991	GOOD
GE1188978	0.222	EMPTY
GE1188986	0.7	GOOD
GE1188988	0.199	EMPTY
GE1188995	4.36	GOOD
GE1188996	24.404	GOOD
GE1189028	0.503	GOOD
GE1189039	21.096	GOOD
GE1189043	0.155	EMPTY
GE1189046	4.612	GOOD
GE1189068	0.523	GOOD
GE1189075	2.402	GOOD
GE1189085	2.984	GOOD
GE1189086	0.171	EMPTY
GE1189100	0.222	EMPTY
GE1189102	0.128	EMPTY
GE1189129	-0.006	NEGATIVE
GE1189139	0.766	GOOD
GE1189141	0.827	GOOD
GE1189148	5.573	GOOD
GE1189154	0.473	GOOD
GE1189164	0.145	EMPTY
GE1189174	1.515	GOOD
GE1189180	0.819	GOOD
GE1189182	0.643	GOOD
GE1189197	1.021	GOOD
GE1189199	0.065	EMPTY
GE1189206	0.056	EMPTY
GE1189215	1.393	GOOD
GE1189217	0.139	EMPTY
GE1189218	NA	MSR
GE1189245	4.815	GOOD
GE1189258	0.284	EMPTY
GE1189265	0.753	GOOD
GE1189266	0.129	EMPTY
GE1189278	2.345	GOOD
GE1189287	23.986	GOOD
GE1189299	0.239	EMPTY
GE1189317	0.231	EMPTY
GE1189321	0.612	GOOD
GE1189326	0.11	EMPTY
GE1189327	6.933	GOOD
GE1189335	0.863	GOOD
GE1189340	10.89	GOOD
GE1189350	0.898	GOOD
GE1189358	5.521	GOOD
GE1189368	0.531	GOOD
GE1189370	4.929	GOOD
GE1189379	0.18	EMPTY
GE1189381	5.992	GOOD
GE1189382	6.428	GOOD
GE1189387	0.79	GOOD
GE1189402	1.698	GOOD
GE1189405	3.252	GOOD
GE1189416	0.386	EMPTY
GE1189424	0.316	EMPTY
GE1189435	0.023	EMPTY
GE1189454	0.194	EMPTY
GE1189456	0.856	GOOD
GE1189463	0.559	GOOD
GE1189474	0.186	EMPTY
GE1189477	0.179	EMPTY
GE1189483	0.548	GOOD
GE1189490	0.18	EMPTY
GE1189493	0.161	EMPTY
GE1189494	0.058	EMPTY
GE1189499	2.221	GOOD
GE1189502	0.133	EMPTY
GE1189504	0.347	EMPTY
GE1189529	0.907	GOOD
GE1189551	0.148	EMPTY
GE1189563	-0.01	NEGATIVE
GE1189576	0.163	EMPTY
GE1189593	0.793	GOOD
GE1189599	0.719	GOOD
GE1189602	0.216	EMPTY
GE1189618	0.116	EMPTY
GE1189633	0.174	EMPTY
GE1189637	0.327	EMPTY
GE1189649	0.495	GOOD
GE1189655	0.139	EMPTY
GE1189657	0.112	EMPTY
GE1189659	4.51	GOOD
GE1189676	0.459	GOOD
GE1189677	0.082	EMPTY
GE1189688	0.02	EMPTY
GE1189692	0.86	GOOD
GE1189696	5.291	GOOD
GE1189705	0.385	EMPTY
GE1189730	0.245	EMPTY
GE1189738	0.903	GOOD
GE1189741	3.575	GOOD
GE1189745	1.055	GOOD
GE1189749	2.151	GOOD
GE1189753	0.678	GOOD
GE1189771	0.222	EMPTY
GE1189784	0.141	EMPTY
GE1189786	0.017	EMPTY
GE1189791	2.047	GOOD
GE1189800	0.143	EMPTY
GE1189803	1.344	GOOD
GE1189811	1.231	POOR
GE1189819	11.629	GOOD
GE1189831	2.135	GOOD
GE1189833	0.822	GOOD
GE1189844	0.471	GOOD
GE1189855	12.907	GOOD
GE1189872	0.508	GOOD
GE1189877	0.745	GOOD
GE1189891	22.911	GOOD
GE1189893	4.541	GOOD
GE1189904	0.486	GOOD
GE1189942	1.675	GOOD
GE1189961	52.807	GOOD
GE1189965	1.708	POOR
GE1189968	0.275	EMPTY
GE1189994	0.537	GOOD
GE1190000	2.149	GOOD
GE1190011	0.347	EMPTY
GE1190013	0.161	EMPTY
GE1190026	0.135	EMPTY
GE1190034	11.516	GOOD
GE1190052	0.756	GOOD
GE1190062	0.342	EMPTY
GE1190066	0.26	EMPTY
GE1190077	0.965	GOOD
GE1190084	0.121	EMPTY
GE1190090	12.334	GOOD
GE1190092	0.543	GOOD
GE1190124	0.505	GOOD
GE1190133	0.068	EMPTY
GE1190136	1.387	GOOD
GE1190155	0.194	EMPTY
GE1190156	0.645	GOOD
GE1190170	0.257	EMPTY
GE1190208	17.69	GOOD
GE1190213	6.592	GOOD
GE1190215	1.058	GOOD
GE1190226	1.188	GOOD
GE1190230	0.413	GOOD
GE1190235	2.185	GOOD
GE1190243	4.242	GOOD
GE1190253	1.499	GOOD
GE1190257	7.01	GOOD
GE1190271	0.129	EMPTY
GE1190273	12.846	GOOD
GE1190280	0.137	EMPTY
GE1190282	2.303	GOOD
GE1190284	1.396	GOOD
GE1190289	0.338	EMPTY
GE1190302	0.102	EMPTY
GE1190320	0.178	EMPTY
GE1190340	0.032	EMPTY
GE1190347	54.688	GOOD
GE1190352	0.229	EMPTY
GE1190354	1.338	GOOD
GE1190357	1.166	GOOD
GE1190359	0.133	EMPTY
GE1190362	0.105	EMPTY
GE1190374	9.945	GOOD
GE1190385	0.369	EMPTY
GE1190411	1.072	GOOD
GE1190412	4.818	GOOD
GE1190420	1.873	GOOD
GE1190426	12.818	GOOD
GE1190454	0.583	GOOD
GE1190460	0.074	EMPTY
GE1190476	0.536	GOOD
GE1190478	1.117	GOOD
GE1190486	0.06	EMPTY
GE1190488	5.018	GOOD
GE1190513	0.098	EMPTY
GE1190529	0.102	EMPTY
GE1190544	2.85	GOOD
GE1190554	0.191	EMPTY
GE1190561	0.113	EMPTY
GE1190565	0.186	EMPTY
GE1190575	0.525	GOOD
GE1190579	0.121	EMPTY
GE1190582	0.226	EMPTY
GE1190592	0.312	EMPTY
GE1190601	0.162	EMPTY
GE1190602	0.832	GOOD
GE1190621	0.681	GOOD
GE1190627	0.483	GOOD
GE1190631	0.117	EMPTY
GE1190641	3.103	GOOD
GE1190642	0.08	EMPTY
GE1190647	1.765	GOOD
GE1190650	1.029	GOOD
GE1190653	0.143	EMPTY
GE1190665	0.404	GOOD
GE1190676	281.198	GOOD
GE1190696	0.422	GOOD
GE1190704	4.497	GOOD
GE1190705	14.199	GOOD
GE1190715	0.127	EMPTY
GE1190726	17.716	GOOD
GE1190736	0.348	EMPTY
GE1190750	0.157	EMPTY
GE1190755	0.225	EMPTY
GE1190769	0.868	GOOD
GE1190793	0.519	GOOD
GE1190807	-0.005	NEGATIVE
GE1190808	1.015	POOR
GE1190827	0.212	EMPTY
GE1190835	1.912	GOOD
GE1190839	0.331	EMPTY
GE1190842	0.291	EMPTY
GE1190850	3.305	GOOD
GE1190859	0.605	GOOD
GE1190866	0.899	GOOD
GE1190869	2.151	GOOD
GE1190891	23.904	GOOD
GE1190894	0.06	EMPTY
GE1190903	1.19	GOOD
GE1190904	1.413	GOOD
GE1190935	9.145	GOOD
GE1190940	22.492	GOOD
GE1190961	0.37	EMPTY
GE1190964	12.652	GOOD
GE1190972	-0.021	NEGATIVE
GE1190980	2.355	POOR
GE1190987	0.957	GOOD
GE1190988	0.012	EMPTY
GE1190998	8.344	GOOD
GE1191009	5.947	GOOD
GE1191018	14.536	GOOD
GE1191034	0.792	GOOD
GE1191037	0.375	EMPTY
GE1191040	2.117	GOOD
GE1191053	2.193	GOOD
GE1191054	0.447	GOOD
GE1191074	14.533	GOOD
GE1191077	0.916	GOOD
GE1191089	0.217	EMPTY
GE1191097	1.067	GOOD
GE1191111	4.171	GOOD
GE1191112	0.097	EMPTY
GE1191114	0.145	EMPTY
GE1191123	0.241	EMPTY
GE1191124	1.395	GOOD
GE1191131	17.924	GOOD
GE1191182	0.392	EMPTY
GE1191193	0.155	EMPTY
GE1191194	0.432	GOOD
GE1191197	0.089	EMPTY
GE1191210	0.102	EMPTY
GE1191221	11.461	GOOD
GE1191226	0.116	EMPTY
GE1191232	0.388	EMPTY
GE1191241	8.079	GOOD
GE1191250	1.033	GOOD
GE1191251	11.587	GOOD
GE1191262	2.519	GOOD
GE1191278	0.24	EMPTY
GE1191279	0.941	GOOD
GE1191282	7.461	GOOD
GE1191290	0.651	GOOD
GE1191291	0.323	EMPTY
GE1191292	1.363	GOOD
GE1191295	0.316	EMPTY
GE1191308	0.132	EMPTY
GE1191309	0.941	GOOD
GE1191321	1.682	GOOD
GE1191328	1.232	GOOD
GE1191331	2.786	GOOD
GE1191339	40.601	GOOD
GE1191345	0.082	EMPTY
GE1191359	0.271	EMPTY
GE1191365	0.701	GOOD
GE1191374	0.128	EMPTY
GE1191395	2.632	GOOD
GE1191400	0.106	EMPTY
GE1191405	-0.025	NEGATIVE
GE1191408	0.176	EMPTY
GE1191434	NA	MSR
GE1191437	4.206	GOOD
GE1191442	2.25	GOOD
GE1191443	9.016	GOOD
GE1191450	0.733	GOOD
GE1191468	25.597	GOOD
GE1191480	2.352	GOOD
GE1191485	0.127	EMPTY
GE1191501	0.627	GOOD
GE1191514	0.089	EMPTY
GE1191517	0.634	GOOD
GE1191533	0.971	GOOD
GE1191540	0.741	GOOD
GE1191560	2.247	GOOD
GE1191561	29.993	GOOD
GE1191566	19.989	GOOD
GE1191567	0.187	EMPTY
GE1191584	0.172	EMPTY
GE1191594	182.045	GOOD
GE1191600	0.179	EMPTY
GE1191601	0.258	EMPTY
GE1191612	1.42	GOOD
GE1191624	0.111	EMPTY
GE1191630	2.624	GOOD
GE1191663	-0.014	NEGATIVE
GE1191680	1.572	GOOD
GE1191687	0.271	EMPTY
GE1191693	2.386	GOOD
GE1191706	NA	MSR
GE1191707	1.16	GOOD
GE1191718	4.523	GOOD
GE1191725	0.214	EMPTY
GE1191742	0.187	EMPTY
GE1191743	0.176	EMPTY
GE1191749	0.148	EMPTY
GE1191758	0.23	EMPTY
GE1191759	4.658	GOOD
GE1191784	8.516	GOOD
GE1191788	0.852	GOOD
GE1191796	0.676	GOOD
GE1191810	1.035	GOOD
GE1191816	0.159	EMPTY
GE1191829	2.896	GOOD
GE1191843	0.861	GOOD
GE1191846	1.37	GOOD
GE1191848	0.281	EMPTY
GE1191853	1.495	GOOD
GE1191855	0.33	EMPTY
GE1191874	1.235	GOOD
GE1191878	1.09	GOOD
GE1191880	3.614	GOOD
GE1191910	0.135	EMPTY
GE1191911	0.143	EMPTY
GE1191917	5.924	GOOD
GE1191928	0.251	EMPTY
GE1191932	3.556	GOOD
GE1191948	1.626	GOOD
GE1191963	1.509	GOOD
GE1191968	5.046	GOOD
GE1191973	0.281	EMPTY
GE1191980	2.182	GOOD
GE1191992	6.138	GOOD
GE1191999	1.018	GOOD
GE1192010	0.177	EMPTY
GE1192017	2.257	GOOD
GE1192021	5.814	GOOD
GE1192032	4.439	GOOD
GE1192052	3.3	GOOD
GE1192064	0.357	EMPTY
GE1192067	6.318	GOOD
GE1192073	0.245	EMPTY
GE1192094	19.904	GOOD
GE1192097	2.953	GOOD
GE1192104	0.115	EMPTY
GE1192116	0.072	EMPTY
GE1192122	3.307	GOOD
GE1192123	3.576	GOOD
GE1192126	0.212	EMPTY
GE1192160	16.111	GOOD
GE1192166	0.478	GOOD
GE1192186	18.571	GOOD
GE1192194	1.517	GOOD
GE1192201	2.268	GOOD
GE1192203	1.555	GOOD
GE1192219	0.172	EMPTY
GE1192221	0.202	EMPTY
GE1192230	6.646	GOOD
GE1192231	0.482	GOOD
GE1192248	0.17	EMPTY
GE1192250	1.588	GOOD
GE1192269	0.941	GOOD
GE1192279	0.613	GOOD
GE1192281	3.896	GOOD
GE1192296	0.076	EMPTY
GE1192301	65.543	GOOD
GE1192304	0.311	EMPTY
GE1192319	40.449	GOOD
GE1192333	0.15	EMPTY
GE1192346	8.73	GOOD
GE1192357	0.942	GOOD
GE1192369	4.96	GOOD
GE1192380	0.181	EMPTY
GE1192382	99.597	GOOD
GE1192384	0.235	EMPTY
GE1192411	0.146	EMPTY
GE1192413	2.205	GOOD
GE1192414	7.173	GOOD
GE1192417	2.104	GOOD
GE1192439	3.088	GOOD
GE1192449	0.042	EMPTY
GE1192451	3.27	GOOD
GE1192463	0.549	GOOD
GE1192467	0.269	EMPTY
GE1192473	1.014	GOOD
GE1192488	0.152	EMPTY
GE1192508	0.511	GOOD
GE1192517	0.044	EMPTY
GE1192518	7.975	GOOD
GE1192530	0.348	EMPTY
GE1192532	0.943	GOOD
GE1192542	0.094	EMPTY
GE1192547	84.882	GOOD
GE1192552	0.155	EMPTY
GE1192574	4.721	GOOD
GE1192581	16.25	GOOD
GE1192583	0.13	EMPTY
GE1192588	7.35	GOOD
GE1192603	0.105	EMPTY
GE1192612	0.101	EMPTY
GE1192616	2.036	GOOD
GE1192634	0.072	EMPTY
GE1192636	0.123	EMPTY
GE1192638	0.393	EMPTY
GE1192646	0.103	EMPTY
GE1192660	0.193	EMPTY
GE1192683	62.818	GOOD
GE1192686	0.144	EMPTY
GE1192694	0.064	EMPTY
GE1192701	21.408	GOOD
GE1192710	1.118	GOOD
GE1192718	0.703	GOOD
GE1192734	3.359	GOOD
GE1192735	5.177	GOOD
GE1192739	0.341	EMPTY
GE1192741	0.359	EMPTY
GE1192753	0.171	EMPTY
GE1192761	12.073	GOOD
GE1192762	0.057	EMPTY
GE1192763	3.301	GOOD
GE1192769	0.104	EMPTY
GE1192777	0.216	EMPTY
GE1192790	4.317	GOOD
GE1192800	0.145	EMPTY
GE1192812	0.223	EMPTY
GE1192831	9.24	GOOD
GE1192839	2.527	GOOD
GE1192840	0.134	EMPTY
GE1192843	3.932	GOOD
GE1192850	1.423	GOOD
GE1192861	0.136	EMPTY
GE1192868	9.118	GOOD
GE1192870	0.215	EMPTY
GE1192895	5.639	GOOD
GE1192902	1.044	GOOD
GE1192904	119.122	GOOD
GE1192907	1.6	GOOD
GE1192929	0.041	EMPTY
GE1192945	2.894	GOOD
GE1192957	0.011	EMPTY
GE1192960	0.309	EMPTY
GE1192975	10.491	GOOD
GE1192985	0.202	EMPTY
GE1192991	2.746	GOOD
GE1192993	0.138	EMPTY
GE1193033	4.441	GOOD
GE1193042	0.369	EMPTY
GE1193051	4.463	GOOD
GE1193055	0.112	EMPTY
GE1193056	3.613	GOOD
GE1193065	0.444	EMPTY
GE1193072	0.772	GOOD
GE1193087	4.597	GOOD
GE1193094	0.579	GOOD
GE1193105	0.301	EMPTY
GE1193120	2.746	GOOD
GE1193130	2.604	GOOD
GE1193136	0.506	GOOD
GE1193137	0.227	EMPTY
GE1193139	2.305	GOOD
GE1193160	1.306	GOOD
GE1193164	0.227	EMPTY
GE1193173	0.081	EMPTY
GE1193174	0.115	EMPTY
GE1193176	0.144	EMPTY
GE1193177	0.207	EMPTY
GE1193192	0.542	GOOD
GE1193193	0.572	GOOD
GE1193194	0.351	EMPTY
GE1193213	NA	MSR
GE1193222	4.588	GOOD
GE1193240	0.109	EMPTY
GE1193254	NA	MSR
