Reporter Identifier	T00275905 normalised intensity	T00275905 quality flag
GE1134559	0.072	EMPTY
GE1134565	35.828	GOOD
GE1134575	46.907	GOOD
GE1134590	3.566	GOOD
GE1134607	0.055	EMPTY
GE1134609	0.25	EMPTY
GE1134627	4.157	GOOD
GE1134640	0.553	GOOD
GE1134657	0.439	GOOD
GE1134661	0.932	GOOD
GE1134666	0.144	EMPTY
GE1134669	0.88	GOOD
GE1134683	0.2	EMPTY
GE1134684	1.643	GOOD
GE1134698	0.063	EMPTY
GE1134699	0.318	EMPTY
GE1134712	3.627	GOOD
GE1134722	1.081	GOOD
GE1134743	8.079	GOOD
GE1134745	0.165	EMPTY
GE1134751	0.068	EMPTY
GE1134773	0.154	EMPTY
GE1134781	0.033	EMPTY
GE1134791	0.482	GOOD
GE1134799	2.009	GOOD
GE1134805	1.21	GOOD
GE1134823	0.173	EMPTY
GE1134834	0.52	GOOD
GE1134851	0.377	EMPTY
GE1134861	1.007	GOOD
GE1134866	0.15	EMPTY
GE1134875	2.485	GOOD
GE1134878	0.131	EMPTY
GE1134879	0.077	EMPTY
GE1134889	0.602	GOOD
GE1134891	4.705	GOOD
GE1134916	0.117	EMPTY
GE1134928	9.202	GOOD
GE1134932	29.925	GOOD
GE1134937	5.546	GOOD
GE1134955	1.839	POOR
GE1134960	0.135	EMPTY
GE1134972	0.203	EMPTY
GE1134976	3.083	GOOD
GE1134995	6.842	GOOD
GE1135010	4.511	GOOD
GE1135014	12.578	GOOD
GE1135027	0.418	GOOD
GE1135034	0.195	EMPTY
GE1135036	0.653	GOOD
GE1135041	2.057	GOOD
GE1135046	4.88	GOOD
GE1135049	0.162	EMPTY
GE1135061	17.155	GOOD
GE1135080	0.316	EMPTY
GE1135088	3.745	GOOD
GE1135100	0.197	EMPTY
GE1135105	0.907	GOOD
GE1135137	0.107	EMPTY
GE1135146	10.161	GOOD
GE1135147	0.632	GOOD
GE1135156	0.092	EMPTY
GE1135164	0.281	EMPTY
GE1135168	7.179	GOOD
GE1135173	0.806	GOOD
GE1135176	0.166	EMPTY
GE1135192	0.199	EMPTY
GE1135199	0.262	EMPTY
GE1135210	4.557	GOOD
GE1135219	2.509	GOOD
GE1135226	0.189	EMPTY
GE1135235	0.745	GOOD
GE1135259	0.074	EMPTY
GE1135265	5.627	GOOD
GE1135274	2.829	GOOD
GE1135282	0.432	GOOD
GE1135301	0.024	EMPTY
GE1135340	3.842	GOOD
GE1135341	4.719	GOOD
GE1135349	0.176	EMPTY
GE1135350	3.87	GOOD
GE1135352	0.245	EMPTY
GE1135378	0.197	EMPTY
GE1135382	14.702	GOOD
GE1135383	9.645	GOOD
GE1135387	0.451	POOR
GE1135388	2.831	GOOD
GE1135400	1.089	GOOD
GE1135411	1.111	GOOD
GE1135420	10.572	GOOD
GE1135426	0.486	GOOD
GE1135433	0.147	EMPTY
GE1135439	0.535	GOOD
GE1135450	0.846	GOOD
GE1135460	0.032	EMPTY
GE1135476	20.734	GOOD
GE1135480	0.408	GOOD
GE1135489	11.303	GOOD
GE1135496	0.477	GOOD
GE1135505	4.979	GOOD
GE1135511	0.369	EMPTY
GE1135519	5.572	GOOD
GE1135523	0.097	EMPTY
GE1135529	2.193	GOOD
GE1135539	0.162	EMPTY
GE1135559	0.208	EMPTY
GE1135564	0.444	GOOD
GE1135565	0.388	EMPTY
GE1135591	0.147	EMPTY
GE1135593	0.811	GOOD
GE1135598	0.156	EMPTY
GE1135602	0.955	GOOD
GE1135606	0.96	GOOD
GE1135618	16.621	GOOD
GE1135623	0.134	EMPTY
GE1135628	2.609	GOOD
GE1135641	0.21	EMPTY
GE1135643	0.048	EMPTY
GE1135666	1.55	GOOD
GE1135667	12.825	GOOD
GE1135671	0.578	GOOD
GE1135677	1.285	GOOD
GE1135688	39.565	GOOD
GE1135692	8.611	GOOD
GE1135710	1.969	GOOD
GE1135713	1.237	GOOD
GE1135716	8.848	GOOD
GE1135717	NA	MSR
GE1135723	0.124	EMPTY
GE1135724	1.361	GOOD
GE1135732	6.568	GOOD
GE1135742	0.385	GOOD
GE1135753	21.663	GOOD
GE1135762	1.013	GOOD
GE1135766	10.186	GOOD
GE1135774	0.169	EMPTY
GE1135776	21.865	GOOD
GE1135782	0.125	EMPTY
GE1135820	1.804	GOOD
GE1135821	7.979	GOOD
GE1135822	0.139	EMPTY
GE1135828	4.901	GOOD
GE1135830	0.369	EMPTY
GE1135844	4.921	GOOD
GE1135851	1.407	GOOD
GE1135852	19.64	GOOD
GE1135868	9.237	GOOD
GE1135872	0.112	EMPTY
GE1135883	2.952	GOOD
GE1135887	0.078	EMPTY
GE1135911	0.297	EMPTY
GE1135920	0.733	GOOD
GE1135929	0.11	EMPTY
GE1135934	3.549	GOOD
GE1135938	0.126	EMPTY
GE1135949	5.573	GOOD
GE1135961	0.449	GOOD
GE1135972	8.711	GOOD
GE1135975	1.171	GOOD
GE1135976	0.107	EMPTY
GE1135990	0.014	EMPTY
GE1135993	3.674	GOOD
GE1135995	20.595	GOOD
GE1135997	0.082	EMPTY
GE1136021	4.664	GOOD
GE1136031	0.142	EMPTY
GE1136048	10.475	GOOD
GE1136052	0.032	EMPTY
GE1136053	0.845	GOOD
GE1136057	0.82	GOOD
GE1136084	0.102	EMPTY
GE1136097	0.335	EMPTY
GE1136098	3.703	GOOD
GE1136112	0.137	EMPTY
GE1136117	0.096	EMPTY
GE1136118	0.275	EMPTY
GE1136129	0.065	EMPTY
GE1136132	0.374	EMPTY
GE1136142	0.713	GOOD
GE1136155	0.914	GOOD
GE1136171	1.677	GOOD
GE1136184	14.197	GOOD
GE1136186	13.225	GOOD
GE1136197	0.397	GOOD
GE1136211	0.336	EMPTY
GE1136214	2.193	GOOD
GE1136216	0.425	EMPTY
GE1136229	0.206	EMPTY
GE1136234	3.45	GOOD
GE1136236	1.534	GOOD
GE1136262	5.545	GOOD
GE1136266	0.441	EMPTY
GE1136267	0.062	EMPTY
GE1136269	24.889	GOOD
GE1136280	1.272	GOOD
GE1136316	0.117	EMPTY
GE1136324	0.206	EMPTY
GE1136333	0.379	EMPTY
GE1136334	0.266	EMPTY
GE1136336	2.47	GOOD
GE1136374	19.168	GOOD
GE1136376	2.685	GOOD
GE1136392	0.552	GOOD
GE1136396	0.578	GOOD
GE1136397	0.296	EMPTY
GE1136405	1.512	GOOD
GE1136407	1.304	GOOD
GE1136423	0.135	EMPTY
GE1136429	1.415	GOOD
GE1136432	0.278	EMPTY
GE1136440	1.307	GOOD
GE1136441	1.774	GOOD
GE1136444	0.273	EMPTY
GE1136463	30.068	GOOD
GE1136475	0.812	GOOD
GE1136476	0.848	GOOD
GE1136485	4.226	GOOD
GE1136488	0.156	EMPTY
GE1136491	0.331	EMPTY
GE1136493	1.097	GOOD
GE1136504	0.847	GOOD
GE1136507	0.137	EMPTY
GE1136510	1.596	GOOD
GE1136511	1.751	GOOD
GE1136527	0.202	EMPTY
GE1136533	3.327	GOOD
GE1136538	0.649	GOOD
GE1136578	0.554	GOOD
GE1136585	0.49	GOOD
GE1136624	0.056	EMPTY
GE1136638	0.165	EMPTY
GE1136653	4.434	GOOD
GE1136663	3.968	GOOD
GE1136664	1.148	GOOD
GE1136668	0.229	EMPTY
GE1136673	1.504	GOOD
GE1136689	0.208	EMPTY
GE1136694	5.843	GOOD
GE1136698	0.297	EMPTY
GE1136718	0.11	EMPTY
GE1136737	0.028	EMPTY
GE1136743	0.434	EMPTY
GE1136752	0.361	EMPTY
GE1136761	0.098	EMPTY
GE1136798	15.09	GOOD
GE1136808	1.96	GOOD
GE1136818	0.228	EMPTY
GE1136821	0.101	EMPTY
GE1136824	0.11	EMPTY
GE1136832	3.133	GOOD
GE1136834	2.878	GOOD
GE1136838	9.583	GOOD
GE1136851	0.111	EMPTY
GE1136855	10.902	GOOD
GE1136861	0.262	EMPTY
GE1136865	5.612	GOOD
GE1136875	0.102	EMPTY
GE1136879	1.003	GOOD
GE1136896	2.153	GOOD
GE1136899	0.489	GOOD
GE1136912	2.308	GOOD
GE1136945	2.468	GOOD
GE1136948	0.641	GOOD
GE1136954	11.259	GOOD
GE1136956	0.308	EMPTY
GE1136967	0.14	EMPTY
GE1136969	0.003	EMPTY
GE1136981	0.279	EMPTY
GE1136989	1.558	GOOD
GE1136992	0.257	EMPTY
GE1136999	0.339	EMPTY
GE1137001	0.113	EMPTY
GE1137014	11.274	GOOD
GE1137023	7.553	GOOD
GE1137045	0.37	EMPTY
GE1137049	0.113	EMPTY
GE1137052	0.213	EMPTY
GE1137055	0.101	EMPTY
GE1137062	0.13	EMPTY
GE1137070	6.135	GOOD
GE1137073	1.419	GOOD
GE1137087	3.424	GOOD
GE1137102	35.935	GOOD
GE1137111	2.511	GOOD
GE1137125	0.266	EMPTY
GE1137146	1.569	GOOD
GE1137148	0.522	GOOD
GE1137174	0.652	GOOD
GE1137175	1.93	GOOD
GE1137177	4.857	GOOD
GE1137192	7.852	GOOD
GE1137198	0.287	EMPTY
GE1137211	0.105	EMPTY
GE1137214	0.523	GOOD
GE1137233	0.79	GOOD
GE1137245	16.144	GOOD
GE1137247	-0.006	NEGATIVE
GE1137248	6.299	GOOD
GE1137256	0.068	EMPTY
GE1137266	0.194	EMPTY
GE1137270	5.532	GOOD
GE1137285	29.795	GOOD
GE1137288	0.074	EMPTY
GE1137292	7.352	GOOD
GE1137315	2.722	GOOD
GE1137319	0.154	EMPTY
GE1137322	0.185	EMPTY
GE1137325	1.393	GOOD
GE1137326	0.262	EMPTY
GE1137335	0.542	GOOD
GE1137347	2.712	GOOD
GE1137351	28.522	GOOD
GE1137370	0.181	EMPTY
GE1137371	0.541	GOOD
GE1137389	0.258	EMPTY
GE1137390	0.169	EMPTY
GE1137397	0.077	EMPTY
GE1137400	0.86	GOOD
GE1137408	0.128	EMPTY
GE1137425	0.152	EMPTY
GE1137427	0.519	GOOD
GE1137437	2.436	GOOD
GE1137439	0.103	EMPTY
GE1137453	0.295	EMPTY
GE1137454	1.784	GOOD
GE1137480	0.606	GOOD
GE1137485	10.321	GOOD
GE1137492	21.126	GOOD
GE1137494	-0.012	NEGATIVE
GE1137498	1.055	GOOD
GE1137512	2.127	GOOD
GE1137521	31.675	GOOD
GE1137524	0.417	EMPTY
GE1137528	0.299	EMPTY
GE1137560	0.063	EMPTY
GE1137563	2.706	GOOD
GE1137571	0.179	EMPTY
GE1137583	0.103	EMPTY
GE1137584	1.197	GOOD
GE1137588	18.585	GOOD
GE1137605	0.937	GOOD
GE1137611	7.111	GOOD
GE1137613	0.207	EMPTY
GE1137621	0.183	EMPTY
GE1137628	0.08	EMPTY
GE1137635	2.877	GOOD
GE1137655	0.241	EMPTY
GE1137656	1.061	GOOD
GE1137661	0.809	GOOD
GE1137671	3.82	GOOD
GE1137686	2.893	GOOD
GE1137695	0.515	GOOD
GE1137700	0.119	EMPTY
GE1137722	0.674	GOOD
GE1137726	0.573	GOOD
GE1137731	1.262	GOOD
GE1137732	0.314	EMPTY
GE1137741	0.31	EMPTY
GE1137758	0.383	EMPTY
GE1137759	0.633	GOOD
GE1137761	3.094	GOOD
GE1137771	0.729	GOOD
GE1137774	1.99	GOOD
GE1137784	7.943	GOOD
GE1137786	0.108	EMPTY
GE1137811	0.133	EMPTY
GE1137823	0.702	GOOD
GE1137836	0.183	EMPTY
GE1137837	78.849	GOOD
GE1137840	0.647	GOOD
GE1137849	0.08	EMPTY
GE1137852	0.251	EMPTY
GE1137862	4.434	GOOD
GE1137866	0.478	GOOD
GE1137867	0.418	EMPTY
GE1137884	2.11	GOOD
GE1137899	0.119	EMPTY
GE1137903	5.089	GOOD
GE1137907	2.138	GOOD
GE1137910	12.649	GOOD
GE1137947	0.268	EMPTY
GE1137951	8.904	GOOD
GE1137954	0.121	EMPTY
GE1137955	0.098	EMPTY
GE1137966	0.063	EMPTY
GE1137993	0.285	EMPTY
GE1138011	0.278	EMPTY
GE1138019	1.777	GOOD
GE1138026	16.11	GOOD
GE1138028	0.405	GOOD
GE1138032	7.367	GOOD
GE1138039	0.162	EMPTY
GE1138083	0.599	GOOD
GE1138088	2.388	GOOD
GE1138095	0.683	GOOD
GE1138108	0.023	EMPTY
GE1138122	13.349	GOOD
GE1138123	7.678	GOOD
GE1138138	0.687	GOOD
GE1138144	0.24	EMPTY
GE1138156	0.2	EMPTY
GE1138158	0.491	GOOD
GE1138161	2.213	GOOD
GE1138174	0.201	EMPTY
GE1138194	0.724	GOOD
GE1138208	0.088	EMPTY
GE1138216	0.127	EMPTY
GE1138219	1.807	GOOD
GE1138227	1.472	GOOD
GE1138233	1.02	GOOD
GE1138244	0.232	EMPTY
GE1138249	2.537	GOOD
GE1138255	0.911	GOOD
GE1138275	4.7	GOOD
GE1138277	0.044	EMPTY
GE1138278	2.812	GOOD
GE1138297	0.168	EMPTY
GE1138305	0.099	EMPTY
GE1138307	11.648	GOOD
GE1138320	3.113	GOOD
GE1138339	0.387	EMPTY
GE1138347	0.18	EMPTY
GE1138350	0.405	GOOD
GE1138354	1.26	GOOD
GE1138360	31.997	GOOD
GE1138370	0.904	GOOD
GE1138376	0.64	GOOD
GE1138383	1.01	GOOD
GE1138398	7.977	GOOD
GE1138402	0.126	EMPTY
GE1138403	0.906	GOOD
GE1138405	20.658	GOOD
GE1138418	0.567	GOOD
GE1138425	0.168	EMPTY
GE1138447	16.485	GOOD
GE1138458	0.184	EMPTY
GE1138494	0.624	GOOD
GE1138501	0.63	GOOD
GE1138514	6.499	GOOD
GE1138528	6.948	GOOD
GE1138530	0.127	EMPTY
GE1138540	13.713	GOOD
GE1138546	13.342	GOOD
GE1138557	4.044	GOOD
GE1138558	0.517	GOOD
GE1138560	1.24	GOOD
GE1138569	6.16	GOOD
GE1138570	-0.034	NEGATIVE
GE1138582	0.128	EMPTY
GE1138590	0.113	EMPTY
GE1138601	0.744	GOOD
GE1138603	9.584	GOOD
GE1138638	0.652	GOOD
GE1138642	2.527	GOOD
GE1138656	0.677	GOOD
GE1138666	27.896	GOOD
GE1138670	0.255	EMPTY
GE1138682	1.392	GOOD
GE1138688	0.091	EMPTY
GE1138696	1.675	GOOD
GE1138702	12.167	GOOD
GE1138713	0.997	GOOD
GE1138731	4.209	GOOD
GE1138732	0.183	EMPTY
GE1138733	0.155	EMPTY
GE1138741	2.602	GOOD
GE1138747	0.322	EMPTY
GE1138750	0.579	GOOD
GE1138766	NA	MSR
GE1138771	6.115	GOOD
GE1138782	0.962	GOOD
GE1138783	6.167	POOR
GE1138786	0.122	EMPTY
GE1138809	0.722	GOOD
GE1138811	12.442	GOOD
GE1138823	8.141	GOOD
GE1138830	1.786	GOOD
GE1138843	0.259	EMPTY
GE1138852	1.839	GOOD
GE1138856	9.363	GOOD
GE1138864	0.214	EMPTY
GE1138867	1.835	GOOD
GE1138875	0.142	EMPTY
GE1138903	0.102	EMPTY
GE1138905	2	GOOD
GE1138908	0.12	EMPTY
GE1138919	0.684	GOOD
GE1138929	11.925	GOOD
GE1138936	0.058	EMPTY
GE1138939	2.621	GOOD
GE1138946	0.823	GOOD
GE1138953	12.621	GOOD
GE1138970	0.064	EMPTY
GE1138984	0.145	EMPTY
GE1138992	0.462	GOOD
GE1138993	0.233	EMPTY
GE1139002	0.512	GOOD
GE1139020	1.017	GOOD
GE1139022	0.379	EMPTY
GE1139024	2.081	GOOD
GE1139032	0.151	EMPTY
GE1139042	18.205	GOOD
GE1139047	0.051	EMPTY
GE1139054	0.155	EMPTY
GE1139057	0.28	EMPTY
GE1139068	0.265	EMPTY
GE1139077	44.83	GOOD
GE1139105	6.764	GOOD
GE1139109	5.967	GOOD
GE1139116	0.137	EMPTY
GE1139125	12.709	GOOD
GE1139130	0.138	EMPTY
GE1139131	0.113	EMPTY
GE1139142	0.17	EMPTY
GE1139147	4.106	GOOD
GE1139150	0.207	EMPTY
GE1139153	4.034	GOOD
GE1139169	4.531	GOOD
GE1139177	0.727	GOOD
GE1139178	1.49	GOOD
GE1139181	2.123	GOOD
GE1139194	6.344	GOOD
GE1139197	0.651	GOOD
GE1139200	0.12	EMPTY
GE1139241	0.141	EMPTY
GE1139264	0.692	GOOD
GE1139267	0.057	EMPTY
GE1139268	0.955	GOOD
GE1139272	2.235	GOOD
GE1139281	0.135	EMPTY
GE1139286	0.981	GOOD
GE1139292	0.253	EMPTY
GE1139316	1.295	GOOD
GE1139334	6.704	GOOD
GE1139335	2.039	GOOD
GE1139342	0.132	EMPTY
GE1139350	1.438	GOOD
GE1139355	0.059	EMPTY
GE1139357	27.043	GOOD
GE1139372	0.926	GOOD
GE1139377	0.43	EMPTY
GE1139383	0.886	GOOD
GE1139392	4.311	GOOD
GE1139394	0.745	GOOD
GE1139396	4.721	GOOD
GE1139398	6.558	GOOD
GE1139427	0.237	EMPTY
GE1139441	0.111	EMPTY
GE1139444	0.212	EMPTY
GE1139461	0.112	EMPTY
GE1139467	6.11	GOOD
GE1139469	3.422	GOOD
GE1139481	-0.069	NEGATIVE
GE1139487	0.389	EMPTY
GE1139500	0.417	GOOD
GE1139503	5.138	GOOD
GE1139526	0.698	GOOD
GE1139527	0.144	EMPTY
GE1139536	0.326	EMPTY
GE1139542	2.152	GOOD
GE1139550	27.301	GOOD
GE1139556	1.895	GOOD
GE1139566	1.013	GOOD
GE1139572	0.183	EMPTY
GE1139587	0.281	EMPTY
GE1139596	0.17	EMPTY
GE1139604	0.791	GOOD
GE1139621	3.729	GOOD
GE1139624	0.214	EMPTY
GE1139625	0.764	GOOD
GE1139639	9.408	GOOD
GE1139647	3.006	GOOD
GE1139657	1.084	GOOD
GE1139659	0.073	EMPTY
GE1139682	0.438	GOOD
GE1139686	0.733	GOOD
GE1139693	0.138	EMPTY
GE1139697	2.293	GOOD
GE1139702	11.439	GOOD
GE1139703	0.68	GOOD
GE1139715	0.303	EMPTY
GE1139728	0.085	EMPTY
GE1139734	0.084	EMPTY
GE1139745	5.374	GOOD
GE1139753	0.111	EMPTY
GE1139759	5.78	GOOD
GE1139760	0.3	EMPTY
GE1139771	-0.019	NEGATIVE
GE1139782	0.262	EMPTY
GE1139787	1.049	GOOD
GE1139800	0.406	EMPTY
GE1139812	0.14	EMPTY
GE1139813	3.005	GOOD
GE1139831	1.232	GOOD
GE1139838	0.135	EMPTY
GE1139857	0.099	EMPTY
GE1139863	0.543	GOOD
GE1139882	5.417	GOOD
GE1139886	3.501	GOOD
GE1139887	0.09	EMPTY
GE1139893	4.643	GOOD
GE1139907	0.379	GOOD
GE1139921	4.295	GOOD
GE1139925	0.481	GOOD
GE1139926	0.134	EMPTY
GE1139933	8.965	GOOD
GE1139941	0.174	EMPTY
GE1139943	4.854	GOOD
GE1139945	1.817	GOOD
GE1139948	4.333	GOOD
GE1139963	4.591	GOOD
GE1139993	18.902	GOOD
GE1139997	0.121	EMPTY
GE1140001	0.208	EMPTY
GE1140011	0.699	GOOD
GE1140038	3.454	GOOD
GE1140049	0.987	GOOD
GE1140052	0.16	EMPTY
GE1140062	3.832	GOOD
GE1140065	0.184	EMPTY
GE1140087	1.799	GOOD
GE1140093	0.307	EMPTY
GE1140094	2.33	GOOD
GE1140115	4.996	GOOD
GE1140118	0.305	EMPTY
GE1140131	0.177	EMPTY
GE1140147	0.031	EMPTY
GE1140156	1.06	GOOD
GE1140162	3.792	GOOD
GE1140167	4.82	GOOD
GE1140170	17.814	GOOD
GE1140176	3.244	GOOD
GE1140179	0.824	GOOD
GE1140186	9.76	GOOD
GE1140200	0.881	GOOD
GE1140203	0.152	EMPTY
GE1140214	0.594	GOOD
GE1140222	0.142	EMPTY
GE1140234	25.189	GOOD
GE1140235	0.274	EMPTY
GE1140238	0.165	EMPTY
GE1140247	0.006	EMPTY
GE1140251	0.168	EMPTY
GE1140252	0.846	GOOD
GE1140267	0.146	EMPTY
GE1140284	0.21	EMPTY
GE1140286	4.166	GOOD
GE1140287	10.555	GOOD
GE1140334	0.948	GOOD
GE1140338	3.534	GOOD
GE1140343	0.908	GOOD
GE1140344	0.155	EMPTY
GE1140360	0.182	EMPTY
GE1140362	21.284	GOOD
GE1140368	0.113	EMPTY
GE1140374	2.438	GOOD
GE1140385	19.633	GOOD
GE1140390	0.249	EMPTY
GE1140391	0.666	GOOD
GE1140401	2.375	GOOD
GE1140428	0.894	GOOD
GE1140434	1.661	GOOD
GE1140435	0.114	EMPTY
GE1140438	13.496	GOOD
GE1140455	1.457	GOOD
GE1140460	0.829	GOOD
GE1140461	1.495	GOOD
GE1140469	6.2	GOOD
GE1140483	0.22	EMPTY
GE1140494	0.126	EMPTY
GE1140502	0.389	EMPTY
GE1140514	0.105	EMPTY
GE1140518	4.414	GOOD
GE1140529	1	GOOD
GE1140536	0.057	EMPTY
GE1140540	1.412	GOOD
GE1140544	0.194	EMPTY
GE1140552	-0.004	NEGATIVE
GE1140558	1.073	GOOD
GE1140566	1.19	GOOD
GE1140571	-0.012	NEGATIVE
GE1140582	2.262	GOOD
GE1140584	1.627	GOOD
GE1140596	9.721	GOOD
GE1140597	0.122	EMPTY
GE1140613	0.34	EMPTY
GE1140614	1.648	GOOD
GE1140638	0.918	GOOD
GE1140653	0.077	EMPTY
GE1140666	7.298	GOOD
GE1140667	0.144	EMPTY
GE1140672	1.073	GOOD
GE1140674	0.827	GOOD
GE1140678	-0.021	NEGATIVE
GE1140681	1.443	GOOD
GE1140692	20.09	GOOD
GE1140709	0.24	EMPTY
GE1140714	6.467	GOOD
GE1140715	0.866	GOOD
GE1140725	0.383	EMPTY
GE1140734	0.09	EMPTY
GE1140741	1.182	GOOD
GE1140748	0.069	EMPTY
GE1140766	0.938	GOOD
GE1140770	0.736	GOOD
GE1140779	1.762	GOOD
GE1140780	0.108	EMPTY
GE1140794	5.126	GOOD
GE1140817	6.096	GOOD
GE1140826	0.769	GOOD
GE1140831	0.504	GOOD
GE1140835	2.756	GOOD
GE1140838	0.511	GOOD
GE1140840	2.783	GOOD
GE1140848	0.333	EMPTY
GE1140863	1.411	GOOD
GE1140877	0.331	EMPTY
GE1140901	0.413	EMPTY
GE1140907	26.261	GOOD
GE1140931	0.012	EMPTY
GE1140940	5.529	GOOD
GE1140942	0.13	EMPTY
GE1140943	0.284	EMPTY
GE1140961	0.129	EMPTY
GE1140964	0.095	EMPTY
GE1140982	1.504	GOOD
GE1140984	0.176	EMPTY
GE1141008	1.822	GOOD
GE1141011	-0.006	NEGATIVE
GE1141024	0.169	EMPTY
GE1141026	3.873	GOOD
GE1141040	1.334	GOOD
GE1141043	1.799	GOOD
GE1141047	13.036	GOOD
GE1141053	1.513	GOOD
GE1141069	0.13	EMPTY
GE1141076	0.115	EMPTY
GE1141082	0.482	GOOD
GE1141090	0.865	GOOD
GE1141098	0.59	GOOD
GE1141106	2.239	GOOD
GE1141111	3.29	GOOD
GE1141114	0.117	EMPTY
GE1141115	0.175	EMPTY
GE1141126	6.926	GOOD
GE1141140	0.076	EMPTY
GE1141148	56.524	GOOD
GE1141162	0.671	GOOD
GE1141167	0.424	EMPTY
GE1141169	6.565	GOOD
GE1141170	8.51	GOOD
GE1141171	0.165	EMPTY
GE1141172	1.268	GOOD
GE1141174	0.638	GOOD
GE1141192	0.459	GOOD
GE1141206	0.909	GOOD
GE1141209	13.382	GOOD
GE1141221	1.274	GOOD
GE1141222	1.666	GOOD
GE1141231	1.293	GOOD
GE1141238	11.534	GOOD
GE1141265	1.399	GOOD
GE1141282	2.201	GOOD
GE1141284	377.484	GOOD
GE1141293	0.217	EMPTY
GE1141296	0.742	GOOD
GE1141300	0.252	EMPTY
GE1141301	5.77	GOOD
GE1141323	0.105	EMPTY
GE1141327	32.918	GOOD
GE1141348	1.206	GOOD
GE1141353	17.601	GOOD
GE1141357	0.542	GOOD
GE1141366	0.775	GOOD
GE1141385	5.737	GOOD
GE1141389	0.134	EMPTY
GE1141399	59.84	GOOD
GE1141407	0.374	EMPTY
GE1141408	46.716	GOOD
GE1141410	0.028	EMPTY
GE1141416	0.496	GOOD
GE1141417	0.189	EMPTY
GE1141421	1.774	GOOD
GE1141424	0.462	GOOD
GE1141436	2.587	GOOD
GE1141455	0.068	EMPTY
GE1141470	1.533	GOOD
GE1141484	5.445	GOOD
GE1141485	6.547	GOOD
GE1141486	0.392	EMPTY
GE1141487	0.125	EMPTY
GE1141489	9.973	GOOD
GE1141490	1.704	GOOD
GE1141491	0.195	EMPTY
GE1141492	1.074	GOOD
GE1141493	1.071	GOOD
GE1141499	0.775	GOOD
GE1141501	22.862	GOOD
GE1141504	1.628	GOOD
GE1141521	8.541	GOOD
GE1141556	0.081	EMPTY
GE1141576	0.712	GOOD
GE1141601	2.059	GOOD
GE1141652	0.185	EMPTY
GE1141660	0.565	GOOD
GE1141671	0.766	GOOD
GE1141691	0.257	EMPTY
GE1141704	2.879	GOOD
GE1141709	0.428	EMPTY
GE1141713	0.077	EMPTY
GE1141715	0.093	EMPTY
GE1141726	9.079	GOOD
GE1141727	0.146	EMPTY
GE1141728	0.588	GOOD
GE1141771	0.203	EMPTY
GE1141777	1.281	GOOD
GE1141779	0.18	EMPTY
GE1141781	0.23	EMPTY
GE1141791	1.21	GOOD
GE1141793	0.344	EMPTY
GE1141796	2.903	GOOD
GE1141805	0.067	EMPTY
GE1141820	0.24	EMPTY
GE1141823	0.2	EMPTY
GE1141835	0.027	EMPTY
GE1141839	1.092	GOOD
GE1141846	0.431	EMPTY
GE1141852	0.108	EMPTY
GE1141859	12.13	GOOD
GE1141864	0.201	EMPTY
GE1141878	14.439	GOOD
GE1141879	0.675	GOOD
GE1141882	0.339	EMPTY
GE1141890	8.816	GOOD
GE1141891	3.84	GOOD
GE1141894	0.042	EMPTY
GE1141911	0.258	EMPTY
GE1141915	0.025	EMPTY
GE1141924	3.694	GOOD
GE1141941	1.045	GOOD
GE1141965	0.545	GOOD
GE1141967	0.057	EMPTY
GE1141970	0.239	EMPTY
GE1141980	2.836	GOOD
GE1141988	0.072	EMPTY
GE1142003	3.635	GOOD
GE1142012	0.678	GOOD
GE1142018	0.134	EMPTY
GE1142020	4.709	GOOD
GE1142027	0.135	EMPTY
GE1142034	0.027	EMPTY
GE1142035	9.776	GOOD
GE1142046	1.82	GOOD
GE1142049	0.672	GOOD
GE1142057	0.63	GOOD
GE1142067	0.105	EMPTY
GE1142076	2.382	GOOD
GE1142086	3.056	GOOD
GE1142087	0.096	EMPTY
GE1142094	12.265	GOOD
GE1142114	1.068	GOOD
GE1142121	0.514	GOOD
GE1142134	0.21	EMPTY
GE1142142	0.05	EMPTY
GE1142151	0.346	EMPTY
GE1142171	0.05	EMPTY
GE1142176	0.152	EMPTY
GE1142199	3.656	GOOD
GE1142205	0.102	EMPTY
GE1142209	1.162	GOOD
GE1142215	0.161	EMPTY
GE1142218	0.307	EMPTY
GE1142224	0.199	EMPTY
GE1142234	0.413	EMPTY
GE1142245	7.251	GOOD
GE1142251	8.923	GOOD
GE1142263	0.232	EMPTY
GE1142269	0.338	EMPTY
GE1142270	0.168	EMPTY
GE1142271	0.313	EMPTY
GE1142272	0.859	GOOD
GE1142283	0.208	EMPTY
GE1142287	1.202	POOR
GE1142288	1.142	GOOD
GE1142293	1.164	GOOD
GE1142300	1.671	GOOD
GE1142302	0.453	GOOD
GE1142322	0.87	GOOD
GE1142342	1.089	GOOD
GE1142350	0.244	EMPTY
GE1142358	0.18	EMPTY
GE1142361	2.125	GOOD
GE1142369	0.308	EMPTY
GE1142375	2.582	GOOD
GE1142402	11.777	GOOD
GE1142405	2.036	GOOD
GE1142412	5.479	GOOD
GE1142425	2.386	GOOD
GE1142426	0.515	GOOD
GE1142442	0.852	GOOD
GE1142452	8.324	GOOD
GE1142454	0.319	EMPTY
GE1142459	0.142	EMPTY
GE1142466	0.723	GOOD
GE1142470	57.443	GOOD
GE1142475	0.234	EMPTY
