Reporter Identifier	T00275905 normalised intensity	T00275905 quality flag
GE1222192	0.395	EMPTY
GE1222194	0.171	EMPTY
GE12222	10.734	GOOD
GE1222220	4.576	GOOD
GE1222223	11.046	GOOD
GE1222235	7.249	GOOD
GE1222244	0.879	GOOD
GE1222264	6.677	GOOD
GE1222266	0.126	EMPTY
GE1222273	0.077	EMPTY
GE1222279	9.747	GOOD
GE1222283	0.983	GOOD
GE1222287	0.06	EMPTY
GE1222292	0.324	EMPTY
GE1222294	0.979	GOOD
GE1222297	0.798	GOOD
GE12223	36.322	GOOD
GE1222311	0.486	GOOD
GE1222329	3.952	GOOD
GE1222350	0.078	EMPTY
GE1222372	2.647	GOOD
GE1222374	0.117	EMPTY
GE1222378	15.342	GOOD
GE1222387	3.575	GOOD
GE1222388	6.626	GOOD
GE12224	28.074	GOOD
GE1222403	1.888	GOOD
GE1222417	1.496	GOOD
GE1222429	0.255	EMPTY
GE1222438	0.961	GOOD
GE1222440	0.955	GOOD
GE1222443	0.171	EMPTY
GE1222455	5.714	GOOD
GE1222456	0.118	EMPTY
GE1222476	3.466	GOOD
GE12225	8.286	GOOD
GE1222502	1.771	GOOD
GE1222504	2.07	GOOD
GE1222521	1.115	GOOD
GE1222528	121.589	GOOD
GE1222530	0.295	EMPTY
GE1222545	16.393	GOOD
GE1222554	0.245	EMPTY
GE1222559	20.178	GOOD
GE1222560	0.585	GOOD
GE1222566	0.136	EMPTY
GE1222595	0.12	EMPTY
GE1222598	0.158	EMPTY
GE12226	13.232	GOOD
GE1222615	0.056	EMPTY
GE1222621	58.065	GOOD
GE1222622	0.652	GOOD
GE1222625	2.114	GOOD
GE1222641	0.113	EMPTY
GE1222646	0.256	EMPTY
GE1222661	-0.008	NEGATIVE
GE1222669	5.403	GOOD
GE1222672	0.156	EMPTY
GE1222681	0.255	EMPTY
GE1222689	3.035	GOOD
GE1222697	16.883	GOOD
GE12227	105.724	GOOD
GE1222705	0.134	EMPTY
GE1222718	0.172	EMPTY
GE1222733	0.586	GOOD
GE1222735	-0.028	NEGATIVE
GE1222741	2.427	GOOD
GE1222753	0.345	EMPTY
GE1222773	0.103	EMPTY
GE1222775	0.107	EMPTY
GE1222788	0.194	EMPTY
GE12228	13.675	GOOD
GE1222801	0.177	EMPTY
GE1222807	0.331	EMPTY
GE1222831	0.052	EMPTY
GE1222834	0.103	EMPTY
GE1222835	2.033	GOOD
GE1222847	0.323	EMPTY
GE1222855	1.214	POOR
GE1222864	8.913	GOOD
GE1222882	15.687	GOOD
GE1222887	0.162	EMPTY
GE1222892	2.649	GOOD
GE12229	21.335	GOOD
GE1222908	4.439	GOOD
GE1222913	0.318	EMPTY
GE1222915	0.19	EMPTY
GE1222918	0.743	GOOD
GE1222931	0.086	EMPTY
GE1222943	0.096	EMPTY
GE1222975	5.005	GOOD
GE1222994	0.91	GOOD
GE12230	2.527	GOOD
GE1223009	4.858	GOOD
GE1223012	1.007	GOOD
GE1223013	0.339	EMPTY
GE1223035	0.173	EMPTY
GE1223041	3.786	GOOD
GE1223046	0.096	EMPTY
GE1223057	6.969	GOOD
GE1223063	0.097	EMPTY
GE1223064	1.812	GOOD
GE1223072	-0.006	NEGATIVE
GE1223087	-0.015	NEGATIVE
GE12231	2.194	GOOD
GE1223105	1.452	GOOD
GE1223107	0.278	EMPTY
GE1223116	3.34	GOOD
GE1223124	0.384	EMPTY
GE1223132	8.847	GOOD
GE1223134	0.229	EMPTY
GE1223142	0.076	EMPTY
GE1223148	19.96	GOOD
GE1223151	0.19	EMPTY
GE1223154	1.026	GOOD
GE1223160	0.145	EMPTY
GE1223170	0.506	GOOD
GE1223171	0.252	EMPTY
GE1223198	0.099	EMPTY
GE12232	15.259	GOOD
GE1223201	0.012	EMPTY
GE1223207	0.179	EMPTY
GE1223213	1.246	GOOD
GE1223222	0.102	EMPTY
GE1223225	0.122	EMPTY
GE1223231	7.563	GOOD
GE1223252	5.4	GOOD
GE1223262	1.589	GOOD
GE1223280	0.436	GOOD
GE1223291	0.118	EMPTY
GE12233	4.386	GOOD
GE1223307	0.109	EMPTY
GE1223313	1.224	GOOD
GE1223314	0.995	GOOD
GE1223317	1.689	GOOD
GE1223333	0.046	EMPTY
GE1223361	1.133	GOOD
GE1223377	0.158	EMPTY
GE1223390	4.033	GOOD
GE1223397	0.086	EMPTY
GE12234	18.976	GOOD
GE1223401	0.121	EMPTY
GE1223407	11.779	GOOD
GE1223408	0.445	EMPTY
GE1223429	0.057	EMPTY
GE1223433	2.121	GOOD
GE1223448	9.111	GOOD
GE1223451	4.937	GOOD
GE1223470	4.79	GOOD
GE1223476	4.648	GOOD
GE1223482	5.864	GOOD
GE1223483	0.1	EMPTY
GE1223490	0.123	EMPTY
GE1223495	-0.052	NEGATIVE
GE12235	0.145	EMPTY
GE1223501	1.113	GOOD
GE1223505	4.357	GOOD
GE1223517	0.454	GOOD
GE1223523	0.367	EMPTY
GE1223524	4.09	GOOD
GE1223537	0.811	GOOD
GE1223538	1.119	GOOD
GE1223550	0.449	GOOD
GE1223556	9.244	GOOD
GE1223558	5.384	GOOD
GE1223565	15.825	GOOD
GE1223572	0.207	EMPTY
GE1223587	0.062	EMPTY
GE1223592	0.371	EMPTY
GE12236	26.474	GOOD
GE1223609	2.4	GOOD
GE1223613	0.475	GOOD
GE1223637	2.266	GOOD
GE1223640	-0.022	NEGATIVE
GE1223642	1.921	GOOD
GE1223667	0.236	EMPTY
GE1223673	0.283	EMPTY
GE1223680	0.042	EMPTY
GE12237	16.929	GOOD
GE1223703	0.089	EMPTY
GE1223711	3.334	GOOD
GE1223730	0.232	EMPTY
GE1223732	0.443	GOOD
GE1223739	3.985	GOOD
GE1223745	4.344	GOOD
GE1223751	0.774	GOOD
GE1223755	1.128	GOOD
GE1223777	-0.002	NEGATIVE
GE1223779	3.151	GOOD
GE1223794	2.344	GOOD
GE1223798	3.237	GOOD
GE12238	34.501	GOOD
GE1223807	0.1	EMPTY
GE1223815	7.456	GOOD
GE1223818	1.612	GOOD
GE1223819	9.089	GOOD
GE1223828	0.462	GOOD
GE1223833	0.375	EMPTY
GE1223851	0.923	GOOD
GE1223860	0.729	GOOD
GE1223868	2.166	GOOD
GE1223870	0.611	GOOD
GE1223878	0.315	EMPTY
GE1223890	0.073	EMPTY
GE1223898	23.356	GOOD
GE12239	72.494	GOOD
GE1223902	0.063	EMPTY
GE1223930	0.82	GOOD
GE1223934	1.667	GOOD
GE1223935	0.54	GOOD
GE1223941	0.815	GOOD
GE1223958	0.491	GOOD
GE1223959	0.129	EMPTY
GE1223961	0.671	GOOD
GE1223981	2.905	GOOD
GE1223983	0.054	EMPTY
GE1223994	2.7	GOOD
GE1223996	0.32	EMPTY
GE12240	9.448	GOOD
GE1224005	2.604	GOOD
GE1224019	0.718	GOOD
GE1224022	14.226	GOOD
GE1224033	0.949	GOOD
GE1224034	2.886	GOOD
GE1224035	0.106	EMPTY
GE1224039	17.497	GOOD
GE1224058	0.275	EMPTY
GE1224068	0.177	EMPTY
GE1224069	0.182	EMPTY
GE1224070	1.399	GOOD
GE1224072	0.336	EMPTY
GE1224080	0.144	EMPTY
GE1224087	0.533	GOOD
GE1224091	0.651	GOOD
GE1224096	3.803	GOOD
GE12241	4.917	GOOD
GE1224107	0.178	EMPTY
GE1224118	6.917	POOR
GE1224125	0.276	EMPTY
GE1224145	0.143	EMPTY
GE1224146	0.124	EMPTY
GE1224148	0.618	GOOD
GE1224166	3.066	GOOD
GE1224186	19.17	GOOD
GE1224199	2.201	GOOD
GE12242	3.69	GOOD
GE1224202	0.121	EMPTY
GE1224204	0.74	GOOD
GE1224212	8.135	GOOD
GE1224214	-0.009	NEGATIVE
GE1224225	1.278	GOOD
GE1224233	16.366	GOOD
GE1224241	0.153	EMPTY
GE1224243	3.208	GOOD
GE1224248	0.073	EMPTY
GE1224256	0.689	GOOD
GE1224263	0.102	EMPTY
GE1224265	0.618	GOOD
GE1224270	2.253	GOOD
GE1224274	0.296	EMPTY
GE1224286	0.758	GOOD
GE1224291	0.151	EMPTY
GE12243	5.184	GOOD
GE1224306	1.765	GOOD
GE1224318	0.044	EMPTY
GE1224330	0.085	EMPTY
GE1224333	8.571	GOOD
GE1224356	0.183	EMPTY
GE1224361	0.128	EMPTY
GE1224363	0.207	EMPTY
GE1224366	0.243	EMPTY
GE1224371	1.894	GOOD
GE1224384	0.227	EMPTY
GE1224387	0.224	EMPTY
GE1224396	0.878	GOOD
GE12244	16.128	GOOD
GE1224406	0.808	GOOD
GE1224412	2.19	GOOD
GE1224416	0.153	EMPTY
GE1224431	46.914	GOOD
GE1224437	0.264	EMPTY
GE1224438	0.143	EMPTY
GE1224452	0.228	EMPTY
GE1224471	3.46	GOOD
GE1224486	0.165	EMPTY
GE1224493	23.552	GOOD
GE1224495	0.827	GOOD
GE1224496	0.219	EMPTY
GE1224497	0.094	EMPTY
GE12245	4.803	GOOD
GE1224500	0.165	EMPTY
GE1224507	0.339	EMPTY
GE1224515	0.805	GOOD
GE1224526	0.351	EMPTY
GE1224535	1.705	GOOD
GE1224542	1.303	GOOD
GE1224560	3.455	GOOD
GE1224567	0.165	EMPTY
GE1224569	0.264	EMPTY
GE1224574	0.266	EMPTY
GE1224583	0.068	EMPTY
GE1224592	3.382	GOOD
GE12246	10.946	GOOD
GE1224603	3.102	GOOD
GE1224609	-0.021	NEGATIVE
GE1224628	0.14	EMPTY
GE1224630	0.619	GOOD
GE1224644	2.869	GOOD
GE1224645	1.217	POOR
GE1224649	5.102	GOOD
GE1224654	0.271	EMPTY
GE1224664	13.59	GOOD
GE1224684	2.118	GOOD
GE1224685	0.045	EMPTY
GE1224687	0.214	EMPTY
GE1224689	0.168	EMPTY
GE12247	21.141	GOOD
GE1224708	0.38	EMPTY
GE1224715	1.575	GOOD
GE1224728	18.315	GOOD
GE1224729	13.45	GOOD
GE1224733	2.023	GOOD
GE1224738	1.623	GOOD
GE1224750	0.061	EMPTY
GE1224761	-0.009	NEGATIVE
GE1224767	0.096	EMPTY
GE1224768	0.081	EMPTY
GE1224777	3.257	GOOD
GE12248	0.171	EMPTY
GE1224804	0.336	EMPTY
GE1224807	0.086	EMPTY
GE1224818	0.509	GOOD
GE1224833	2.223	GOOD
GE1224846	24.24	GOOD
GE1224854	0.029	EMPTY
GE1224861	0.576	GOOD
GE1224863	3.028	GOOD
GE1224879	0.137	EMPTY
GE12249	1.875	GOOD
GE1224902	15.816	GOOD
GE1224924	0.582	GOOD
GE1224933	12.867	GOOD
GE1224934	0.092	EMPTY
GE1224943	6.018	GOOD
GE1224952	11.791	GOOD
GE1224955	1.331	GOOD
GE1224985	2.632	GOOD
GE1224988	22.406	GOOD
GE1224991	2.541	GOOD
GE1224992	0.184	EMPTY
GE12250	7.785	GOOD
GE1225018	0.636	GOOD
GE1225021	3.087	GOOD
GE1225022	3.883	GOOD
GE1225031	0.166	EMPTY
GE1225032	0.192	EMPTY
GE1225033	3.576	GOOD
GE1225035	0.545	GOOD
GE1225045	0.391	EMPTY
GE1225046	0.128	EMPTY
GE1225067	0.203	EMPTY
GE1225072	0.149	EMPTY
GE1225074	0.112	EMPTY
GE1225080	9.813	GOOD
GE1225087	5.122	GOOD
GE12251	3.456	GOOD
GE1225104	0.133	EMPTY
GE1225106	0.342	EMPTY
GE1225115	7.358	GOOD
GE1225116	0.059	EMPTY
GE1225135	0.146	EMPTY
GE1225143	0.053	EMPTY
GE1225155	1.608	GOOD
GE1225164	0.222	EMPTY
GE1225172	3.287	GOOD
GE1225174	7.709	GOOD
GE1225185	1.41	GOOD
GE1225193	2.147	GOOD
GE1225195	0.681	GOOD
GE12252	3.357	GOOD
GE1225208	0.603	GOOD
GE1225215	0.395	EMPTY
GE1225221	0.102	EMPTY
GE1225235	1.927	GOOD
GE1225239	1.83	GOOD
GE1225241	0.132	EMPTY
GE1225251	5.82	GOOD
GE1225273	0.867	GOOD
GE1225274	0.15	EMPTY
GE1225291	4.153	GOOD
GE1225293	0.198	EMPTY
GE1225296	0.021	EMPTY
GE12253	2.517	GOOD
GE1225305	13.377	GOOD
GE1225306	0.175	EMPTY
GE1225311	0.135	EMPTY
GE1225317	0.385	EMPTY
GE1225327	0.139	EMPTY
GE1225338	0.131	EMPTY
GE1225340	1.323	GOOD
GE1225349	6.002	GOOD
GE1225359	0.283	EMPTY
GE1225363	0.843	GOOD
GE1225385	7.98	GOOD
GE1225388	0.19	EMPTY
GE1225389	31.529	GOOD
GE12254	3.81	GOOD
GE1225406	0.248	EMPTY
GE1225417	0.105	EMPTY
GE1225431	1.462	GOOD
GE1225436	8.514	GOOD
GE1225442	0.228	EMPTY
GE1225471	0.108	EMPTY
GE1225484	11.677	GOOD
GE1225493	0.174	EMPTY
GE12255	6.541	GOOD
GE1225505	0.387	EMPTY
GE1225506	0.491	GOOD
GE1225523	2.035	GOOD
GE1225528	0.173	EMPTY
GE1225529	0.685	GOOD
GE1225536	0.444	GOOD
GE1225537	12.288	GOOD
GE1225540	0.221	EMPTY
GE1225547	0.699	GOOD
GE1225550	1.338	GOOD
GE1225564	0.681	GOOD
GE1225571	22.001	GOOD
GE1225576	5.494	GOOD
GE1225593	31.498	GOOD
GE12256	28.983	GOOD
GE1225609	43.939	GOOD
GE1225615	0.98	GOOD
GE1225628	0.112	EMPTY
GE1225635	0.08	EMPTY
GE1225650	0.678	GOOD
GE1225652	2.765	GOOD
GE1225673	0.182	EMPTY
GE1225677	3.922	GOOD
GE1225689	2.933	GOOD
GE1225690	6.516	GOOD
GE12257	32.937	GOOD
GE1225709	5.583	GOOD
GE1225717	0.25	EMPTY
GE1225723	1.331	GOOD
GE1225733	0.672	GOOD
GE1225747	69.952	GOOD
GE1225761	19.309	GOOD
GE1225767	2.211	GOOD
GE1225773	4.107	GOOD
GE1225783	1.654	GOOD
GE12258	8.159	GOOD
GE1225801	0.908	GOOD
GE1225804	0.257	EMPTY
GE1225805	0.165	EMPTY
GE1225811	NA	MSR
GE1225821	8.468	GOOD
GE1225829	8.173	GOOD
GE1225842	0.153	EMPTY
GE1225854	1.721	GOOD
GE1225855	1.155	GOOD
GE1225871	0.079	EMPTY
GE1225876	6.414	GOOD
GE1225884	1.505	GOOD
GE1225896	1.446	GOOD
GE1225897	0.177	EMPTY
GE1225899	3.005	GOOD
GE12259	8.127	GOOD
GE1225904	2.002	GOOD
GE1225905	0.593	GOOD
GE1225922	0.209	EMPTY
GE1225933	6.987	GOOD
GE1225939	0.406	EMPTY
GE1225943	4.931	GOOD
GE1225950	12.595	GOOD
GE1225952	1.388	GOOD
GE1225959	0.919	GOOD
GE1225974	0.27	EMPTY
GE1225981	0.431	GOOD
GE1225999	1.25	GOOD
GE12260	16.993	GOOD
GE1226010	3.442	GOOD
GE1226034	5.14	GOOD
GE1226056	3.94	GOOD
GE1226069	0.041	EMPTY
GE1226071	0.928	GOOD
GE1226085	2.796	GOOD
GE1226086	0.152	EMPTY
GE1226091	0.088	EMPTY
GE1226092	0.234	EMPTY
GE12261	3.444	GOOD
GE1226100	0.124	EMPTY
GE1226105	4.78	GOOD
GE1226107	0.099	EMPTY
GE1226118	0.553	GOOD
GE1226125	7.453	GOOD
GE1226147	2.73	GOOD
GE1226160	0.382	GOOD
GE1226171	2.56	GOOD
GE1226176	1.289	GOOD
GE1226177	0.669	GOOD
GE1226178	0.522	GOOD
GE1226183	0.046	EMPTY
GE1226184	1.561	GOOD
GE1226188	5.082	GOOD
GE1226193	0.172	EMPTY
GE12262	3.489	GOOD
GE1226220	0.631	GOOD
GE1226230	2.177	GOOD
GE1226252	4.856	GOOD
GE1226266	5.083	GOOD
GE1226284	0.804	GOOD
GE1226287	1.933	GOOD
GE1226295	1.202	GOOD
GE12263	8.798	GOOD
GE1226310	0.885	GOOD
GE1226326	0.8	GOOD
GE1226327	0.663	GOOD
GE1226341	0.417	GOOD
GE1226345	0.357	EMPTY
GE1226348	5.149	GOOD
GE1226364	29.472	GOOD
GE1226377	1.229	GOOD
GE1226383	4.539	GOOD
GE1226395	1.712	GOOD
GE1226399	0.093	EMPTY
GE12264	1.704	POOR
GE1226408	0.236	EMPTY
GE1226413	0.122	EMPTY
GE1226417	0.436	GOOD
GE1226430	0.279	EMPTY
GE1226441	20.802	GOOD
GE1226452	0.064	EMPTY
GE1226456	0.663	GOOD
GE1226461	1.27	GOOD
GE1226472	0.317	EMPTY
GE1226473	7.729	GOOD
GE1226484	0.617	GOOD
GE1226489	0.15	EMPTY
GE12265	9.088	GOOD
GE1226524	6.765	GOOD
GE1226530	13.423	GOOD
GE1226539	0.912	GOOD
GE1226554	0.756	GOOD
GE1226561	1.413	GOOD
GE1226562	0.161	EMPTY
GE1226572	1.631	GOOD
GE1226578	0.548	GOOD
GE1226584	0.92	GOOD
GE1226596	0.395	EMPTY
GE12266	3.79	GOOD
GE1226616	2.47	GOOD
GE1226622	0.142	EMPTY
GE1226626	0.152	EMPTY
GE1226628	0.458	EMPTY
GE1226640	0.138	EMPTY
GE1226641	0.425	GOOD
GE1226642	13.477	GOOD
GE1226647	1.637	GOOD
GE1226648	3.105	GOOD
GE1226653	13.873	GOOD
GE1226678	1.844	GOOD
GE1226684	0.162	EMPTY
GE12267	19.181	GOOD
GE1226713	0.226	EMPTY
GE1226721	3.4	GOOD
GE1226724	0.928	GOOD
GE1226725	5.075	GOOD
GE1226737	0.42	EMPTY
GE1226749	1.185	GOOD
GE1226764	0.146	EMPTY
GE1226767	0.027	EMPTY
GE1226772	1.268	GOOD
GE1226795	3.989	GOOD
GE12268	1.93	GOOD
GE1226803	0.152	EMPTY
GE1226810	0.672	GOOD
GE1226815	40.955	GOOD
GE1226828	1.487	GOOD
GE1226838	0.645	GOOD
GE1226840	0.697	GOOD
GE1226853	0.163	EMPTY
GE1226854	2.262	GOOD
GE1226863	0.123	EMPTY
GE1226870	4.821	GOOD
GE1226871	0.971	GOOD
GE1226880	0.603	GOOD
GE1226894	0.613	GOOD
GE1226895	0.953	GOOD
GE1226896	0.115	EMPTY
GE12269	14.318	GOOD
GE1226902	0.688	GOOD
GE1226919	0.129	EMPTY
GE1226924	25.12	GOOD
GE1226929	15.278	GOOD
GE1226938	0.184	EMPTY
GE1226946	1.063	GOOD
GE1226952	8.193	GOOD
GE1226966	0.696	GOOD
GE1226970	4.899	GOOD
GE1226990	0.645	GOOD
GE12270	0.547	GOOD
GE1227003	0.074	EMPTY
GE1227005	0.087	EMPTY
GE1227012	5.131	GOOD
GE1227016	29.759	GOOD
GE1227018	1.942	GOOD
GE1227020	0.401	EMPTY
GE1227028	0.198	EMPTY
GE1227063	4.217	GOOD
GE1227073	NA	MSR
GE1227074	0.144	EMPTY
GE1227090	1.543	GOOD
GE1227095	0.098	EMPTY
GE1227096	0.159	EMPTY
GE12271	2.24	GOOD
GE1227105	33.336	GOOD
GE1227107	0.818	GOOD
GE1227114	0.089	EMPTY
GE1227129	8.21	GOOD
GE1227136	0.846	GOOD
GE1227139	0.839	GOOD
GE1227143	0.084	EMPTY
GE1227150	0.204	EMPTY
GE1227184	0.094	EMPTY
GE1227188	2.305	GOOD
GE12272	43.164	GOOD
GE1227206	0.877	GOOD
GE1227207	0.212	EMPTY
GE1227217	0.11	EMPTY
GE1227220	19.114	GOOD
GE1227237	3.132	GOOD
GE1227244	0.162	EMPTY
GE1227250	2.489	GOOD
GE1227253	0.023	EMPTY
GE1227260	3.542	GOOD
GE1227261	0.256	EMPTY
GE1227275	1.222	GOOD
GE1227278	0.212	EMPTY
GE1227282	1.015	GOOD
GE1227297	0.477	GOOD
GE12273	4.393	GOOD
GE1227304	0.19	EMPTY
GE1227315	0.244	EMPTY
GE1227320	-0.009	NEGATIVE
GE1227331	0.187	EMPTY
GE1227334	0.05	EMPTY
GE1227344	0.524	GOOD
GE1227349	7.719	GOOD
GE1227353	0.263	EMPTY
GE1227367	0.244	EMPTY
GE1227375	1.215	GOOD
GE1227389	0.121	EMPTY
GE12274	22.043	GOOD
GE1227405	2.192	GOOD
GE1227411	0.033	EMPTY
GE1227427	0.162	EMPTY
GE1227433	0.184	EMPTY
GE1227438	0.42	GOOD
GE1227443	0.089	EMPTY
GE1227455	0.131	EMPTY
GE1227456	0.162	EMPTY
GE1227457	0.152	EMPTY
GE1227458	0.878	GOOD
GE1227459	0.706	GOOD
GE1227480	0.419	GOOD
GE1227488	0.883	GOOD
GE1227489	0.271	EMPTY
GE1227493	0.115	EMPTY
GE1227499	3.527	GOOD
GE12275	1.315	GOOD
GE1227522	12.064	GOOD
GE1227526	0.056	EMPTY
GE1227538	-0.016	NEGATIVE
GE1227549	5.335	GOOD
GE1227561	2.326	GOOD
GE1227566	0.039	EMPTY
GE1227595	0.017	EMPTY
GE1227599	0.184	EMPTY
GE12276	5.917	GOOD
GE1227606	19.588	GOOD
GE1227611	0.365	EMPTY
GE1227619	3.594	GOOD
GE1227628	0.178	EMPTY
GE1227629	4.723	GOOD
GE1227634	0.263	EMPTY
GE1227641	3.943	GOOD
GE1227644	12.589	GOOD
GE1227656	33.401	GOOD
GE1227664	0.541	GOOD
GE1227668	0.448	EMPTY
GE1227670	0.958	GOOD
GE1227672	0.107	EMPTY
GE1227677	0.271	EMPTY
GE1227682	0.16	EMPTY
GE1227689	1.463	GOOD
GE1227690	0.668	GOOD
GE1227693	9.958	GOOD
GE12277	2.224	GOOD
GE1227702	1.465	GOOD
GE1227714	2.095	GOOD
GE1227732	11.907	GOOD
GE1227752	0.57	GOOD
GE1227761	0.627	GOOD
GE1227763	0.69	GOOD
GE1227776	0.104	EMPTY
GE1227791	0.23	EMPTY
GE1227793	0.055	EMPTY
GE12278	3.216	GOOD
GE1227806	0.835	GOOD
GE1227809	1.184	GOOD
GE1227810	0.177	EMPTY
GE1227831	0.095	EMPTY
GE1227844	0.115	EMPTY
GE1227865	1.457	GOOD
GE1227883	8.508	GOOD
GE1227888	0.626	GOOD
GE1227891	4.424	GOOD
GE1227892	0.253	EMPTY
GE12279	15.656	GOOD
GE1227916	4.859	GOOD
GE1227922	0.124	EMPTY
GE1227927	7.932	GOOD
GE1227933	0.145	EMPTY
GE1227937	1.25	GOOD
GE1227950	0.136	EMPTY
GE1227956	0.201	EMPTY
GE1227965	0.664	GOOD
GE1227971	6.626	GOOD
GE1227974	2.324	GOOD
GE1227976	0.218	EMPTY
GE1227979	0.549	GOOD
GE1227995	3.741	GOOD
GE1227997	0.15	EMPTY
GE12280	8.913	GOOD
GE1228005	42.596	GOOD
GE1228046	0.814	GOOD
GE1228058	0.788	GOOD
GE1228066	3.424	GOOD
GE1228072	1.642	GOOD
GE1228082	16.853	GOOD
GE1228083	6.806	GOOD
GE1228088	0.266	EMPTY
GE12281	38.102	GOOD
GE1228103	2.17	GOOD
GE1228119	0.455	GOOD
GE1228128	1.205	GOOD
GE1228129	0.081	EMPTY
GE1228133	1.089	GOOD
GE1228146	2.338	GOOD
GE1228149	0.195	EMPTY
GE1228150	4.084	GOOD
GE1228154	2.479	GOOD
GE1228161	0.171	EMPTY
GE1228162	0.353	EMPTY
GE1228169	0.95	GOOD
GE1228177	0.351	EMPTY
GE1228186	2.394	GOOD
GE12282	30.112	GOOD
GE1228208	5.218	GOOD
GE1228211	19.88	GOOD
GE1228227	0.806	GOOD
GE1228249	3.892	GOOD
GE1228263	15.745	GOOD
GE1228265	0.057	EMPTY
GE1228275	0.547	GOOD
GE1228277	0.203	EMPTY
GE12283	1.192	GOOD
GE1228301	0.11	EMPTY
GE1228308	0.451	GOOD
GE1228311	0.184	EMPTY
GE1228325	1.522	GOOD
GE1228329	1.633	GOOD
GE1228330	0.902	GOOD
GE1228356	0.531	GOOD
GE1228357	0.771	GOOD
GE1228369	8.228	GOOD
GE1228372	3.655	GOOD
GE1228380	87.451	GOOD
GE1228389	1.036	GOOD
GE12284	1.729	GOOD
GE1228401	6.096	GOOD
GE1228406	6.429	GOOD
GE1228414	0.365	EMPTY
GE1228418	0.808	GOOD
GE1228423	1.045	GOOD
GE1228433	0.168	EMPTY
GE1228437	0.18	EMPTY
GE1228441	4.673	GOOD
GE1228450	0.723	GOOD
GE1228456	3.595	GOOD
GE1228464	0.533	GOOD
GE1228476	NA	MSR
GE1228494	0.36	EMPTY
GE1228495	6.608	GOOD
GE1228498	1.698	GOOD
GE12285	3.157	GOOD
GE1228520	NA	MSR
GE1228528	5.632	GOOD
GE1228536	5.989	GOOD
GE1228548	0.279	EMPTY
GE1228551	0.299	EMPTY
GE1228557	4.003	GOOD
GE1228565	1.706	GOOD
GE1228570	17.012	GOOD
GE1228572	0.09	EMPTY
GE1228575	0.282	EMPTY
GE1228593	2.304	GOOD
GE1228594	0.085	EMPTY
GE12286	16.563	GOOD
GE1228605	4.092	GOOD
GE1228614	0.16	EMPTY
GE1228623	0.077	EMPTY
GE1228625	0.25	EMPTY
GE1228627	0.164	EMPTY
GE1228635	0.47	GOOD
GE1228670	0.09	EMPTY
GE1228674	7.548	GOOD
GE1228681	21.314	GOOD
GE1228683	0.088	EMPTY
GE1228688	0.115	EMPTY
GE1228690	0.863	GOOD
GE1228694	0.216	EMPTY
GE12287	22.418	GOOD
GE1228702	0.39	EMPTY
GE1228736	0.148	EMPTY
GE1228745	0.19	EMPTY
GE1228754	10.815	GOOD
GE1228755	0.477	GOOD
GE1228756	1.977	GOOD
GE1228771	0.656	GOOD
GE1228781	0.542	GOOD
GE1228790	13.005	GOOD
GE1228793	0.05	EMPTY
GE12288	5.231	GOOD
GE1228807	2.205	GOOD
GE1228817	1.125	GOOD
GE1228820	0.705	GOOD
GE1228822	0.223	EMPTY
GE1228833	0.661	GOOD
GE1228836	0.205	EMPTY
GE1228845	15.772	GOOD
GE1228848	0.097	EMPTY
GE1228849	0.195	EMPTY
GE1228862	0.152	EMPTY
GE1228880	0.097	EMPTY
GE1228881	0.841	GOOD
GE1228885	1.176	GOOD
GE1228888	0.469	GOOD
GE1228898	3.944	GOOD
GE12289	1.739	GOOD
GE1228911	3.381	GOOD
GE1228915	50.751	GOOD
GE1228922	2.395	GOOD
GE1228923	0.166	EMPTY
GE1228929	0.347	EMPTY
GE1228931	0.133	EMPTY
GE1228987	4.121	GOOD
GE1228993	0.864	GOOD
GE1228998	3.442	GOOD
GE12290	0.06	EMPTY
GE1229009	2.09	GOOD
GE1229020	0.19	EMPTY
GE1229027	2.072	GOOD
GE1229043	0.109	EMPTY
GE1229050	4.664	GOOD
GE1229051	0.2	EMPTY
GE1229061	7.097	GOOD
GE1229063	16.882	GOOD
GE1229070	0.616	GOOD
GE1229086	1.22	GOOD
GE1229090	0.533	GOOD
GE12291	16.221	GOOD
GE1229101	0.103	EMPTY
GE1229107	0.667	GOOD
GE1229109	0.853	GOOD
GE1229113	6.985	GOOD
GE1229131	2.185	GOOD
GE1229133	16.618	GOOD
GE1229135	0.859	GOOD
GE1229149	0.806	GOOD
GE1229153	1.254	GOOD
GE1229166	0.254	EMPTY
GE1229174	0.14	EMPTY
GE1229189	0.402	EMPTY
GE12292	NA	MSR
GE1229206	6.153	GOOD
GE1229207	1.589	GOOD
GE1229250	22.777	GOOD
GE1229256	27.368	GOOD
GE1229263	0.44	EMPTY
GE1229273	3.085	GOOD
GE1229279	0.142	EMPTY
GE1229281	0.814	GOOD
GE1229298	0.221	EMPTY
GE12293	4.3	GOOD
GE1229309	22.986	GOOD
GE1229311	6.691	GOOD
GE1229327	1.037	GOOD
GE1229329	0.716	GOOD
GE1229336	0.034	EMPTY
GE1229348	1.237	GOOD
GE1229353	0.121	EMPTY
GE1229362	0.21	EMPTY
GE1229372	0.148	EMPTY
GE1229373	0.62	GOOD
GE1229381	1.914	GOOD
GE1229389	1.795	GOOD
GE1229399	0.216	EMPTY
GE12294	1.214	GOOD
GE1229402	0.177	EMPTY
GE1229403	3.535	GOOD
